datetime,Chicago_broken clouds,Chicago_drizzle,Chicago_dust,Chicago_few clouds,Chicago_fog,Chicago_freezing rain,Chicago_haze,Chicago_heavy intensity drizzle,Chicago_heavy intensity rain,Chicago_heavy snow,Chicago_light intensity drizzle,Chicago_light rain,Chicago_light rain and snow,Chicago_light snow,Chicago_mist,Chicago_moderate rain,Chicago_overcast clouds,Chicago_proximity shower rain,Chicago_proximity thunderstorm,Chicago_proximity thunderstorm with drizzle,Chicago_proximity thunderstorm with rain,Chicago_scattered clouds,Chicago_sky is clear,Chicago_smoke,Chicago_snow,Chicago_squalls,Chicago_thunderstorm,Chicago_thunderstorm with drizzle,Chicago_thunderstorm with heavy rain,Chicago_thunderstorm with light drizzle,Chicago_thunderstorm with light rain,Chicago_thunderstorm with rain,Chicago_very heavy rain,Chicago_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-11,0.02193505106575958,0.0,0.0,0.010675436512847733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04448976360156992,0.25826859462291146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14007647991305353,0.19434679863895923,0.18148465755485912,0.17340334051091622,0.06230359106464806
2012-10-12,0.035371898406293484,0.0,0.0,0.03498879496124178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07093489651464485,0.14486512887676717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12988578779299964,0.1712967792397427,0.16074968647873494,0.20481146689957952,0.052507468654704216
2012-10-13,0.06733410458007662,0.0,0.0,0.07031658113469295,0.0,0.0,0.0,0.0,0.0,0.0,0.010240353931658413,0.010218213412331603,0.0,0.0,0.0,0.0,0.02052834445949249,0.0,0.0,0.0,0.0,0.08376339804642347,0.024431147608764737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1371423642634165,0.1546118810918362,0.16557158549249948,0.21251334542941003,0.0547572109046822
2012-10-14,0.02670279962425659,0.010479412835767416,0.0,0.03991332289238452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04762157971211295,0.0,0.0,0.05309228428852905,0.010822712436410205,0.0725851020030598,0.0,0.0,0.0,0.0,0.01311101484375995,0.013313125793421553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16927616507208,0.12646532824666232,0.16520601966704937,0.2055706607653198,0.04584047181918649
2012-10-15,0.01070823092412044,0.0,0.0,0.0,0.0,0.0,0.02106538814827984,0.0,0.0,0.0,0.0,0.010268754576221905,0.0,0.0,0.12588679464518684,0.029896232352711705,0.031201853266826177,0.0,0.0,0.0,0.0,0.0,0.042360189783549274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010592890569737537,0.0,0.0,0.21253512495138854,0.13990708928747672,0.20054928682329573,0.15991664660794663,0.051667989508175534
2012-10-16,0.044649809042978,0.0,0.0,0.0334695249414213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020242851028287066,0.0,0.0,0.0,0.0,0.1151774481926859,0.0,0.0,0.0,0.0,0.03521500146489068,0.02058671101490493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17180604444734837,0.19610439686824066,0.15653447894242964,0.17271696745810464,0.04785189209476931
2012-10-17,0.023308217279855246,0.0,0.0,0.06091493968244177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01302443782366785,0.0,0.0,0.0,0.0,0.06240351191168261,0.18446346805735567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1936327925455701,0.10860711622378122,0.21005377455122698,0.19970438926774103,0.04222164811000526
2012-10-18,0.10331636828964726,0.0,0.0,0.011463425675808152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044426544262936,0.0,0.0,0.0,0.0,0.07942025197657719,0.0,0.0,0.0,0.0,0.0,0.046989632047086415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15719009829128835,0.1364471717995821,0.200049138484372,0.16734527221204842,0.06687440406495976
2012-10-19,0.021879360982208485,0.0,0.0,0.01119815526367128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056433978691370755,0.0,0.0,0.03260210833281036,0.011257503778810317,0.11221595360791094,0.0,0.0,0.0,0.0,0.022658643270960926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1841247506872661,0.1585804221345178,0.15881937038772823,0.15821557363155703,0.07201417923118773
2012-10-20,0.0,0.011665908989473265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023277434089381616,0.1504321821842723,0.0,0.0,0.01117167389362401,0.0,0.07858002334343187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2166345794078679,0.15676233678054127,0.1497911237039784,0.1667449043768131,0.034939833230616224
2012-10-21,0.07443952282234177,0.0,0.0,0.08862041866172539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010984589188417722,0.0,0.0,0.0,0.0,0.01093817249257222,0.0,0.0,0.0,0.0,0.10827104401552241,0.0912448924300096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14538616752874295,0.1914956176934921,0.20515009737794346,0.1381682280106938,0.021957139765140864
2012-10-22,0.011579982356979171,0.0,0.0,0.13282725104991006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012030491950830812,0.0,0.0,0.0,0.0,0.0,0.0,0.05249049287342783,0.1253254829256883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17931346538947332,0.10294364803732153,0.19523901722741974,0.20596059025637176,0.024087737366534148
2012-10-23,0.022012060814489125,0.0,0.0,0.12243664595176999,0.0,0.0,0.010703238348287252,0.0,0.0,0.0,0.0,0.010533965636935413,0.0,0.0,0.01095802873231797,0.0,0.06710496725986713,0.0,0.010880703468569402,0.0,0.0,0.0,0.024165522483005946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999287343105974,0.11926720600160028,0.18252928656104653,0.1913588635446226,0.028120776886890974
2012-10-24,0.010806747057313144,0.0,0.0,0.0,0.011465007976184811,0.0,0.010780755731838254,0.0,0.0,0.0,0.0,0.06511665095194602,0.0,0.0,0.12665726009976022,0.0,0.010772078199777968,0.0,0.025757985502749103,0.0,0.0,0.011186994035248072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2337459153854072,0.09831585814517779,0.18767555731160757,0.1847501806005347,0.02296900900245517
2012-10-25,0.09808357869235251,0.0,0.0,0.04353498248951957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04409354301676227,0.0,0.0,0.0,0.0,0.0657565384976565,0.020641550044275935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1931036369856594,0.1298504902257572,0.20225778425025417,0.17818389855267805,0.039964311225848405
2012-10-26,0.07561186364680446,0.0,0.0,0.0432120498625552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02086384435963411,0.0,0.0,0.0,0.0,0.032296341529047944,0.0,0.0,0.0,0.0,0.07541042268429886,0.010899113241537861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16886985211658959,0.13879577995863568,0.19761043302766634,0.17075744509990365,0.06567285447332634
2012-10-27,0.06572966982034137,0.0,0.0,0.05363100868215384,0.0,0.0,0.0,0.0,0.009794534757118509,0.0,0.0,0.030518300794845164,0.0,0.0,0.0,0.010126501063946197,0.030782400716958713,0.0,0.0,0.0,0.0,0.059137987351368916,0.019892983604362483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15694887728322082,0.18866714408255925,0.1460370773018155,0.19564887229190575,0.054315751701834586
2012-10-28,0.048875382222577625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04728306709610857,0.0,0.0,0.0,0.0,0.1881229541577825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14858275009061267,0.1672874273260935,0.14262542220625726,0.21049462642050795,0.046728370480059865
2012-10-29,0.1918806911834041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01321732295852372,0.01340211947425498,0.0,0.0,0.0,0.0,0.09310962565098192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1485558962363447,0.08621432313301784,0.16152087642843724,0.22941090950707574,0.07506789344765513
2012-10-30,0.08901970717943507,0.0,0.0,0.09108767439624867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08492109593642755,0.016531932847338712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14446655359864938,0.23928570997809182,0.14446029752932638,0.20264358871863725,0.0682601994784464
2012-10-31,0.0953275062811295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01080931500878231,0.0,0.0,0.0,0.0,0.14729739263499506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11872174207804147,0.23905895363477134,0.12846532143799913,0.171836123589616,0.08848364533466523
2012-11-01,0.11010121395047319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01089844353932592,0.0,0.0,0.0,0.0,0.13147857697508206,0.0,0.0,0.0,0.0,0.0,0.018307380894496357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129705291981186,0.2462631032512845,0.13404346748753032,0.17360354735304934,0.058236842873165405
