datetime,Seattle_broken clouds,Seattle_drizzle,Seattle_few clouds,Seattle_fog,Seattle_haze,Seattle_heavy intensity drizzle,Seattle_heavy intensity rain,Seattle_heavy intensity shower rain,Seattle_heavy snow,Seattle_light intensity drizzle,Seattle_light intensity shower rain,Seattle_light rain,Seattle_light shower snow,Seattle_light snow,Seattle_mist,Seattle_moderate rain,Seattle_overcast clouds,Seattle_proximity thunderstorm,Seattle_scattered clouds,Seattle_shower rain,Seattle_sky is clear,Seattle_smoke,Seattle_snow,Seattle_squalls,Seattle_thunderstorm,Seattle_thunderstorm with heavy rain,Seattle_thunderstorm with light rain,Seattle_thunderstorm with rain,Seattle_very heavy rain,Seattle_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-23,0.07903848981036002,0.0,0.030575685353460835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017427256702621085,0.0,0.0,0.02826814063639098,0.013707208305882403,0.1183910893403148,0.0,0.03416336918978917,0.0,0.06576387643589277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30500586112883027,0.0335811040237899,0.12867407742057152,0.12741740397478415,0.017986437677312093
2012-10-24,0.07280473330825869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11604507760917449,0.0,0.0,0.029513834581402405,0.0,0.12047940288602062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2729895188105214,0.1155548352622517,0.12373366592916203,0.11516462452506605,0.03371430708814258
2012-10-25,0.12797811639264514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04597290576896801,0.0,0.0,0.0,0.0,0.1986081790535235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806550832148157,0.0365961274076193,0.14376664351327806,0.15794836202246268,0.008474582626687654
2012-10-26,0.10997307967144221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016026124658663026,0.0,0.0,0.0,0.011931232288389307,0.20141880675009158,0.0,0.0,0.0,0.01185314528175833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27600444289973813,0.04056903620156356,0.13483683985462935,0.203558035513422,0.0053294420011249545
2012-10-27,0.0614363877477224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028317889584083576,0.0,0.0,0.01345043379257968,0.0,0.15733687588296774,0.0,0.014836011965281844,0.0,0.07354612206588247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273331791027737,0.033172703689700156,0.13659359195893014,0.19979564953273357,0.008182542752381377
2012-10-28,0.01210386157612948,0.0,0.0,0.0,0.012626993831866695,0.0,0.0,0.0,0.0,0.0,0.0,0.025761134245751202,0.0,0.0,0.06295797139686983,0.012851296370218528,0.1712001033529025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2530915515832736,0.129608948832446,0.12982916638998718,0.140205219202737,0.04976375321781797
2012-10-29,0.03548243763463634,0.0,0.052326007173691125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02276579183712682,0.0,0.0,0.05464894440795103,0.0,0.0517087720981004,0.0,0.027276249549629053,0.0,0.0626036530101169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25629102623902095,0.10860150556354646,0.15131415513343216,0.12803815186988857,0.048943305482860154
2012-10-30,0.012648403096554649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028231769054306608,0.0,0.0,0.06626337908941227,0.0,0.16029713117628172,0.0,0.035695094630274975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2545837460785246,0.11793187325436942,0.15373335117976517,0.11980793934646422,0.0508073130940464
2012-10-31,0.02614387194007457,0.0,0.0,0.012386742402348437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10884163638425647,0.0,0.11918268842611983,0.0,0.012318682973448772,0.0,0.032482170372194724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272607280609413,0.08496017261660814,0.15755239290370296,0.13854732288525679,0.034977038486576316
2012-11-01,0.012257751304780793,0.0,0.0,0.0,0.0,0.0,0.012940892375639482,0.0,0.0,0.0,0.0,0.07991242413543446,0.0,0.0,0.131710219695908,0.014640579164087517,0.06589050668092127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2955886384465103,0.0913717613957517,0.16497329185116127,0.10584767787075239,0.024866257079052836
2012-11-02,0.040807364553600255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07159993031889839,0.0,0.0,0.0,0.0,0.20427094607553264,0.0,0.0,0.0,0.012122340785419962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2792806853926913,0.08802559715030019,0.1609142562204884,0.11925073797486696,0.023728141528201893
2012-11-03,0.11314559444736864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01252123881432621,0.0,0.0,0.0,0.0,0.12460306015545336,0.0,0.024965574042979565,0.0,0.04539849615118182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2654864733117418,0.08637389446132059,0.15841818562350904,0.15001020724676759,0.019077275745351414
2012-11-04,0.0229948554880464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05879922040223923,0.0,0.0,0.0,0.0,0.23268714180948788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2733927854145301,0.08490397085493191,0.15437336116695574,0.14573241718199226,0.027116247681816506
2012-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07459682667762711,0.0,0.0,0.04018931450334886,0.0,0.15787880112171745,0.0,0.0,0.0,0.023687119630907135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25881482536396283,0.10373693583226835,0.15295223000087024,0.15579970761785975,0.032344239251438235
2012-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05755487442120829,0.0,0.014141186391535202,0.0,0.22838163579824225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24974523848022798,0.12141762378073284,0.15564281406342614,0.14738095748314828,0.025735669581478965
