datetime,San Francisco_broken clouds,San Francisco_drizzle,San Francisco_few clouds,San Francisco_fog,San Francisco_haze,San Francisco_heavy intensity drizzle,San Francisco_heavy intensity rain,San Francisco_heavy snow,San Francisco_light intensity drizzle,San Francisco_light intensity shower rain,San Francisco_light rain,San Francisco_light snow,San Francisco_mist,San Francisco_moderate rain,San Francisco_overcast clouds,San Francisco_proximity shower rain,San Francisco_proximity thunderstorm,San Francisco_proximity thunderstorm with rain,San Francisco_scattered clouds,San Francisco_shower rain,San Francisco_sky is clear,San Francisco_smoke,San Francisco_squalls,San Francisco_thunderstorm,San Francisco_thunderstorm with heavy rain,San Francisco_thunderstorm with light rain,San Francisco_thunderstorm with rain,San Francisco_very heavy rain,San Francisco_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-11,0.06294442173787711,0.0,0.01272422993210387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011625719849628886,0.0,0.0,0.0,0.028554164477578022,0.0,0.0,0.0,0.07182642361717088,0.0,0.1181867169091959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20282606789446175,0.18655026930547935,0.1302892548844163,0.15121416813437644,0.02325856325771142
2012-10-12,0.061336568142791204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04963922992940212,0.0,0.038173673248579586,0.0,0.13780246908507063,0.0,0.0,0.0,0.012114826862940568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20728703970945728,0.2133956392477553,0.10635899978303733,0.14593041024864126,0.027961143742324775
2012-10-13,0.12445967663386696,0.0,0.0,0.0,0.0,0.0,0.011963485471746626,0.0,0.0,0.0,0.013147742326258026,0.0,0.03684931233290258,0.0364014128092121,0.06321699624861174,0.0,0.0,0.0,0.0,0.0,0.012726112350190716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20510660773139688,0.20314390153370707,0.11001521446633496,0.160099095850428,0.02287044224534431
2012-10-14,0.036418740140066234,0.0,0.12048781083849537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011660317770301194,0.0,0.011704015608090855,0.0,0.0,0.0,0.09383480450204325,0.0,0.037042126415960414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20769326097499688,0.14670906580950333,0.11522622009528577,0.20621933457941322,0.013004303265843446
2012-10-15,0.0,0.0,0.05638321504049882,0.014586883098361765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13420087595905414,0.0,0.0,0.0,0.0,0.0,0.06777085127360367,0.0,0.011215124370371409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2283876240941165,0.16617757563720928,0.11846489460080055,0.1807114256939637,0.022101530232020144
2012-10-16,0.0,0.0,0.037624907258449004,0.03704207508879852,0.011474298012723228,0.0,0.011128284206200413,0.0,0.0,0.0,0.011002154689304239,0.0,0.14923255799194637,0.0,0.0,0.0,0.0,0.0,0.03582735050847328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24365058373047313,0.145119625570768,0.12727037288281134,0.16615783148823282,0.024469958571819644
2012-10-17,0.04905560429348529,0.0,0.04478843642343627,0.022077571640924745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06150573001648218,0.0,0.022377499596149392,0.0,0.0,0.0,0.057153207421225295,0.0,0.034308517720279534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21193155520233697,0.17258761219568974,0.14444006946378568,0.14752746301362413,0.032246733012580776
2012-10-18,0.0,0.0,0.032146241724809274,0.0,0.05289713777565478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13845727761330479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11968283261935447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2162279235412479,0.10149389454180142,0.1660619642233263,0.1587187461953845,0.014313981765116534
2012-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.346184982430289,0.0,0.0,0.0,0.018662019554998778,0.0,0.0,0.0,0.0,0.1548371461963318,0.10838578885983585,0.18427098437237024,0.17027005347884003,0.017389025107334245
2012-10-20,0.0,0.0,0.07965780160493698,0.049437928786007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1555068284058851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013308709551376578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21024116437541082,0.16247940989723766,0.14605629831362227,0.1582127742309177,0.02509908483460592
2012-10-21,0.16133231497272169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01140262482339628,0.0,0.03387312945618204,0.0,0.05047949289979634,0.0,0.0,0.0,0.035966281973179214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2183780199690221,0.1954310317287997,0.11756632034503978,0.13667425385367102,0.038896529978191846
2012-10-22,0.10078160030405041,0.0,0.03884571510005466,0.0,0.01264833688772513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025451530424737995,0.0,0.12839819603021632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18184930426841592,0.22338611159594224,0.10645229529616114,0.13988378684620897,0.04230312324648722
2012-10-23,0.07871142742580432,0.0,0.011664351891510391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10855264545769178,0.0,0.05169724360796759,0.0,0.012215463024735888,0.0,0.0,0.0,0.05428676091561264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22370953771548466,0.1779778010512846,0.10908286173837045,0.13805224926156137,0.03404965790997623
2012-10-24,0.22996696193538846,0.0,0.014076337178763316,0.0,0.013451607669676404,0.0,0.0,0.0,0.0,0.0,0.013043897567243978,0.0,0.04019584214719067,0.0,0.0,0.0,0.0,0.0,0.0272475844652523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21297680082066525,0.14259222352008302,0.11223809597686497,0.17381088720560933,0.02039976151326225
2012-10-25,0.15882252848345854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09194845646267998,0.0,0.0,0.0,0.026951473600165934,0.0,0.0,0.0,0.03804105938550522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2056838243446081,0.16933075574890602,0.10630052314968168,0.17761252828857457,0.02530885053641986
2012-10-26,0.08231281678056684,0.0,0.014839835233272541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07104893428054569,0.0,0.05309867179740182,0.0,0.08189285676322801,0.0,0.0,0.0,0.026625679005992955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22318172903509306,0.10137474946120788,0.11850339906482922,0.2110366133524867,0.01608471522537525
2012-10-27,0.0,0.0,0.13315561208795712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011558041813073674,0.0,0.20602653088434553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20064450417379243,0.08703319906651379,0.12533983393554385,0.22576176512156676,0.01048051291720685
2012-10-28,0.0,0.0,0.1936201883397948,0.03603073047469529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022698126583234172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06690177534406949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22362481040262816,0.12650558225454497,0.13427532884660878,0.1804725838233896,0.01587087393103474
2012-10-29,0.0,0.0,0.14208115733840102,0.07122218367992564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02306447714397991,0.0,0.06328260424391864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21554585226965606,0.17883635292033737,0.13226532574688102,0.1539282366553059,0.019773810001594436
2012-10-30,0.0,0.0,0.023370801494880886,0.10095155454006095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1585113057461699,0.0,0.0,0.0,0.0,0.0,0.011145081191893247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2455222992783006,0.16169983800834556,0.11447754488227296,0.16356974620088263,0.02075182865719322
2012-10-31,0.0,0.0,0.025476829614173264,0.10672539936632401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069744592309998,0.0,0.012970214642420206,0.0,0.0,0.0,0.04031744211843442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2429265543840419,0.17050511662946718,0.10703977679350617,0.16284729127536793,0.02421691594526508
2012-11-01,0.02590991397156951,0.0,0.0,0.01120027632812484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2058505996355328,0.0,0.05484230641785857,0.0,0.0,0.0,0.011390050328745523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24539820912982216,0.14601776852002651,0.11841433027254988,0.16247498345723596,0.018501561938534184
2012-11-02,0.03866063038385161,0.0,0.0,0.015195846015684494,0.0,0.0,0.0,0.0,0.0,0.0,0.13357794282238022,0.0,0.07131295159738307,0.0,0.04408776677753303,0.0,0.0,0.0,0.011770243957501555,0.0,0.013586395062525616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24576561465745142,0.10444330370486687,0.13100168517702185,0.1738384043510045,0.016759215492795698
2012-11-03,0.0362370702660675,0.0,0.06337029176777219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02367612233249471,0.0,0.0,0.0,0.0,0.0,0.050289723851898,0.0,0.1289636490957203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20561674585153958,0.2047394923579998,0.10253266014803665,0.16667048407170068,0.01790376025677058
2012-11-04,0.05696683195166028,0.0,0.042987685053712636,0.0,0.01317738837221862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02441478428907233,0.0,0.0,0.0,0.1058837472290483,0.0,0.0826963993555453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22257027242123828,0.1343803371735816,0.11709956605472244,0.18622253388044743,0.013600454218752715
2012-11-05,0.0,0.0,0.012338874576431557,0.0,0.03043976062169869,0.0,0.0,0.0,0.011844340807570714,0.0,0.0,0.0,0.01594338845314697,0.02369966320006363,0.0,0.0,0.0,0.0,0.05130408139544876,0.0,0.17247960623571157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21209544933177663,0.13464182376452064,0.13247566362837995,0.18981408320003482,0.012923264785216104
2012-11-06,0.010798970722884202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3321950562155463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18209416667129733,0.13209930584305726,0.16626173276899178,0.17076165696533688,0.013376367757523634
2012-11-07,0.0,0.0,0.01473950268472162,0.0,0.056388445799891905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2865141589193949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24426779584932332,0.03005628251469814,0.16464498743266867,0.19877264147296528,0.0046161853263361865
2012-11-08,0.0,0.0,0.012323587848362086,0.034840402131082096,0.03559155154347585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14089120783817796,0.0,0.04081796569486091,0.0,0.0,0.0,0.0,0.0,0.024025497185969857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2242053471752606,0.19507729644577462,0.11053964356741484,0.15703846567017538,0.024649034899445792
2012-11-09,0.11232020058488747,0.0,0.02506389012888097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02505528459021124,0.0,0.012063906301701661,0.0,0.10122224358529047,0.0,0.0,0.0,0.0,0.0,0.027226959483413193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18919672113337288,0.22228418182778895,0.10166064564073642,0.15318307218336172,0.038606091254245564
2012-11-10,0.052568048489882446,0.0,0.0893210421517034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10509653964237615,0.0,0.013354195117009028,0.0,0.012953687934596917,0.0,0.0,0.0,0.04022599572920662,0.0,0.037786479213962734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21920385525730204,0.16645108217803548,0.08909260014996434,0.17513197485089324,0.01708148722317609
2012-11-11,0.0,0.0,0.11447266666185633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14130654091111136,0.0,0.05898038598084528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18065365023479366,0.21128871603390306,0.08233288810639795,0.1806263273730545,0.030338824698037822
2012-11-12,0.0,0.0,0.028579059451026873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08559191430361067,0.0,0.24250445065480264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2163492062650626,0.11979341370328168,0.08689600992291514,0.20518357926571817,0.015102366433582197
2012-11-13,0.0,0.0,0.10240177271998559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016488556281398958,0.0,0.0,0.022913183473841938,0.0,0.0,0.0,0.0,0.08996298544245007,0.0,0.12435516494895944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21945872860584126,0.07243088957652023,0.0882730243167326,0.2576162375366983,0.006099457097571582
2012-11-14,0.051259081866242485,0.0,0.04977758002941557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061701192057692034,0.0,0.1908718954654368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18435909555132446,0.11138133394241702,0.10263541027620614,0.23679511724219593,0.011219293569069524
2012-11-15,0.11911516214911844,0.0,0.12167835865712195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03319741104659119,0.0,0.09986879065366133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18458675872792824,0.08389687804517316,0.1336591721681505,0.21623682360307175,0.015451759896180474
2012-11-16,0.07863255854593328,0.0,0.06285090134612407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030882069880274355,0.0,0.0,0.0,0.0,0.0,0.20086998022616773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2126888177856224,0.077689247205195,0.1332680543454031,0.1818956275612855,0.021222743103994596
2012-11-17,0.11149335427873175,0.0,0.0,0.0,0.058677883161130484,0.0,0.0,0.0,0.0,0.0,0.09799011046208002,0.0,0.0617554625574761,0.0,0.028601142703490113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2191321770654515,0.09327246347692032,0.14060238021636573,0.17601508921629547,0.012459936862058535
2012-11-18,0.013666999843597835,0.0,0.0,0.013474647981308395,0.0,0.0,0.0,0.0,0.0,0.0,0.013434485720506735,0.0,0.22277013177630145,0.05068261607817678,0.0,0.0,0.0,0.0,0.012629836697642796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2673895676455083,0.1123064727265462,0.12107675181955625,0.1490607780678276,0.023507711643027607
2012-11-19,0.14202247473399995,0.0,0.0,0.0,0.0,0.0,0.011925220891954899,0.0,0.0,0.0,0.01270076590902059,0.0,0.05345834279286882,0.025264151633827146,0.0518164527483894,0.0,0.0,0.0,0.027829416625767173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2370506387517365,0.1278569646275661,0.10969257674963163,0.17874802086759797,0.021634973667639817
2012-11-20,0.09604632783997764,0.0,0.0,0.0,0.026729260664728693,0.0,0.0,0.0,0.0,0.0,0.014051102055898969,0.0,0.01358573939153037,0.0,0.09914668250701424,0.0,0.0,0.0,0.06884158984269073,0.0,0.020585584855289215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1874979961519992,0.1296582244757009,0.11863404729698017,0.21494280107507682,0.01809306034944636
2012-11-21,0.17224004520047884,0.0,0.0,0.0,0.025760476266071735,0.0,0.0,0.0,0.0,0.0,0.02562297694855095,0.0,0.03827804336318083,0.0,0.039027994906719675,0.0,0.0,0.0,0.01570288535384073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2172048028927879,0.123580960098171,0.12245931883041106,0.19161750991907764,0.028504986220709617
2012-11-22,0.036004733424918604,0.0,0.0,0.0,0.0,0.0,0.036118022638203295,0.0,0.0,0.0,0.03606449119286045,0.0,0.13636330833319704,0.014861592033900408,0.0,0.0,0.0,0.0,0.035234576571937286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22532921395875857,0.16518452222422692,0.11677913588691104,0.16963531726159656,0.028425086473489816
2012-11-23,0.0,0.0,0.13428554447846067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015423193936203927,0.0,0.0,0.0,0.0,0.0,0.03967571203906987,0.0,0.13193219831527753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21864847888561426,0.14057753090599315,0.09640733586777601,0.207267331173098,0.015782674398506565
2012-11-24,0.011957783489635441,0.0,0.132914633619838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07074554476199747,0.0,0.034684847326705875,0.0,0.0,0.0,0.02686194023196289,0.0,0.042377014232980494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22530117988659504,0.1412517263518665,0.09525703022184917,0.2064254285316587,0.01222287134491036
2012-11-25,0.0,0.0,0.21073402241247016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014375658366071804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1345826398855772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25191712640001734,0.04375040333896849,0.11710307302171692,0.22223504494737065,0.005302031627807439
2012-11-26,0.0,0.0,0.048666612511001635,0.028027110003254484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21426933097420278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011039423566514788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24020659473005357,0.17950006236418306,0.09344458824659031,0.1634132596448095,0.021433017959389834
2012-11-27,0.0,0.0,0.0,0.08749143494213196,0.02345563664483812,0.0,0.0,0.0,0.0,0.0,0.014709326235058164,0.0,0.216731490074804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27308091766605924,0.10835248597619423,0.09569080797322845,0.18238478444171968,0.009481487615385241
2012-11-28,0.0,0.0,0.0,0.0,0.04474151678129983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29966550737945497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26974791783377267,0.07537658448364365,0.10764184204299009,0.1946624922436995,0.00816413923513924
2012-11-29,0.056653414664718994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023434912560607552,0.0,0.23495220786180923,0.0,0.0,0.0,0.0,0.0,0.01428124908662127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22577997784451384,0.1241242530603794,0.11642863908853752,0.16277344119965192,0.04157190463316027
2012-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050324110092978824,0.0,0.10547614723458336,0.0,0.15387287581725353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247216462134864,0.13809641357756167,0.1140354885102637,0.1520857979095082,0.03889270472298669
2012-12-01,0.0,0.0,0.0,0.0,0.02356517029384236,0.0,0.0,0.0,0.0,0.0,0.07440311822563714,0.0,0.13981217291740297,0.04783971554996303,0.0,0.01260554766054165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24718153728605652,0.1469406427447627,0.11872820685357562,0.1348582842747898,0.0540656041934282
2012-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07395937012955317,0.0,0.22992237724659811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2423550345196066,0.14563334868815633,0.11577458417789056,0.15792464441964607,0.03443064081854913
2012-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.011681379194784012,0.0,0.0,0.0,0.06230607407980862,0.0,0.1733397335048431,0.024363058118982997,0.0,0.0,0.0,0.0,0.02456030108647399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2356779740708441,0.1619301685744514,0.11380644230953733,0.1366324196195804,0.055702449440694086
2012-12-04,0.12164701490670032,0.0,0.02551220848525429,0.0,0.07278293997444464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683836763317568,0.0,0.038348787004964274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24527082207877227,0.13583685651233487,0.0873851998061167,0.19501301143888114,0.009819483460774651
2012-12-05,0.21901914594965868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014983973554219791,0.0,0.0,0.01155430590427408,0.04298057413471757,0.0,0.0,0.0,0.027626069907341937,0.0,0.01640640164383095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24508522879725655,0.09401661085342879,0.10785341473849593,0.21067916679948603,0.009795107717289652
2012-12-06,0.013951240912176395,0.0,0.0,0.0,0.0,0.012964469157554628,0.0,0.0,0.03853921909979433,0.0,0.0524064675640731,0.0,0.1433672790140836,0.0,0.053917562541539614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24220766375356564,0.10971873179293741,0.11922977253021401,0.1917162147081266,0.021981378925934564
2012-12-07,0.024376973126775798,0.0,0.011844423621674621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18822664547531334,0.0,0.011288587970848099,0.0,0.0,0.0,0.055369429588564355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249432602985989,0.18757010470420785,0.10173547392882774,0.17229463189424618,0.022350469390943085
