datetime,Miami_broken clouds,Miami_drizzle,Miami_few clouds,Miami_fog,Miami_haze,Miami_heavy intensity rain,Miami_light intensity drizzle,Miami_light intensity shower rain,Miami_light rain,Miami_mist,Miami_moderate rain,Miami_overcast clouds,Miami_proximity shower rain,Miami_proximity thunderstorm,Miami_scattered clouds,Miami_shower rain,Miami_sky is clear,Miami_smoke,Miami_squalls,Miami_thunderstorm,Miami_thunderstorm with heavy rain,Miami_thunderstorm with light rain,Miami_thunderstorm with rain,Miami_tornado,Miami_very heavy rain,Miami_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-14,0.03885125160741917,0.0,0.05946753712276598,0.010245320770901612,0.0,0.0,0.0,0.0,0.061486924702703984,0.0,0.012747129482802216,0.0,0.0,0.0,0.11578329091363615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18239915252253902,0.10314969725559066,0.20952646073074946,0.16782249561252385,0.038520739278367834
2012-10-15,0.0753227691124281,0.0,0.05293729131055822,0.0,0.0,0.0,0.01276638377033381,0.0,0.10103241833377101,0.0,0.0,0.0,0.0,0.0,0.051383723050925374,0.0,0.010328111455613164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204975050081174,0.052779233260954767,0.2255959484698462,0.1586241358108255,0.05425493534356984
2012-10-16,0.05278399337522365,0.0,0.02689057179838224,0.0,0.0,0.0,0.013023955281993708,0.0,0.1172168176540266,0.013311953556515635,0.0,0.0,0.0,0.0,0.08146618267254126,0.0,0.012445208655090452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2275956527826425,0.05031785316006946,0.23886206035742574,0.1402664841794519,0.025819266526636894
2012-10-17,0.0,0.0,0.09050537352224676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13837918572136554,0.0,0.07455314594544045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2092608143802445,0.12597376659176157,0.22358689717771893,0.12118145642617295,0.0165593602350493
2012-10-18,0.12844398331814405,0.0,0.0250700428539704,0.0,0.0,0.0,0.02719987932583,0.0,0.03762298099060358,0.0,0.0,0.057444464918906805,0.0,0.0,0.026785822552515662,0.0,0.012954760165319516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22291380062174768,0.07599248923217128,0.23091341140362873,0.13297031400091233,0.021688050616249968
2012-10-19,0.10286795083055106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060422485767520635,0.024695672744704397,0.0,0.07870961532615964,0.0,0.0,0.03664676629539502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22885444263896368,0.0934922338600548,0.21995543502868442,0.13060522171097838,0.02375017579698796
2012-10-20,0.0647298948019399,0.0,0.014028756495777396,0.0,0.0,0.0,0.014927148509335374,0.0,0.023503610678342706,0.05657002413376963,0.0,0.0,0.0,0.014236147883079898,0.06289125717718436,0.0,0.027669939005136413,0.0,0.0,0.011922299102484844,0.0,0.026330377949468742,0.0,0.0,0.0,0.0,0.2434998521568835,0.055345661113348266,0.23121611196666284,0.1378434682457987,0.015285450780787432
2012-10-21,0.06549355583389549,0.0,0.04529452699678682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06410623988966448,0.0,0.11951291883089778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223531833849012,0.11987202640290245,0.20561927580848735,0.1294275077141947,0.027142114674158932
2012-10-22,0.052301141826481816,0.0,0.012649265160082752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013729151680311006,0.0,0.0,0.21819515263079958,0.0,0.013556754511678005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19791331762011008,0.09032174945210318,0.2229728813574514,0.14767632895880076,0.0306842568021814
2012-10-23,0.0,0.0,0.1156361964962744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06835898592005119,0.0,0.13540868943036935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17317689906381825,0.08183114571489168,0.2236819617719534,0.16249691762605978,0.039409203976582
2012-10-24,0.16071867383525415,0.0,0.040894177138654536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09412097456396,0.0,0.02784582371037277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1790296765289995,0.049812623937746485,0.23544422299939607,0.1589343652997156,0.05319946198590091
2012-10-25,0.09173351132238154,0.0,0.0,0.0,0.0,0.02555581599376359,0.0,0.0,0.07878116676418398,0.0392175330432518,0.012483955217824215,0.01029310725436798,0.0,0.0,0.03915944446054853,0.0,0.013740984885529876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2148041038076758,0.05544488592800379,0.22540937211552,0.14246773635818707,0.05090838284876178
2012-10-26,0.013245172383529026,0.0,0.0,0.0,0.0,0.027566650108014748,0.013392829391221184,0.0,0.11582481157353351,0.06632407720004502,0.027546838413078274,0.026562461305597324,0.0,0.0,0.013255718831280497,0.0,0.0,0.0,0.013373897584354215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2527594538395807,0.04872796415410288,0.21596951641258463,0.11565265301518673,0.04979795578789126
2012-10-27,0.045407958830376065,0.0,0.0,0.0,0.0,0.0,0.022316286097491197,0.0,0.14806718519205037,0.022508320956252145,0.011272419904793989,0.022471797952997672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2054805892700922,0.2353048570310108,0.17580988334165995,0.06612344095408798,0.0452372604691876
2012-10-28,0.02341548382277639,0.0,0.10770542821271754,0.0,0.0,0.0,0.0,0.0,0.011527771114594805,0.0,0.0,0.011637551452711893,0.0,0.0,0.11800221723451355,0.0,0.012005906235604063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16643152268032776,0.2309383558339929,0.18751261048239673,0.06997222817016992,0.060850924760194464
2012-10-29,0.023475018582241932,0.0,0.024979775520152323,0.0,0.01147799038873207,0.0,0.0,0.0,0.0,0.02327038780912126,0.0,0.0,0.0,0.0,0.08291799454138514,0.0,0.11839211566103863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17101496531249136,0.22815864294405316,0.18001254156006571,0.09518750186149923,0.041113065819219224
2012-10-30,0.012174462019836978,0.0,0.03560466506479824,0.0,0.01304991726477339,0.0,0.0,0.0,0.0,0.0,0.0,0.024128256269953616,0.0,0.0,0.1740980315981194,0.0,0.03651029884715575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14735845057302027,0.2405493592286706,0.15600560739480687,0.11616940033852241,0.044351551400342505
2012-10-31,0.09229759021061452,0.0,0.09022931667407773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09190707581522917,0.0,0.0387013103843506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1424274375650969,0.21747786011711012,0.1457470376005137,0.1431141438419502,0.03809822779105703
2012-11-01,0.0,0.0,0.13282714949039146,0.0,0.0,0.0,0.0,0.0,0.0,0.01523092914351608,0.0,0.0,0.0,0.0,0.015501649426062568,0.0,0.18029018795969612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19879586744109132,0.09140298081927935,0.1641643543416594,0.18375730620319566,0.018029575175108035
2012-11-02,0.0,0.0,0.10007192616870357,0.0,0.0,0.0,0.0,0.0,0.0,0.0295518438235912,0.0,0.0,0.0,0.0,0.03588491712479408,0.0,0.17442793314947272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21439842660403327,0.06075329362812723,0.18305900580677079,0.18781762741211303,0.014035026282394206
2012-11-03,0.0,0.0,0.08572497186970923,0.0,0.0,0.0,0.0,0.0,0.0,0.022894680758259556,0.0,0.0,0.0,0.0,0.08786934683671095,0.0,0.09306172656642246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1824963851674641,0.17263533878738893,0.17409200761062574,0.1582856896697633,0.022939852733655685
2012-11-04,0.0,0.0,0.1253546457239608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015802882223226056,0.0,0.21179468803588708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1580279330496757,0.07178461080242012,0.19837164640823068,0.20285809672121546,0.016005497035384078
2012-11-05,0.0,0.0,0.04356639587943351,0.014090312170176547,0.0,0.0,0.0,0.0,0.0,0.04388491899396044,0.0,0.0,0.0,0.0,0.0,0.0,0.2346619070730739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20909688086490916,0.05995977527787411,0.19202572524558095,0.18844679816603185,0.014267286328959525
2012-11-06,0.054785996434681995,0.0,0.0,0.0,0.0,0.0,0.012196071127576584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24137593190726803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1578064989489543,0.1642970356403239,0.20187324340714055,0.1433157578568381,0.024349464677216524
2012-11-07,0.11609324676593251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04314905321765756,0.0,0.06364584273726392,0.0,0.0,0.048732579930227025,0.0,0.040410455432554664,0.026834309418099483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20016372043933817,0.0723761325980211,0.2094122940215034,0.1596929774862764,0.01948938795312581
2012-11-08,0.050659707710425356,0.0,0.07537774060610615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03784554715661066,0.0,0.0,0.0464814298213188,0.0,0.08657022077258765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1860567129706287,0.19873897804962815,0.1680502813319645,0.1325289986516164,0.03319510900999934
2012-11-09,0.02843046585334827,0.0,0.029076410224190368,0.0,0.0,0.0,0.012521852828184257,0.0,0.0,0.0,0.0,0.01674127225040084,0.0,0.0,0.0,0.0,0.25358050139203786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15161399159241545,0.19285057325163937,0.14687987711421083,0.1854936645548464,0.02071488883683019
2012-11-10,0.11209491533732725,0.0,0.06251361565122344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06700406947248351,0.0,0.07167267173562221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15051869916571492,0.16349956240085786,0.15616251002441894,0.19163177515649318,0.03744540598633488
2012-11-11,0.1798385340435088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10494469014551211,0.0,0.0,0.0,0.0,0.06985541426093637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13831222094208453,0.04850188776840333,0.20863752780967793,0.23128557290241117,0.04167618895114649
2012-11-12,0.025817039414819703,0.0,0.013903495897699856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01551769085357719,0.0,0.0,0.06644508081898208,0.0,0.20633867500611922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16627884411620703,0.0618413697696393,0.2128190565998274,0.18417608044792658,0.0745758077612362
2012-11-13,0.06293459998777806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024589544843996863,0.024546192536173943,0.0,0.0,0.0,0.0,0.11340093069283846,0.0,0.09763224126509806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19322902655572224,0.060436221561606836,0.21127850420819683,0.20144924435174996,0.05881075063576932
2012-11-14,0.10106668871634394,0.0,0.025949092327145002,0.0,0.0,0.0,0.0,0.0,0.045530474677531706,0.014340854140644068,0.0,0.013420307008735978,0.0,0.0,0.10307957179962056,0.0,0.026627564694668104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2029869031681387,0.056267162093580896,0.21649075240464088,0.19231953298586146,0.03575224651111176
2012-11-15,0.189649556373787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06906445065052251,0.010726114057153943,0.0,0.014543474931461263,0.0,0.0,0.014809296029617551,0.0,0.03230387319517415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21655236092762822,0.08622678611216868,0.20966567469671582,0.18899701335844665,0.021599489899231272
2012-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13481482388351293,0.0,0.0,0.0271787878447326,0.0,0.0,0.01481716880838103,0.0,0.15216786315460498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21167068992399116,0.048502091660005686,0.21289146565514117,0.15912705077195058,0.03883005829767985
2012-11-17,0.09884085568894886,0.0,0.0,0.0,0.010334237983526331,0.0,0.0,0.0,0.05403757646928195,0.03149284924081959,0.012869588135787556,0.01345275976667175,0.0,0.0,0.0,0.0,0.09548681126903591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21750960350027326,0.06481126873074695,0.19709130325287375,0.16290555367871826,0.04116759228331578
2012-11-18,0.09967956938242521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03552030335222115,0.034635113699346166,0.0,0.0,0.0,0.0,0.1310605517924307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21331245106453608,0.11424984400651439,0.17992289732713274,0.16717442286018191,0.024444846515211675
2012-11-19,0.14339083739045871,0.0,0.021405330152085345,0.0,0.0,0.0,0.0,0.0,0.03557875075909909,0.0,0.0,0.0,0.0,0.0,0.10122477192425561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19340276729137348,0.11899412109745455,0.18867414230220778,0.16720632572574043,0.03012295335732498
2012-11-20,0.04539698330961448,0.0,0.08461068172582174,0.0,0.03868957672495691,0.0,0.0,0.0,0.0,0.0,0.0,0.010493158490079138,0.0,0.0,0.07001704964475973,0.0,0.03961462827374891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19852032500130987,0.17369490056158918,0.15476122263883524,0.16597798256200788,0.026495171275664847
2012-11-21,0.01465959469425853,0.0,0.010875027843328729,0.0,0.05948104965795032,0.0,0.01104538078524929,0.0,0.0,0.10768590944205873,0.0,0.07354020450138098,0.0,0.0,0.0,0.0,0.010852162967437554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23342387685213786,0.1678318655812985,0.1303079386741969,0.1526198429784378,0.027677146022264777
2012-11-22,0.0367095848650502,0.0,0.07785925762681806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03353230336813772,0.0,0.0,0.11510404742515562,0.0,0.010934104576837009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18579716049987458,0.2293655356375179,0.14356882584519376,0.13858126974458596,0.028547910410829182
2012-11-23,0.0,0.0,0.06847651627215574,0.0,0.0,0.0,0.0,0.0,0.027712832582193748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19119370821744827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1480704107477657,0.24913404636340974,0.13882264682861814,0.15658501792375318,0.03234402196030263
2012-11-24,0.0,0.0,0.08078248793630928,0.0,0.0,0.0,0.0,0.0,0.04088895312021325,0.0,0.0,0.0,0.0,0.0,0.03455351500062721,0.0,0.12992201386541555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15447060067094742,0.2466099473801949,0.1386746401413637,0.16511808623793708,0.02828858073086
2012-11-25,0.04504262555206493,0.0,0.06770582213320336,0.0,0.0,0.0,0.0,0.0,0.017353934035032888,0.0,0.0,0.0,0.0,0.0,0.044710328859478364,0.0,0.1560853577352195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16449674152793667,0.1489816129858584,0.156525332434445,0.18890433780887717,0.017047937824881093
2012-11-26,0.0,0.0,0.04774547335307137,0.0,0.0,0.0,0.0,0.0,0.0,0.08777001728942824,0.0,0.0,0.0,0.0,0.015171956246140551,0.0,0.18068779988743622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1935698692408635,0.11966600946712064,0.1598746895242058,0.1892714030985423,0.014308193111560716
2012-11-27,0.030166346439640862,0.0,0.015083869650605439,0.0,0.030034271867611817,0.0,0.0,0.0,0.04649156900000074,0.06009415712895433,0.0,0.0,0.0,0.0,0.052328930920715076,0.0,0.11529482730878081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22163095182115464,0.039727405003882395,0.18004242526045897,0.21320779015113567,0.01436670143215549
2012-11-28,0.13669051799778767,0.0,0.025710505274541346,0.0,0.0,0.0,0.0,0.0,0.024866382862324763,0.0,0.0,0.02509262314343151,0.0,0.0,0.07725063090372059,0.0,0.012991501811939482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19990040532183895,0.09627678068872163,0.1820054880370846,0.18841059956979325,0.030804564388816156
2012-11-29,0.0690391763885743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07756627838179589,0.0,0.1119975656679999,0.0,0.0,0.0,0.0,0.05564982910466853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22636719845167153,0.10229663962591795,0.18380970134081612,0.1913936423067816,0.010175868538233102
2012-11-30,0.051854311065737645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07699940704089292,0.013296822966388787,0.0,0.05239150926476397,0.0,0.0,0.013212360935796216,0.0,0.10425750675423724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19977949141597368,0.06459893579283692,0.19501795504100297,0.16534212303006687,0.07157372216796841
2012-12-01,0.10514580775450987,0.0,0.026052226200672424,0.0,0.0,0.0,0.0,0.0,0.11514681136320472,0.012898971352624184,0.026407813125073076,0.02568896113142366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1915516645288047,0.05367071290132953,0.19152564486175502,0.19452148986729276,0.05738989691331006
2012-12-02,0.026315849605498848,0.0,0.0,0.0,0.0,0.0,0.026325039404073436,0.0,0.1586116963399431,0.013138503422664023,0.0,0.03645066164567185,0.0,0.0,0.040214030836707305,0.0,0.013058163054169796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20551483720964558,0.05187102809440609,0.19372615835629795,0.18713928002412172,0.047634752006800285
2012-12-03,0.11521564575046035,0.0,0.027481767253534368,0.0,0.0,0.0,0.02537798131921541,0.0,0.05230878839804104,0.01298423461137358,0.012549476681581073,0.0,0.0,0.0,0.06454118802970064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1925252244568072,0.0560889947249611,0.19509413873100945,0.1955032589542267,0.050329301089089035
2012-12-04,0.026725571166882678,0.0,0.040597966858891214,0.0,0.0,0.0,0.0,0.0,0.03991138199466304,0.05059388030684233,0.0,0.0,0.0,0.0,0.1307566394272705,0.0,0.025619969773033522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1834870060087699,0.06088406960755954,0.19433160310182426,0.20031694170953593,0.04677497004472711
2012-12-05,0.0897499212711688,0.0,0.04450954120535352,0.0,0.0,0.0,0.013396314959190948,0.0,0.09187816565415963,0.0,0.0,0.010940970073014056,0.0,0.0,0.07180772849169913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16061631021821232,0.08573268268618654,0.19088890757032143,0.20647338771193158,0.04069841641785426
2012-12-06,0.1639273702561924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02707084953468299,0.0,0.013091035303950546,0.08131614438700843,0.0,0.0,0.040481358811933266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1924823435802494,0.057821714907224674,0.19858914232644906,0.19504514846620624,0.030174892426103
2012-12-07,0.1938131718440436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05975482560329911,0.02864150532120885,0.0,0.05259014729869687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23048549606716592,0.05823544023655838,0.1985233470121741,0.17227381306537212,0.015285815887612991
2012-12-08,0.07662850100334478,0.0,0.0435110123434439,0.0,0.0,0.0,0.012617122876650047,0.0,0.0907889535393772,0.03937079503513989,0.0,0.0,0.0,0.0,0.06455076566274641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2423640491442705,0.06447702898875533,0.20010536337402204,0.15897708051197923,0.016707829567948595
2012-12-09,0.08918886718835768,0.0,0.07638510520581855,0.0,0.0,0.0,0.0,0.0,0.11568037347546467,0.0,0.0,0.0,0.0,0.0,0.02512043698970995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22003029409969052,0.08938353109956465,0.20127660808946965,0.1430312455181462,0.03990353833377814
2012-12-10,0.07173340337061786,0.0,0.024199523517142735,0.02696830075229994,0.011924663300118701,0.0,0.0,0.0,0.012115918851797828,0.09381903417109894,0.0,0.0,0.0,0.0,0.061622431482862144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25105386712634253,0.06285700531605186,0.20054931458893688,0.16377679395792002,0.019379743564810533
2012-12-11,0.09250385866055673,0.0,0.011999740470040467,0.07807222101950258,0.0,0.0,0.0,0.0,0.011904743561513595,0.04656223557974052,0.0,0.0,0.0,0.0,0.04660373737953135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24630168997829952,0.09519817059801744,0.19256484888960265,0.15011001554930636,0.0281787383138888
2012-12-12,0.17800357772208972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232880957459369,0.011516471161167956,0.0,0.0724728902640026,0.0,0.0,0.01101983451294832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013760950886251072,0.0,0.0,0.0,0.24258597893875597,0.08685946182022038,0.2137420180230022,0.1534848211019265,0.023589147191042884
