datetime,Minneapolis_broken clouds,Minneapolis_drizzle,Minneapolis_few clouds,Minneapolis_fog,Minneapolis_haze,Minneapolis_heavy intensity drizzle,Minneapolis_heavy intensity rain,Minneapolis_heavy snow,Minneapolis_light intensity drizzle,Minneapolis_light intensity shower rain,Minneapolis_light rain,Minneapolis_light rain and snow,Minneapolis_light shower snow,Minneapolis_light snow,Minneapolis_mist,Minneapolis_moderate rain,Minneapolis_overcast clouds,Minneapolis_proximity shower rain,Minneapolis_proximity thunderstorm,Minneapolis_proximity thunderstorm with drizzle,Minneapolis_proximity thunderstorm with rain,Minneapolis_scattered clouds,Minneapolis_shower snow,Minneapolis_sky is clear,Minneapolis_smoke,Minneapolis_snow,Minneapolis_squalls,Minneapolis_thunderstorm,Minneapolis_thunderstorm with heavy rain,Minneapolis_thunderstorm with light drizzle,Minneapolis_thunderstorm with light rain,Minneapolis_thunderstorm with rain,Minneapolis_very heavy rain,Minneapolis_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-12,0.07671631043507675,0.0,0.011344256472930164,0.0,0.0,0.0,0.0,0.0,0.023671890131764284,0.0,0.012497413396455444,0.0,0.0,0.0,0.0,0.0,0.12976144106333284,0.0,0.0,0.0,0.0,0.03318414036256271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0894789203683079,0.21204399067012528,0.17058828035329687,0.15516404487889696,0.0892776002159303
2012-10-13,0.014925179260748845,0.0,0.028133411017645753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07629880257628882,0.0,0.2042500254084457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13055043745590486,0.12232765282828946,0.1690525147560499,0.20408472179190892,0.05581685646538042
2012-10-14,0.013653827611950829,0.0,0.013825768773992107,0.0,0.01188466790216519,0.0,0.0,0.0,0.03944927224466651,0.0,0.012377045583107054,0.0,0.0,0.0,0.07398188779724175,0.0,0.12530997454776294,0.0,0.0,0.0,0.0,0.0,0.0,0.016880860972532514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19406324289491464,0.09382270752444112,0.18867103450693093,0.15394949992060833,0.06213020971968609
2012-10-15,0.0,0.0,0.035023873748715136,0.08557726518021035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10083510177493336,0.0,0.009823842291171503,0.0,0.0,0.0,0.0,0.010598196068767232,0.0,0.04162697397808588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22098671099777542,0.1462505754748646,0.17381672986529262,0.12953614874447933,0.06434014112551921
2012-10-16,0.09103453277009364,0.0,0.09827582511212433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025904220332946204,0.0,0.0,0.0,0.0,0.012543969064579675,0.0,0.08993501847468512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14890870548036558,0.16041043802874774,0.19276575714363056,0.16086456934046547,0.03176602304239216
2012-10-17,0.08926994921185875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026299281274324026,0.0,0.0,0.0,0.0,0.0,0.10800587490442988,0.0,0.0,0.0,0.0,0.015631872788796235,0.0,0.08111391463825558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14974951098794428,0.12078853180730015,0.2217843081876382,0.13191850967519037,0.0554382465242625
2012-10-18,0.012554366778777061,0.0,0.04049921605176881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023509610644830505,0.0,0.0,0.0,0.03953336545000982,0.0,0.13627787615318473,0.0,0.0,0.0,0.0,0.05718755211429704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2047666036636522,0.1218939869233542,0.20253023039907184,0.09346877824364382,0.06777841357740995
2012-10-19,0.0,0.01163287958996428,0.0,0.0,0.0,0.0,0.0,0.0,0.04061544853182094,0.0,0.06183184900630295,0.0,0.0,0.0,0.07489288526541805,0.027212106785699217,0.0988714194632601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24318617318980643,0.12698772957844315,0.18599189623681045,0.09025030990296472,0.03852730244950974
2012-10-20,0.044757403346235104,0.048189595693613994,0.0,0.0,0.0,0.0,0.0,0.0,0.06677897851041648,0.0,0.04236206004230114,0.0,0.0,0.0,0.03045035757444585,0.0415633770058661,0.04366396078314052,0.0,0.0,0.0,0.0,0.014935703308008919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26938781906962067,0.046703826786168016,0.19896238542125674,0.12342565338253719,0.02881887907638929
2012-10-21,0.21632661756927282,0.0,0.026591627471637982,0.014707468213807697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04020022667420039,0.0,0.0,0.0,0.0,0.0,0.0,0.026197628018460112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26021287594955433,0.07171469772693466,0.17986283017866267,0.14716114987392745,0.017024878323541926
2012-10-22,0.09695074177287556,0.0,0.049101794028931556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036059624017725576,0.0,0.035993994477257873,0.0,0.0,0.0,0.0,0.061578430727290634,0.0,0.012647557409972783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007520349375033,0.11933487639424477,0.186693898934985,0.13214659337508686,0.06941728536787906
2012-10-23,0.07611928383322286,0.0,0.045700372921239046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012408099682389553,0.11874072419991616,0.0,0.01276166800399718,0.0,0.0,0.013157173701256153,0.0,0.021610015347887115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19052151762115022,0.09511031602236768,0.1964457179477368,0.15201790672256646,0.06540720399627081
2012-10-24,0.0,0.0,0.0,0.034000978588880085,0.03528571419268275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070023013964288,0.02296001967687113,0.07511218999143998,0.0,0.04598446249243582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23272031090669065,0.08301892086882062,0.19219799745756838,0.1335886235858801,0.07510776827444246
2012-10-25,0.0,0.009691992026646187,0.0,0.024489403093761453,0.0,0.0,0.0,0.0,0.009496751277841466,0.0,0.019648825424921752,0.0,0.0,0.0,0.18657825537625328,0.009798747520917887,0.02191655917591555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24004255362777271,0.12320065382971807,0.18889426490922553,0.13237030390202598,0.03387168983500018
2012-10-26,0.0,0.029330913824441834,0.0,0.0,0.0,0.0,0.0,0.04909720778193415,0.02957222091474072,0.0,0.01930465341754523,0.0,0.0,0.0,0.012626254831606898,0.03864278618037683,0.0506463876829347,0.0,0.0,0.0,0.010133159812709075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026832113526323,0.22016026028604677,0.13085008533469294,0.1121958431130014,0.10320214927369685
2012-10-27,0.022318082093672587,0.0,0.033252544396064405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16602158632716527,0.0,0.0,0.0,0.0,0.0,0.0,0.04751676462709573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1384746323679577,0.20859646412042365,0.13579883177787375,0.16622885656525185,0.08756201407315999
2012-10-28,0.07679625071452024,0.0,0.059258904499302344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08351586976971631,0.0,0.0,0.0,0.0,0.025207492671882114,0.0,0.05486372761227446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15304438121122171,0.17913100743436317,0.14810874368099955,0.19462656400225467,0.044577606054868095
2012-10-29,0.10915275713310281,0.0,0.0,0.0,0.019953293287501374,0.0,0.0,0.01284480709769613,0.0,0.0,0.0,0.0,0.0,0.0,0.014573434008901215,0.0,0.0947619481651862,0.0,0.0,0.0,0.0,0.09964684843698761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17022224564513935,0.07636134439530026,0.17110952352004372,0.22625956625384192,0.026392012761941825
2012-10-30,0.10136029018361659,0.0,0.08146918241743539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09177407497483352,0.0,0.0,0.0,0.0,0.04332454129808038,0.0,0.013175032094139803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145295870464666,0.11816156514160607,0.16978775015503525,0.21130789852250978,0.048559773158854874
2012-10-31,0.027217055566887582,0.0,0.11036645081892447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013565406490650583,0.0,0.0,0.0,0.0,0.07423235722868149,0.0,0.10013370619592177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17717651365087028,0.09140142339524353,0.16637633141793126,0.19690595286649892,0.042624802368390134
2012-11-01,0.0,0.0,0.09839088196764861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2215730204698204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12440423888664483,0.1853523782837878,0.1576714289545757,0.1766722724970339,0.04630279884770918
2012-11-02,0.06443823235153391,0.0,0.0,0.0,0.01727083570798378,0.0,0.0,0.0,0.017271532851832475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09749412927084382,0.0,0.0,0.0,0.0,0.10699091515329769,0.0,0.011096577574831642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13789724263910944,0.16008126076415866,0.17289581066007895,0.16450762535382454,0.05005583767250512
2012-11-03,0.1515956223849403,0.0,0.08598018128946701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05252805807460067,0.0,0.041838172179956425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20056948883826867,0.106722984431678,0.15417857726623826,0.19005344947431668,0.03324759013038966
2012-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013817435450102363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3359065696607546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18179654941966672,0.04971591155307331,0.17963757207897815,0.20885323651338542,0.030272725324039365
2012-11-05,0.014802794298232036,0.0,0.043227142984717894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01535791153468903,0.0,0.0,0.0,0.014619556337419857,0.0,0.1862458439676428,0.0,0.0,0.0,0.0,0.030967611897851605,0.0,0.06021445332504579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21837786107874627,0.042030172162989654,0.18859501036040996,0.2119233044230072,0.019133725353986754
2012-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037795522067452576,0.0,0.051483940324907905,0.0,0.0,0.0,0.0,0.016112170819341857,0.0,0.22289558664416306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2287772928584937,0.0855821815318289,0.1741217735875005,0.1463600140941218,0.04640390527462692
2012-11-07,0.0,0.02203258462175256,0.0,0.0,0.0,0.0,0.0,0.0,0.03267335487957949,0.0,0.010986515830777721,0.0,0.0,0.0,0.11598033899499806,0.021745053645588392,0.053090461277086574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010951480618472982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20868199255860112,0.17349257843173957,0.14542097149076327,0.13313825949437855,0.07180640815626173
2012-11-08,0.012092365196400591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012727757887424274,0.0,0.0,0.0,0.010580829193603841,0.0,0.25221421145613365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19870408437330125,0.1963566120074998,0.15535714683899127,0.1575096981885421,0.045853979102540965
2012-11-09,0.06612465145695953,0.0,0.02468152446921337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030091436948642525,0.0,0.0,0.0,0.0,0.10828944609788438,0.0,0.0780921009805791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18327697916821895,0.15614065055781398,0.16817542068729174,0.1651614700493306,0.06578556437612056
2012-11-10,0.03886307336126507,0.0,0.14612327701750352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012985295532087514,0.0,0.012745428875957192,0.0,0.0,0.0,0.0,0.01297731771659029,0.0,0.09564904548969617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22829462729442487,0.04099768989928071,0.17598979500304968,0.1719540735754234,0.06342037623472159
2012-11-11,0.0,0.02387647742321189,0.0,0.0,0.023419919528992996,0.0,0.0,0.0,0.022959758409914835,0.0,0.04564574287608516,0.0,0.0,0.0,0.0733912092435466,0.011613085176330308,0.07563178823440105,0.0,0.011593700781326379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22587552528309449,0.08179364413529484,0.17443872601597352,0.1320716850776381,0.09768873781418985
2012-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01043724475954883,0.0,0.0,0.0,0.0,0.0,0.0,0.038762411171752824,0.0,0.09819699023895613,0.0,0.0,0.0,0.0,0.0,0.0,0.1420044684530528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20617028158812417,0.18997568748758334,0.16601188188276142,0.09322635524725204,0.08957639276898911
2012-11-13,0.022979240820137654,0.0,0.0,0.0,0.0,0.0,0.0,0.15146985235842406,0.0,0.0,0.0,0.0,0.0,0.0,0.011516499485834816,0.0,0.09178609182898301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17030152055564654,0.20074130865788553,0.10767626702213345,0.14710916562216506,0.09642005364878993
2012-11-14,0.049885674385089396,0.0,0.03411401543737726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02240646716343526,0.0,0.0,0.0,0.0,0.012933224353250172,0.0,0.18155183725903132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1951136967695869,0.14997279202462618,0.12538131014391082,0.19168002035875112,0.04509069947034103
2012-11-15,0.06500514094374633,0.0,0.012199216341829645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16361727112535088,0.0,0.0,0.0,0.0,0.03765750228709535,0.0,0.0381023134344003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17386282954181292,0.11641599769268036,0.1697038103686631,0.19697588900092633,0.04094859839197913
2012-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07101093069598903,0.0,0.0,0.0,0.0,0.0,0.09744052631502702,0.0,0.0,0.0,0.0,0.0,0.0,0.12085538643287792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20645751448853233,0.17977960927014847,0.1561266890721454,0.1264460312000831,0.050485708962218906
2012-11-17,0.0,0.0,0.06829898056367102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07090391282068725,0.0,0.182251342801242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1649678062632479,0.12305191664076208,0.15595168959329533,0.1891202307513329,0.04545412056576151
2012-11-18,0.08550384498290096,0.0,0.05260514954421397,0.0,0.050449185162162326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012088198845433107,0.0,0.0,0.0,0.0,0.013725552703076141,0.0,0.08590297607840407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1737077066309697,0.11497969526632928,0.16515997062734353,0.1910883110875329,0.06202723018125775
2012-11-19,0.025399161508461898,0.0,0.012131260184849132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15352265047949423,0.0,0.0,0.0,0.0,0.08932144728728066,0.0,0.024114610462985228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12948514156386795,0.12707383295204505,0.1897263691557082,0.18014643181967713,0.09065995151294186
2012-11-20,0.16444268611829296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012440850022668941,0.0,0.0,0.0,0.0,0.1302918282252041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14720209897677022,0.12482321194026195,0.19392161714495357,0.17172951232062186,0.055148195251226356
2012-11-21,0.0,0.0,0.07481413788782984,0.08227351768318102,0.014459665643618703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056498593972590355,0.0,0.0,0.0,0.0,0.0,0.0,0.02605937120731795,0.0,0.07769576897679488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19742145660189642,0.10937181097167088,0.18028490856098825,0.1905854514822902,0.023438893112137565
2012-11-22,0.1023630984630377,0.0,0.027966723741545078,0.0,0.012332654357902588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031600890093859496,0.0,0.06906023461511708,0.0,0.0,0.0,0.0,0.02954115714266346,0.0,0.06273878695518788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14707187621201817,0.1458186027461866,0.19779028855184422,0.1790262052143717,0.0498414354857728
2012-11-23,0.16919444378274043,0.0,0.048462207972285294,0.0,0.0,0.0,0.0,0.023546954817554092,0.0,0.0,0.0,0.0,0.0,0.0,0.01012770168673994,0.0,0.0,0.0,0.0,0.0,0.0,0.037305394189959706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1489110515672072,0.1703773807416343,0.18284391783021026,0.125603660886698,0.08983191367360444
2012-11-24,0.0106212016431703,0.0,0.0,0.0,0.020816211915223242,0.0,0.0,0.09410413777974284,0.0,0.0,0.0,0.0,0.0,0.0,0.04119132185562546,0.0,0.04221944065712454,0.0,0.0,0.0,0.0,0.010942019697707646,0.0,0.021421183684549077,0.0,0.010013680782689225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17572754075444863,0.20922009084857787,0.09905424977696058,0.14660987122895644,0.11805904937522416
2012-11-25,0.04805444028296282,0.0,0.0391809796018694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11195938630675606,0.0,0.0,0.0,0.0,0.010923964844951978,0.0,0.09030477610129377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20595095549835582,0.15394160867925863,0.10151196581969874,0.18456637201017748,0.05360555085467534
2012-11-26,0.02689757478354629,0.0,0.0,0.0,0.0,0.0,0.0,0.02483906238668407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2382018510754784,0.0,0.0,0.0,0.0,0.013450270326809755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1700134065389652,0.1872808259838679,0.13266380401698663,0.1530489871270083,0.06068810969977703
2012-11-27,0.022466958155228842,0.0,0.0,0.0,0.0,0.0,0.0,0.04449775900720096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08047575776100908,0.0,0.0,0.0,0.0,0.022009813439829457,0.0,0.10458583495298522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16202193017783875,0.22722184821101887,0.09609489439062353,0.17115911966027644,0.0694660842439888
2012-11-28,0.09139792216101605,0.0,0.02551807343664887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04892659099069574,0.0,0.0,0.0,0.0,0.05026634459027853,0.0,0.09643487661830152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17989173495082633,0.15153976636192074,0.11808376866713031,0.19451009224413532,0.04343082997904657
2012-11-29,0.06583503915603696,0.0,0.03941337217891865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11102715913992152,0.0,0.0,0.0,0.0,0.012117046870023252,0.0,0.05914155511716202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19308362723844816,0.20851950801639643,0.12542915509324673,0.17798143676411146,0.03963270496547617
