datetime,Tel Aviv District_broken clouds,Tel Aviv District_drizzle,Tel Aviv District_dust,Tel Aviv District_few clouds,Tel Aviv District_fog,Tel Aviv District_haze,Tel Aviv District_heavy intensity rain,Tel Aviv District_heavy intensity shower rain,Tel Aviv District_light intensity drizzle,Tel Aviv District_light intensity shower rain,Tel Aviv District_light rain,Tel Aviv District_mist,Tel Aviv District_moderate rain,Tel Aviv District_overcast clouds,Tel Aviv District_proximity thunderstorm,Tel Aviv District_ragged shower rain,Tel Aviv District_scattered clouds,Tel Aviv District_shower rain,Tel Aviv District_sky is clear,Tel Aviv District_smoke,Tel Aviv District_snow,Tel Aviv District_thunderstorm,Tel Aviv District_thunderstorm with heavy rain,Tel Aviv District_thunderstorm with light rain,Tel Aviv District_thunderstorm with rain,Tel Aviv District_very heavy rain,Tel Aviv District_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012381504323205228,0.0,0.26571349648301035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17614784292442617,0.16469300214612484,0.14932451538495137,0.21455599445031237,0.017183644287969705
2012-10-15,0.03619627466910084,0.0,0.0,0.08064245624794163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023077058095904057,0.0,0.1458996906348661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1909517065501977,0.13255536536455506,0.15575739638791922,0.22104452188663945,0.013875530162875955
2012-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2747493211288641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18966407404389185,0.15573525177122174,0.15010662067072408,0.21418751505370948,0.015557217331588756
2012-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29458556018429066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18890434616209353,0.13372385907831744,0.1685003269032873,0.23033885347736952,0.01543111188832378
2012-10-18,0.025518519121151394,0.0,0.0,0.014037316764466498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03168116648629529,0.0,0.0,0.0,0.0,0.05200301569977716,0.0,0.18618405099505234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20824249249989804,0.15983099421346383,0.17360961636210923,0.23753727716063375,0.0154767969471015
2012-10-19,0.0269214136641279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289944385715782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1927515659881575,0.14954650804868713,0.17467359676677208,0.23841997288640324,0.016087024674642285
2012-10-20,0.014538359310792807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3143382866698862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203298729180044,0.1367292071155897,0.17651655428528726,0.24547402116605602,0.010754206862366035
2012-10-21,0.0,0.0,0.0,0.06513809250691367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618071226016156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21036733309139943,0.047766502152951675,0.17375962427408517,0.23951343502923184,0.001647890343802607
2012-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31591233022013276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20234750404906202,0.15324366315989366,0.16622013115332804,0.23445424205304397,0.012133589384982093
2012-10-23,0.0,0.0,0.0,0.05736245764804637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053494002499202,0.0,0.2152269004322188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20570475019478046,0.1714866998444282,0.17270458811686942,0.2454294348401688,0.015727666554139628
2012-10-24,0.0,0.0,0.0,0.06724180451707586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06012114233608609,0.0,0.18418070404254075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19221273864273766,0.15013395819482614,0.16607253493666593,0.23873775149163792,0.013379142829456216
2012-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3184777651965715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20988044452026497,0.2042391792040258,0.1616296362821568,0.23821391792714364,0.01622437173835826
2012-10-26,0.036917872082777164,0.0,0.0,0.13799513074673422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06425880738382858,0.0,0.06629166916863,0.0,0.0,0.0,0.0,0.0,0.013619480575440749,0.0,0.0,0.19288678743698665,0.1609570660718699,0.16394705875945256,0.2372544018537283,0.022315119639045203
2012-10-27,0.010843447435684743,0.0,0.0,0.053773316311998866,0.0,0.0,0.0,0.0,0.0,0.0,0.04788737700784638,0.0,0.0,0.0,0.0,0.0,0.11044762413365276,0.0,0.06804546176494938,0.0,0.0,0.03858648425541164,0.0,0.0,0.0,0.0,0.0,0.1943794647062468,0.15350942790053315,0.15413443076545205,0.24723320617019054,0.01834949190115708
2012-10-28,0.03108873607792502,0.0,0.0,0.10076494107907008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1087139555286279,0.0,0.10343263375102192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22424693566393863,0.13932512595051155,0.16674463784881197,0.26191291219143537,0.01326807901795002
2012-10-29,0.0,0.0,0.0,0.039083455861103594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29397131378137037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16756453639698513,0.13376044815847,0.1643943244215176,0.2624620166813492,0.015564317214488988
2012-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3405910701691112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15813341802473052,0.12839161694296147,0.17039497700995487,0.2581391073102107,0.01023873472000229
2012-10-31,0.0,0.0,0.0,0.013275675378033112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3041104121925712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18505590428685983,0.1633021213595385,0.1629387970349384,0.23741667486733023,0.011007041666920361
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3332236893277299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20313420767482904,0.15222473067731426,0.1656689197028118,0.2535237261128392,0.010719680981459416
2012-11-02,0.0,0.0,0.0,0.012903092836347834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01413906522310729,0.0,0.3125468258779969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1782763500216122,0.11458517309125586,0.18426424577794306,0.25666745245049455,0.008327788481147798
2012-11-03,0.042913095199595026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025784580762365002,0.0,0.0,0.0,0.0,0.015754807455984118,0.0,0.23828148495786175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18415695455389477,0.15065120988802713,0.1754268689789745,0.24380182879280266,0.01530764668744243
2012-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3241215009431258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1474299516790238,0.1477627373107549,0.17747802078789476,0.24773266875306946,0.016904267059057825
2012-11-05,0.0,0.0,0.0,0.02891703076295753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3073153767993729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15908668904529383,0.1409652930007033,0.17478606010908368,0.24944620098949755,0.012398081772184264
2012-11-06,0.017055183318635075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01743010596338175,0.0,0.3348641542508128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14683398984081222,0.06747877524214317,0.19451163957120363,0.22650364081693372,0.007558676816145378
2012-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012789886345083544,0.0,0.3028229739492481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18176677920538953,0.14710250019987242,0.16701519251432775,0.24344538816504033,0.013219821823059379
2012-11-08,0.013576969043542155,0.0,0.0,0.04661340172050765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06123597418310927,0.0,0.1864313032580359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2124440156823755,0.14877733892080425,0.15534710583717373,0.24152781041844584,0.013712586816896537
2012-11-09,0.02618715747999741,0.0,0.0,0.13127332410143752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034278966264614505,0.0,0.09805227709144798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20460100527462288,0.13250140197822705,0.14431312676334593,0.21866784293170047,0.01012489811460625
2012-11-10,0.07036741030217339,0.0,0.0,0.03712725371209242,0.0,0.0,0.0,0.0,0.0,0.0,0.03422976013828057,0.0,0.011561720445517634,0.0,0.0,0.0,0.06958601735483681,0.034521992740563036,0.023675025532543126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20956300356966365,0.14407025041609253,0.13117138431931713,0.2064323177095785,0.027693863759341176
2012-11-11,0.2115950375815108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025934139429109496,0.0,0.02382983345110634,0.0,0.0,0.0,0.01179472098226562,0.0,0.01274504920696106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20220656570965265,0.14875013869898232,0.12534346998219723,0.21360039447940526,0.033100666915451105
2012-11-12,0.060581844182788065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04806025506569133,0.0,0.0,0.0,0.0,0.0,0.036549882963564456,0.0,0.13401056680348414,0.0,0.0,0.0,0.0,0.012218369434181262,0.0,0.0,0.0,0.20727283343925476,0.15470193136382934,0.11789421376519278,0.19383315682594224,0.0348769461560716
2012-11-13,0.09724409054964438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0577950267189723,0.0,0.014056725280498302,0.0,0.0,0.0,0.07472238099988644,0.01271860254837884,0.03652457255132598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23220844369528273,0.12137957729830273,0.11651946809910592,0.22605098832716522,0.01078012393143711
2012-11-14,0.0,0.0,0.0,0.14063425875965754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09943998681797411,0.0,0.04749230792256028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2158407654390889,0.141362639975502,0.1204089621978555,0.22476063768460283,0.01006044120275885
2012-11-15,0.05635496489792674,0.0,0.0,0.06516614620804247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04640635526489236,0.0,0.124455759385888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22327409186463307,0.11472409526937033,0.1285714810336713,0.23153664982938985,0.009510456246185866
2012-11-16,0.062129744946183944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3055809226817391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184505363396837,0.04653753743201156,0.15993221732632346,0.22820256348774948,0.013111650729155433
2012-11-17,0.1087270536558219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07787807833157921,0.0,0.0,0.01537500956965459,0.0,0.15754316527145784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10251830682941555,0.0922260343857018,0.1745142922310233,0.2391494336219814,0.03206862610336437
2012-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014275195594315828,0.0,0.0,0.04814403288372316,0.0,0.0,0.015119655789353882,0.0,0.26602649455748656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12487229810156099,0.09171399167185633,0.17435041373149543,0.24570508702410018,0.019792830646107658
2012-11-19,0.0,0.0,0.0,0.013529197133984976,0.0,0.0,0.0,0.0,0.0,0.0,0.15375546802822687,0.0,0.0,0.0,0.0,0.0,0.023795715080147235,0.0,0.10876079677893842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19001108366417285,0.16779540068034604,0.13454811128988736,0.19791470151152238,0.009889525832773865
2012-11-20,0.023373660773806842,0.0,0.0,0.026656421226742954,0.0,0.0,0.0,0.0,0.0,0.0,0.04838426928003639,0.0,0.0,0.0,0.0,0.0,0.08146570085611611,0.0,0.11693204454273572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20965937616239358,0.13034994298964578,0.1312555010938403,0.21993652166353242,0.011986561411149906
2012-11-21,0.0,0.0,0.0,0.032572830642052075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27561747281869853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21207911172295224,0.11152268531596142,0.12857919831590064,0.22930708337360092,0.01032161781083414
2012-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07562277868354263,0.0,0.22810937030262488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19856295460739948,0.14808819343548524,0.12480399472122718,0.21529337323309108,0.009519335016629523
2012-11-23,0.02222472970261488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023658737060170354,0.0,0.0,0.0,0.01299222602019704,0.0,0.07364797919339346,0.01092580996236884,0.14073652321249266,0.0,0.0,0.01105175877467418,0.0,0.0,0.0,0.0,0.0,0.21113089317655695,0.13860599085211975,0.12423060044939009,0.21639063385544866,0.014404117740573133
2012-11-24,0.07679845798617141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0680561689004894,0.0,0.011689939934962845,0.0,0.0,0.0,0.08799567695146149,0.0,0.011992409008772626,0.0,0.0,0.013087608478332548,0.0,0.011742184664354597,0.01191302205110511,0.0,0.0,0.2438778749413952,0.1268889883713143,0.11489661448323661,0.21662692525558488,0.022486372744117727
2012-11-25,0.09687827881938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036876832512613596,0.0,0.011751683557536063,0.02529707574031434,0.0,0.0,0.11065680816749003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21273818548018233,0.16216274465405903,0.11600645022708776,0.2157690230547462,0.011862917786590621
2012-11-26,0.03668398494970595,0.0,0.0,0.012653426725075767,0.0,0.0,0.0,0.0,0.0,0.0,0.023393672333484383,0.0,0.0,0.023420969241841144,0.0,0.0,0.0973246826634852,0.0,0.07838066611455145,0.0,0.0,0.024755111731885725,0.0,0.0,0.0,0.0,0.0,0.22480924669239463,0.12417002156357955,0.11513613194014621,0.22767937447624997,0.011592711567600047
2012-11-27,0.0,0.0,0.0,0.07327871786386259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07380507562582449,0.0,0.15487123869072053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2327293827876695,0.11214328179366724,0.11214320100452822,0.2316088318318038,0.009420270401923649
2012-11-28,0.027338506674392304,0.0,0.0,0.011858921876070882,0.0,0.0,0.0,0.0,0.0,0.0,0.038448040298393195,0.0,0.0,0.0,0.0,0.0,0.027274322201216675,0.0,0.207132817010693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2370128935193768,0.07675293809734761,0.11878049259245059,0.24695863266522924,0.00844243506482969
2012-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3296703593131799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19214815419272732,0.08519647715609664,0.13047473054385428,0.2545253767588847,0.00798490203525711
2012-11-30,0.03198417170526211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08355873907084711,0.0,0.25268214820804086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508960749831886,0.0867737103487793,0.14248109064577547,0.2380779359687807,0.013546129069325839
2012-12-01,0.0,0.0,0.0,0.012868801028207115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024721024805681165,0.0,0.2918254937586277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1882152017995744,0.09522904682658401,0.1277222600705726,0.25125758448831276,0.008160587222440252
2012-12-02,0.0,0.0,0.0,0.03323966608939965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28843882240213947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1840644992764685,0.09765579585358042,0.13573142857596143,0.2503849623867302,0.010484825415720345
2012-12-03,0.0,0.0,0.0,0.07118326088908962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23885740700573277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2059905315989172,0.1058665266332426,0.1270190537457735,0.24166535884478016,0.00941786128246418
2012-12-04,0.013406916302907303,0.0,0.0,0.013048894477453594,0.0,0.0,0.0,0.0,0.0,0.0,0.022708842967049322,0.0,0.0,0.0,0.0,0.0,0.013099637709382697,0.0,0.23825543035777552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2174513267481569,0.11579926852073212,0.12457497775471697,0.22783694863429108,0.013817756527534484
2012-12-05,0.1837807099852601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032865393167003036,0.0,0.0,0.0,0.0,0.0,0.0,0.011137683096569602,0.048871574154009695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18978977986597367,0.18564637307319587,0.1183886217591702,0.19974075663818835,0.029779108260629423
2012-12-06,0.15544778999132994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03736968518702364,0.0,0.0,0.03646170459813687,0.0,0.0,0.04859178304040987,0.0,0.011676742040730255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18529441838318242,0.17823772962327267,0.11192322519032354,0.2119774190017583,0.023019502943832485
2012-12-07,0.14463151504500968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011800731050605176,0.0,0.0,0.0,0.0,0.0,0.06062761288067143,0.0,0.07655292249715921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20181404633504885,0.14321222818702636,0.11238278441138931,0.2231070104807771,0.02587114911231284
2012-12-08,0.07155239685433407,0.0,0.0,0.049171370689079084,0.0,0.0,0.0,0.0,0.0,0.0,0.011565208424565392,0.0,0.0,0.0,0.0,0.0,0.12393099192631234,0.0,0.03899626233248982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1767422740882496,0.15515961448828414,0.11684739871899567,0.2270723927731173,0.02896208970457261
2012-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1607320109611426,0.0,0.0,0.01417937455481906,0.0,0.0,0.0,0.0,0.12832865691481352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21920697661624758,0.17055176923275162,0.1065550752990227,0.18733447477084678,0.013111661650356167
2012-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3061090748488779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19565400791014764,0.13489079988161837,0.1192471438165883,0.23604704044139443,0.00805193310137335
2012-12-11,0.09595464805356065,0.0,0.0,0.0869007574457038,0.0,0.0,0.0,0.0,0.0,0.0,0.022695989568894414,0.0,0.0,0.0,0.0,0.0,0.035553533046865655,0.0,0.052855941033408106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17549912076390362,0.1605575309019496,0.11330812392785918,0.21751829083128846,0.03915606442656652
2012-12-12,0.0752756250267665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10948494737557407,0.012078845470787162,0.0,0.01190641635996994,0.0,0.0,0.08236123815427837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21075205455354706,0.16588263914956533,0.09826465006137519,0.2138079748570684,0.028966944597465735
2012-12-13,0.025185209616389304,0.0,0.0,0.0521771965776577,0.0,0.0,0.0,0.0,0.0,0.0,0.012828791775404203,0.0,0.011830545950435754,0.0,0.0,0.0,0.051534207544400544,0.0,0.14718869421692227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2153571416405302,0.12292333523018456,0.11113674127909791,0.23874079429288786,0.011097341876089723
