datetime,Atlanta_broken clouds,Atlanta_drizzle,Atlanta_few clouds,Atlanta_fog,Atlanta_haze,Atlanta_heavy intensity drizzle,Atlanta_heavy intensity rain,Atlanta_heavy snow,Atlanta_light intensity drizzle,Atlanta_light intensity shower rain,Atlanta_light rain,Atlanta_light shower snow,Atlanta_light snow,Atlanta_mist,Atlanta_moderate rain,Atlanta_overcast clouds,Atlanta_proximity thunderstorm,Atlanta_proximity thunderstorm with rain,Atlanta_scattered clouds,Atlanta_sky is clear,Atlanta_smoke,Atlanta_snow,Atlanta_squalls,Atlanta_thunderstorm,Atlanta_thunderstorm with drizzle,Atlanta_thunderstorm with heavy rain,Atlanta_thunderstorm with light drizzle,Atlanta_thunderstorm with light rain,Atlanta_thunderstorm with rain,Atlanta_very heavy rain,Atlanta_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07374030149413548,0.0,0.0,0.0,0.2867550845297005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16849304772571888,0.10811876900385546,0.17602409290728252,0.17257917251164157,0.021310075482903895
2012-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34721210408318276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20722246575851902,0.06653765986931234,0.19424036948373116,0.17622096019813668,0.008566440607118034
2012-11-05,0.0,0.0,0.01467546846347683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022519061475644846,0.0,0.0,0.0,0.0,0.021405203450620885,0.0,0.0,0.02486813375655925,0.2241019449371633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22636434633691216,0.12223800307488854,0.18013347460997653,0.14323547832474287,0.020458885570014792
2012-11-06,0.0,0.0,0.014202669220418263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31940372725781047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19220518088876457,0.1737192455133257,0.17911939532353213,0.10300330303469661,0.042372126372547884
2012-11-07,0.0,0.0,0.016318482580817598,0.0,0.0,0.0,0.013065284034766358,0.0,0.01351389404668927,0.0,0.028988084800908174,0.0,0.0,0.07934293061081298,0.029653743710706226,0.13351609690654162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013233197712953974,0.01331136874866471,0.0,0.0,0.2751137728591428,0.034362787908987766,0.15541390058400775,0.15843675649277375,0.03572969900222701
2012-11-08,0.01513419994386167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037528065746788374,0.0,0.05238452885603027,0.0,0.0,0.12793236967599256,0.012861753555761359,0.07841428569348675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2854654910414969,0.09099176643999111,0.1377949168245197,0.14742515925400904,0.014067462968062218
2012-11-09,0.0,0.0,0.022367664807395642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10333030823046162,0.0,0.0,0.0,0.0,0.011025259850202479,0.16580616516118785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2263448256795281,0.16006868042163386,0.12500886033009934,0.16192016724286573,0.024128068276625367
2012-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14643000726280886,0.0,0.0,0.0,0.0,0.0,0.2187161361014759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24381836094811266,0.048134191899743294,0.15898674724018097,0.21599068071249825,0.008560269326532232
2012-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050064059020936434,0.0,0.0,0.0,0.0,0.0,0.3152156311937568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21727038605542973,0.06936212739115083,0.1669830991253777,0.2203746078213169,0.006253438300736672
2012-11-12,0.024678966617619275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061544834232770664,0.0,0.0,0.0,0.24517370231908822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19651575380331396,0.11515150914675615,0.1759444250764464,0.16220057711828556,0.04049510285404829
2012-11-13,0.047471072650916345,0.0,0.013933755732056482,0.0,0.0,0.0,0.011530801210719428,0.0,0.011567150077154024,0.0,0.021551926571016938,0.0,0.0,0.08084092609013589,0.0,0.0,0.0,0.0,0.0,0.09821570240276828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23176542731948316,0.11275738267606561,0.16227844514888598,0.1747881079474882,0.03329930217330968
2012-11-14,0.010719389610446668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010232392008274279,0.0,0.010113894202871244,0.0,0.0,0.024300441371062857,0.0,0.045933264515414136,0.0,0.0,0.0,0.1751110943547203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18331483149426403,0.22855642627429196,0.11584844326920563,0.1723006090630527,0.046483567773179135
2012-11-15,0.030101270129382046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10239603421127136,0.0,0.0,0.030583143912662054,0.1813802094675264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19361420196774487,0.08402716748971462,0.1377117391581861,0.21951744833884146,0.05293781898596193
