datetime,Philadelphia_broken clouds,Philadelphia_drizzle,Philadelphia_few clouds,Philadelphia_fog,Philadelphia_freezing rain,Philadelphia_haze,Philadelphia_heavy intensity drizzle,Philadelphia_heavy intensity rain,Philadelphia_heavy snow,Philadelphia_light intensity drizzle,Philadelphia_light intensity shower rain,Philadelphia_light rain,Philadelphia_light rain and snow,Philadelphia_light snow,Philadelphia_mist,Philadelphia_moderate rain,Philadelphia_overcast clouds,Philadelphia_proximity thunderstorm,Philadelphia_scattered clouds,Philadelphia_shower rain,Philadelphia_sky is clear,Philadelphia_smoke,Philadelphia_snow,Philadelphia_squalls,Philadelphia_thunderstorm,Philadelphia_thunderstorm with heavy rain,Philadelphia_thunderstorm with light rain,Philadelphia_thunderstorm with rain,Philadelphia_very heavy rain,Philadelphia_volcanic ash,Philadelphia_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-12,0.0,0.0,0.05500471831741969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01128175993408234,0.0,0.021122898816145447,0.0,0.1807755773632241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10422906236277013,0.21109279844495885,0.15777875947876183,0.22460258144850506,0.03845472143258135
2012-10-13,0.08577045241581882,0.0,0.03262987824008582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021427414548556945,0.0,0.0,0.0,0.021813800210735174,0.0,0.10856413554219496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14540629821968398,0.17504822987017266,0.15202195126637466,0.22613065533943666,0.031187184346940313
2012-10-14,0.0,0.0,0.1569214876762052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010795634008414162,0.0,0.0,0.0,0.0,0.0,0.0,0.013706800043380004,0.0,0.12166507960850342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11156313114719962,0.14000904674196804,0.15475825249591066,0.26755189145180786,0.027677140624411057
2012-10-15,0.09049533392742705,0.0,0.03415247717648063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0326891264835091,0.0,0.06574036696199756,0.0,0.048476798340873435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15656581670051584,0.15327501615089825,0.16986649229903963,0.2300074287850334,0.03177829456593474
2012-10-16,0.021407195263962602,0.0,0.022001898071703274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07168750816795426,0.0,0.0,0.0,0.0,0.08402065056237011,0.0,0.05413123231314267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18356754347810675,0.14652822990017625,0.17664956343977692,0.2005075815851937,0.0394985972176135
2012-10-17,0.03441337121372928,0.0,0.04294256290987661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020689753874305588,0.0,0.0,0.0,0.0,0.020267533956146135,0.0,0.06622287223643207,0.0,0.08016656369240606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15360352904314015,0.18617296247380158,0.16254617876442462,0.20820319689779265,0.024771474937945213
2012-10-18,0.058362120103633786,0.0,0.03845487840952798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011821663819117657,0.0,0.040235282433999285,0.0,0.14932468630132822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17876783850635927,0.10558299949995997,0.16615973048353389,0.24213248405561502,0.009158316386924917
2012-10-19,0.03608766054645677,0.0,0.07393125074858621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011974181299337581,0.0,0.023014739402584198,0.0,0.07159779299405461,0.0,0.07629253695097635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1957289655208062,0.07394063829256368,0.17700021844967287,0.23839438621950984,0.022037629575451686
2012-10-20,0.03365752589886687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06463487647685924,0.0,0.0,0.042047796472515254,0.01011630541722343,0.08771713840354463,0.0,0.021738506511273056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21781921272593116,0.10142766671800528,0.18595888591012746,0.20430999248937834,0.030572092976275275
2012-10-21,0.04642448956392209,0.0,0.060590944324633196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020922193612727024,0.0,0.011392021081271499,0.0,0.1009275392953763,0.0,0.03735842115690942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2039624510784668,0.1053576688126142,0.17945522007922354,0.21501749391944866,0.018591557075407276
2012-10-22,0.011356255025067213,0.0,0.09881376528760395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022066361585623983,0.0,0.13229035248488563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1336943422688273,0.20436321774725075,0.15854617699748427,0.21401090589840419,0.030429220299387192
2012-10-23,0.0,0.0,0.03326610733936763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03318694816841796,0.0,0.1981313229060434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12895420966032858,0.19715159621149403,0.16022620476598606,0.22029345494510177,0.028790156003260587
2012-10-24,0.08189783616576174,0.0,0.04359152487634243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013572450691880343,0.0,0.0,0.0,0.0,0.08817912291735643,0.0,0.048424425567132744,0.0,0.01249782849920189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19084762994842522,0.10129033054859173,0.17991857779857634,0.23966319340761869,0.008069064160296865
2012-10-25,0.08495992177435817,0.0,0.06007490132332612,0.0,0.0,0.011351839312186926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09596825500527938,0.0,0.012388399160433898,0.0,0.0,0.0,0.02565544420274209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22085679171337583,0.03958783570013243,0.19495104490161705,0.24140911258209916,0.012796454324448968
2012-10-26,0.0,0.0,0.011520555995430769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12630592425445486,0.0,0.13802288561977769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23143389020167357,0.05867999544763831,0.18264908229492605,0.2337471607936249,0.017640505392473887
2012-10-27,0.011433158489982304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01194007655037938,0.0,0.24648165028539984,0.0,0.0,0.0,0.015004745524317865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21845532820693928,0.0533741571214185,0.19301971255716185,0.2404389791162496,0.01895449749010718
2012-10-28,0.047214751354971794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24011333645437025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20146888810576333,0.05713383573367811,0.19438488855956712,0.23533564114985958,0.02434865864178989
2012-10-29,0.012827202014354111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061757342915192165,0.0,0.0,0.0236795117621552,0.011715910220363723,0.1614532493462,0.0,0.0,0.0,0.025556594361825724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20193359291509158,0.033262150951715246,0.18525747168204312,0.2344850508561094,0.048071922974949714
2012-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034440628359197235,0.0,0.0,0.0,0.07855477734035689,0.0,0.0,0.0910793853304704,0.009552929388288764,0.04880890583124977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21440868091330478,0.09429092916466576,0.1594480655601951,0.18370710373543783,0.08570859437683341
2012-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14783368190652096,0.0,0.0,0.06647359120654932,0.015040489187396063,0.011677520964527002,0.0,0.0,0.0,0.06081334121765251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22884442129383006,0.11666290939965836,0.16480147160173758,0.20491398846008393,0.05922005852665426
2012-11-01,0.056068804533159766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011383422608195056,0.0,0.03399423758309488,0.0,0.0,0.0,0.0,0.14583140080012,0.0,0.0,0.0,0.031079782469802742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19301336174722428,0.16019358873179004,0.142716273469838,0.20853835901895598,0.033265215850087966
2012-11-02,0.14638265646797607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11074481362925694,0.0,0.0,0.0,0.01367820476665007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1628332738686629,0.19003963000677374,0.14226631055713926,0.20652023371240824,0.03431959673566045
2012-11-03,0.057144617709567996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1889626300752517,0.0,0.011043208253708693,0.0,0.010921735119184817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1536126441983769,0.20050330077949438,0.14374315620014713,0.2070961208869527,0.039773640460513814
2012-11-04,0.05474353636322249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010235100312267525,0.0,0.0,0.0,0.0,0.16970889162194625,0.0,0.023931720844057258,0.0,0.012784047722721086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12866485664383012,0.22328604295375118,0.13989472747113238,0.21761281623424886,0.040582402606794625
2012-11-05,0.02225192252616549,0.0,0.02258665452862652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11791199884407368,0.0,0.0,0.0,0.11781881331658911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138307460112904,0.2176007768021747,0.13788436329281303,0.22918181520035238,0.02527024956648941
2012-11-06,0.021462095077736183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05442013032793094,0.0,0.0,0.0,0.180667478143649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15537495467045195,0.23251430511584603,0.12073415837504757,0.2075803010889705,0.027246577200367838
2012-11-07,0.08337025315010367,0.0,0.024636198397870884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06974704076151061,0.0,0.04567402758039263,0.0,0.09575006334358395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14526509054908376,0.11107145383895978,0.1363126865017189,0.26921095428920283,0.031067655799996624
2012-11-08,0.05582515144198578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04902157815658853,0.0,0.0,0.01364623238843845,0.0,0.0,0.031762876091525255,0.0,0.15107882440322765,0.0,0.0,0.0,0.013939787299150476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1741952841816995,0.08695847366374722,0.1375714665358103,0.25617999800514996,0.05159473835538938
2012-11-09,0.022769344085937466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010694440053500386,0.0,0.0,0.0,0.0,0.0,0.08091696382887872,0.0,0.055882106875505905,0.0,0.04530136432608972,0.0,0.057406590275916713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10084058663862017,0.2536618298278454,0.13037049572880016,0.21655263452559315,0.046612099383024776
2012-11-10,0.0,0.0,0.011684958266518039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26441458182372873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401354402366971,0.23657306903834915,0.13788849130081068,0.22814155895034238,0.03511825859855379
2012-11-11,0.07767920008348887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028482266216038277,0.0,0.01356382938221791,0.0,0.21367349882775197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21120294144308982,0.035526894933330715,0.1670010163608134,0.2857423179594022,0.002328525034381835
2012-11-12,0.024702374891077305,0.0,0.024817717689231477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2346557697347896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18106377470965454,0.11905864294415197,0.16957564610596806,0.23976198970961107,0.013908408161751594
2012-11-13,0.045849053744443445,0.0,0.0,0.08507865814605799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03851991011444573,0.0,0.0,0.0,0.033869130901725525,0.0,0.08366381328586488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21308166077572935,0.07731876387262694,0.17429992350467996,0.25110084297383684,0.014975047745233455
2012-11-14,0.02064683362077738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02281653212345358,0.0,0.0,0.03878896475147339,0.0098250398566596,0.10187720273243887,0.0,0.03326122897573505,0.0,0.027684837322346733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18998584907753693,0.18292854979606502,0.14726054852023887,0.2180920714751944,0.030580572882772286
2012-11-15,0.024422471042999244,0.0,0.01034404970299802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06641597380021415,0.0,0.18109902098998845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14197876470071227,0.16109437807035304,0.13256401042400076,0.2500310436083569,0.03205028766037719
2012-11-16,0.0,0.0,0.013331924789865212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22416982682937225,0.0,0.025964299038960026,0.0,0.06014499184500385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2119811963144186,0.03255484833200722,0.14966673406157943,0.26543199519224553,0.025586733442982013
2012-11-17,0.11167669246627465,0.0,0.011189940717499859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1326919314426084,0.0,0.011011049627454998,0.0,0.03222602827226128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16435520471970963,0.12649157511423645,0.14528178080577073,0.250573892118984,0.021350038245187903
2012-11-18,0.0,0.0,0.041757667400231534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25785566956811384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13699649918579232,0.12540144478503942,0.1435742074189021,0.2676867842757376,0.03243591483225792
2012-11-19,0.25691347366068046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010177613305052602,0.0,0.0,0.0,0.043931058512026694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19898119360231228,0.05459200990114501,0.14542868957003455,0.28187474028416065,0.02468298729811381
2012-11-20,0.21601329698312174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03786165915296589,0.0,0.0374398753675523,0.0,0.012515248778564705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1957233802621536,0.0354960887820937,0.1525991143876252,0.26832979621617686,0.04402154006974607
2012-11-21,0.0652331354695883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24947571345049036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1934421893269697,0.05396698332315811,0.16327249175698,0.2660283882968269,0.024701280819900858
2012-11-22,0.027353610923800897,0.0,0.02758734327717713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06866238172632878,0.0,0.1869865866027757,0.0,0.01322201475565768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1526314621786115,0.08223890852097301,0.16124632905589684,0.27265670351679755,0.026493592214307346
2012-11-23,0.0,0.0,0.038061952415818195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2735562826575631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16653233873599096,0.09853929213185753,0.1502910496177229,0.264835604958551,0.01512232692982924
2012-11-24,0.022955136282649755,0.0,0.0,0.09323687150317927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07623492455573977,0.0,0.0,0.0,0.02164833842900477,0.0,0.08751532204375463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23149499337365353,0.06380156540115357,0.1462989545919424,0.24816377117958457,0.008650122639337702
2012-11-25,0.09170140791488267,0.0,0.022756559969213275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022467867289394438,0.0,0.0,0.0,0.0,0.0571798201273326,0.0,0.08094772192264582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11678763745910682,0.2073508558780854,0.13368879639376022,0.21776995010839326,0.05421553449798163
2012-11-26,0.17425570365428253,0.0,0.02588615923459474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034405618756021404,0.0,0.036300016625856586,0.0,0.011977625974243683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11548029717662568,0.20854472923783154,0.12180273971956003,0.22959286994242614,0.04656591872758378
2012-11-27,0.04567382966707437,0.0,0.07930299932993858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025637420706839886,0.0,0.011394056452383528,0.0,0.1366380002922253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1437106359747319,0.18619083811646642,0.12422846326948263,0.24744012036894236,0.023735408484370373
2012-11-28,0.0,0.0,0.014116203765119005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024215407476016595,0.0,0.0,0.09559882386804487,0.0240713879748447,0.0909508093306353,0.0,0.028614918446015634,0.0,0.02757930004682325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23013125047714833,0.058011244263976025,0.12600459600995684,0.25969342618686,0.02101263215455948
2012-11-29,0.06463311838150468,0.0,0.011459726194053397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020497395361039603,0.0,0.105118732717242,0.0,0.022486369284608797,0.0,0.03625332111487024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16222721447752125,0.23546040814553607,0.1112725177729153,0.2220056299751256,0.02886396838527325
2012-11-30,0.0,0.0,0.011908375123483278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26726402611849365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15386974208646048,0.19506863288440376,0.11668366130196652,0.23192733182104944,0.029689469917745428
2012-12-01,0.0555609527156015,0.0,0.023208624397405356,0.0,0.0,0.027442933413173914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0834630476959514,0.0,0.042508408137565984,0.0,0.013166102631258702,0.0,0.07070143643832953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18389205507977716,0.08949696941710912,0.13440013505246487,0.2746335018070477,0.01685017113762954
2012-12-02,0.15420032866816116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012175351688927735,0.0,0.061461606236319556,0.0,0.07486419760446686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22648382807057227,0.03842440212065711,0.14664502566884655,0.2630831343617042,0.032098951749951796
2012-12-03,0.05504546233758497,0.0,0.0,0.1300223388284316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07184320271105211,0.0,0.023275007655651343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23683586344824223,0.08116571275897942,0.14191667757417556,0.24284887478172798,0.017046859904154797
2012-12-04,0.03532387187207537,0.0,0.0,0.02503077126255779,0.0,0.03095521498078277,0.0,0.0,0.0,0.0,0.0,0.021471654052946664,0.0,0.0,0.09412427540330158,0.0,0.0,0.0,0.05891589908124367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2038644870330518,0.13334937737273647,0.159153332068422,0.22442362488443493,0.013387491988446965
