datetime,Albuquerque_broken clouds,Albuquerque_drizzle,Albuquerque_dust,Albuquerque_few clouds,Albuquerque_fog,Albuquerque_haze,Albuquerque_heavy intensity drizzle,Albuquerque_heavy intensity rain,Albuquerque_heavy snow,Albuquerque_light intensity drizzle,Albuquerque_light intensity shower rain,Albuquerque_light rain,Albuquerque_light snow,Albuquerque_mist,Albuquerque_moderate rain,Albuquerque_overcast clouds,Albuquerque_proximity moderate rain,Albuquerque_proximity shower rain,Albuquerque_proximity thunderstorm,Albuquerque_proximity thunderstorm with drizzle,Albuquerque_proximity thunderstorm with rain,Albuquerque_sand,Albuquerque_sand/dust whirls,Albuquerque_scattered clouds,Albuquerque_shower rain,Albuquerque_shower snow,Albuquerque_sky is clear,Albuquerque_sleet,Albuquerque_smoke,Albuquerque_snow,Albuquerque_squalls,Albuquerque_thunderstorm,Albuquerque_thunderstorm with drizzle,Albuquerque_thunderstorm with heavy rain,Albuquerque_thunderstorm with light rain,Albuquerque_thunderstorm with rain,Albuquerque_very heavy rain,Albuquerque_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22640390314376646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.11415648904165919,0.24698607615683613,0.13034586369767578,0.21661893564574977,0.04490655930124294
2012-10-02,0.0,0.0,0.0,0.03777355928889625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24215869556054123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09376398501062123,0.2167037319245505,0.1716871162592917,0.22593680823490853,0.038617836491651396
2012-10-03,0.0,0.0,0.0,0.03738590429436626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29468559602324346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08567543404117876,0.11419348907909053,0.20613299960824413,0.26495706221732096,0.04079857676886835
2012-10-04,0.0,0.0,0.0,0.11105399186148969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026663881656211478,0.0,0.0,0.19879497138931265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051761538155862485,0.11897260571149688,0.21875436173020943,0.2753819215211278,0.025878682947372094
2012-10-05,0.0,0.0,0.0,0.06285165275168421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04594523889315264,0.0,0.0,0.20358088018188536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04301057758622182,0.19326039733177658,0.20451447253157454,0.26164424667499486,0.035968338092246116
2012-10-06,0.04946588783825138,0.0,0.0,0.023273560768280688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13045704073795206,0.0,0.0,0.1002710027772805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04352202731457756,0.1905986843814873,0.1972921424465257,0.24883426209913095,0.04246183355909696
2012-10-07,0.10879760456593927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012774464372412293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08445703100270986,0.0,0.0,0.11547591039947426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08197807273074102,0.127988129302259,0.18744476682338782,0.2536494629194311,0.030850310914092915
2012-10-08,0.0,0.0,0.0,0.04875035682115574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010577103421866586,0.0,0.0,0.2585957220886392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14642986745670125,0.1573132234137566,0.14969190307808036,0.2300884181620478,0.032545400890621266
2012-10-09,0.01581202086831635,0.0,0.0,0.02903110317582958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04095074710321273,0.0,0.0,0.2683883119395889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11090073919822785,0.1260260542912691,0.18423805887598954,0.28795934228880987,0.019789472568555577
2012-10-10,0.013371841218775138,0.0,0.0,0.02340355565080737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10672577121271294,0.0,0.0,0.22559705336231403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054161315102754466,0.1606976563595112,0.21226288920774639,0.2650538815805183,0.042874380403336375
2012-10-11,0.0,0.0,0.0,0.015390750431711548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32460326559884595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09879767019866066,0.15988489835363304,0.190018972946164,0.18285266238580178,0.02845178008518307
2012-10-12,0.047931269069802974,0.0,0.0,0.02812715107242132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05801989997916527,0.0,0.0,0.21334649727920896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09481057135971323,0.1127966635010612,0.19655810876899885,0.26347218338072265,0.018744992290596625
2012-10-13,0.08721459182095682,0.0,0.0,0.040375274760975126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02196308524486272,0.0,0.0,0.013267325071311375,0.03869654631423368,0.010872350651847378,0.011065603286970973,0.0,0.0,0.0,0.0,0.0,0.06695044529150761,0.0,0.0,0.015151877482255103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12608133502862423,0.10498666578013244,0.18699412329140316,0.2267153992897158,0.059111851655608456
2012-10-14,0.023068122206673248,0.0,0.0,0.04490066568055196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16019790555677707,0.0,0.0,0.06137321927622014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10063199959701574,0.17539572514563137,0.14337486966249324,0.2492659925931855,0.05017750024786969
2012-10-15,0.0,0.0,0.0,0.07548967478583747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029412833262164817,0.0,0.0,0.22835425580194393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1278720017976479,0.1840557167679566,0.1704999773685242,0.27904161896670826,0.03267159284100693
2012-10-16,0.0,0.0,0.0,0.1242753756870248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2275203842156225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10639635000135424,0.04960212799364067,0.19056675280530824,0.3058812913881774,0.017369134216825715
2012-10-17,0.0,0.0,0.0,0.037669968084044665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3162830583286986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08767758944983818,0.16898543150548143,0.20502600854967779,0.2708162183077407,0.033039661693711614
2012-10-18,0.0,0.0,0.0,0.044952497714890384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2803455502393545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04565378846152096,0.1634083351369276,0.19467373288777665,0.2564839293682562,0.0560538632917893
2012-10-19,0.0,0.0,0.0,0.07282834856865493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011299230478103967,0.0,0.0,0.2131778045112699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009918617824730625,0.20698422457780027,0.16773919273206028,0.2554197859894869,0.06428589828868159
2012-10-20,0.0,0.0,0.0,0.0934823485781912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022653029887772735,0.0,0.0,0.20474082844066363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03349875958632132,0.14956111636873828,0.18392489610904675,0.27694543865203763,0.03519358237722844
2012-10-21,0.015874238263361623,0.0,0.0,0.08558542494868389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0826540340235681,0.0,0.0,0.2891644122869528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02722710262635655,0.12066518895620726,0.2682651635619406,0.2667258203386685,0.007369915124504654
2012-10-22,0.02994130082957985,0.0,0.0,0.09212538944504266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12145624345905408,0.0,0.0,0.08792119629706054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0729503626547481,0.14191827319303693,0.1954469793298149,0.24289806247838,0.04166289440771032
2012-10-23,0.052172542041462135,0.0,0.0,0.08924714710693972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06714569818721866,0.0,0.0,0.12810443288619877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08790244399959111,0.13318546796635108,0.1929261095678496,0.2759020060897366,0.03354011574908344
2012-10-24,0.0,0.0,0.0,0.09863516386238345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256341494518878,0.0,0.0,0.20526178740496662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08360718081924806,0.12137311819135758,0.19203577417616224,0.2710580871208705,0.031950177968133715
2012-10-25,0.11891758158992614,0.0,0.0,0.06011854667450243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11377069378422278,0.0,0.0,0.03234978907746288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06294087036674341,0.12128113623214547,0.19394694909199153,0.27000493671718134,0.040542238427654274
2012-10-26,0.0,0.0,0.0,0.07713749208782562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012162746848458694,0.0,0.0,0.21099142715423272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04661789503438398,0.22060382490657038,0.15200488620245345,0.2408136117909111,0.0636207415439386
2012-10-27,0.0,0.0,0.0,0.0741041384310669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27915809042444245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08944722385262664,0.11478282335781197,0.14370307503221458,0.2994326162639785,0.03923262130196164
2012-10-28,0.0,0.0,0.0,0.11646832265580513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639190506793021,0.0,0.0,0.2153512980153799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13896746724458814,0.07518705526174597,0.1363227799604512,0.3011318140488445,0.018516827799148077
2012-10-29,0.10873294469887858,0.0,0.0,0.08468527643915287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014136047778976374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12511300647168003,0.0,0.0,0.01762137551626843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0682584088824145,0.11656679443663336,0.16375573124261722,0.3024792158713203,0.014098599693463977
2012-10-30,0.0,0.0,0.0,0.1536054054705785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08690025356324856,0.0,0.0,0.1227718602866648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06912024960590679,0.08497213455057219,0.18823348814639942,0.3129207724811835,0.013312587736037102
2012-10-31,0.0,0.0,0.0,0.043952985323815565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28382739191568546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04567234337651947,0.16109093636818017,0.17737075109072345,0.27645894962479334,0.025048779508670672
2012-11-01,0.0,0.0,0.0,0.1330983492328732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19058555635900742,0.0,0.011765350898010027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05456378159489738,0.13432317631807036,0.17969318460876735,0.28836883111144385,0.02189062873969465
