datetime,Albuquerque_broken clouds,Albuquerque_drizzle,Albuquerque_dust,Albuquerque_few clouds,Albuquerque_fog,Albuquerque_haze,Albuquerque_heavy intensity drizzle,Albuquerque_heavy intensity rain,Albuquerque_heavy snow,Albuquerque_light intensity drizzle,Albuquerque_light intensity shower rain,Albuquerque_light rain,Albuquerque_light snow,Albuquerque_mist,Albuquerque_moderate rain,Albuquerque_overcast clouds,Albuquerque_proximity moderate rain,Albuquerque_proximity shower rain,Albuquerque_proximity thunderstorm,Albuquerque_proximity thunderstorm with drizzle,Albuquerque_proximity thunderstorm with rain,Albuquerque_sand,Albuquerque_sand/dust whirls,Albuquerque_scattered clouds,Albuquerque_shower rain,Albuquerque_shower snow,Albuquerque_sky is clear,Albuquerque_sleet,Albuquerque_smoke,Albuquerque_snow,Albuquerque_squalls,Albuquerque_thunderstorm,Albuquerque_thunderstorm with drizzle,Albuquerque_thunderstorm with heavy rain,Albuquerque_thunderstorm with light rain,Albuquerque_thunderstorm with rain,Albuquerque_very heavy rain,Albuquerque_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-11-02,0.0,0.0,0.0,0.09318175822685736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07126879387761516,0.0,0.0,0.20667533082787778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06328448864679107,0.07438975794443076,0.18329172968035065,0.3180821414692989,0.02160655183645253
2012-11-03,0.0712999903370297,0.0,0.0,0.048277464888412724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03017293797620585,0.0,0.0,0.24374762483922222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06072328051491126,0.10298608942581677,0.2083056676929428,0.30841810022976796,0.01835418928186058
2012-11-04,0.12374936834886419,0.0,0.0,0.015789122080493243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035990859679394305,0.0,0.0,0.19722177613233585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07429441268704906,0.13363568640346277,0.19263033374186508,0.28210690727934157,0.03368186363879162
2012-11-05,0.016258553459345584,0.0,0.0,0.031865393984104796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013868446567209694,0.0,0.0,0.3236977534392235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06447847766525357,0.17333402682577123,0.18876974268681326,0.2713502330076487,0.02563367268621147
2012-11-06,0.0,0.0,0.0,0.0203536533249422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4215826679961865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10427621628993358,0.1957116867745655,0.22912106737363927,0.031017864896653723,0.0330527746780867
2012-11-07,0.0,0.0,0.0,0.05477559357724651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04314859598751391,0.0,0.0,0.23213304931625314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07536080316102864,0.15790682520885066,0.17559100425911733,0.28095303982835124,0.024670319035311004
2012-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371767557921745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09295401341624465,0.1151126921728602,0.19071467970920472,0.3033626636771084,0.021294478483831803
2012-11-09,0.050361976622919837,0.0,0.0,0.016388775251168452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012277475768373404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29957411814193197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065083668987322,0.14183332489979072,0.18907767544170404,0.28814703779146317,0.02556362379002268
2012-11-10,0.0691602596473575,0.0,0.0,0.06994982332356069,0.0,0.0,0.0,0.0,0.0,0.0,0.012022865925176283,0.012263669130440497,0.0,0.0,0.0,0.01591948165686779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08001898316731461,0.011566719789577585,0.0,0.06965158256198561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10119417690645086,0.12618922171637484,0.16704702923286632,0.2742699981510246,0.037679210673187295
2012-11-11,0.1700353820878289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022598931151506924,0.0,0.0,0.0,0.022994492714814675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09151368797277944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16763479891909314,0.17322641865340205,0.13717156302041952,0.2238493863888462,0.07253454436379654
2012-11-12,0.03469810065591425,0.0,0.0,0.023835423089557963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023435366646934536,0.0,0.0,0.26353885685422734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12504674567138965,0.2691864415924423,0.11193709471092077,0.09837410259639577,0.10059279917952252
2012-11-13,0.0,0.0,0.0,0.06009263354470176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34573446145587344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07066974615510084,0.20488475396264727,0.11784778650704396,0.2782131203519146,0.04179635961485256
2012-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41926635341849655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08567878271698467,0.11433413995870338,0.14074305663951922,0.34238315187826734,0.02601586225818511
2012-11-15,0.0,0.0,0.0,0.03241510252862572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04968215397868336,0.0,0.0,0.31229775816017397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07199074634752432,0.10839083582700652,0.1533721862536084,0.3184622181555422,0.024463721694973573
2012-11-16,0.32055433198441774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08426963015864086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04481407577446709,0.0,0.0,0.06790072994496028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07913986651117363,0.10036410375904055,0.2051576030757257,0.08937825923398574,0.015442988130303379
2012-11-17,0.0359543592837722,0.0,0.0,0.015989063860245723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2732345749800747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07101711078146312,0.0,0.0,0.015528417088725351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09304224621272389,0.14704810630996806,0.19155606547881307,0.15934769625707668,0.018314854952953947
2012-11-18,0.13999862204467756,0.0,0.0,0.04148098228398662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059733948310107865,0.0,0.0,0.10413400377235488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09434027123514689,0.09112800290147745,0.14922967366955373,0.3033913594568282,0.016563136325866794
2012-11-19,0.13152727780420403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040401372387529604,0.0,0.0,0.0,0.04244472563102669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06340043974682585,0.0476739525355713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1423139445082139,0.08284044583805789,0.14793014373136523,0.2828059509570881,0.018661746860117345
2012-11-20,0.0,0.0,0.0,0.12698107457558908,0.012178933037452393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012942525010376384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09826345960850467,0.0,0.0,0.06711635102400436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195165472074431,0.07939069978093359,0.13833099389997427,0.27580758939163735,0.013446779158183077
2012-11-21,0.0,0.0,0.0,0.14446593288443457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19395573503262228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12069961512683576,0.07194705813295253,0.14900716311325324,0.30110610694364476,0.018818388766256824
2012-11-22,0.1748511836424765,0.0,0.0,0.029740585085541796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06934513678415105,0.0,0.0,0.0639911625857557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08854775908979305,0.12287619709279875,0.1441954329255408,0.2838403760340164,0.026301656722000674
2012-11-23,0.13816316777231222,0.0,0.0,0.08264499260299342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03639657493024238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08652250007585525,0.0,0.0,0.011380130795192895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14273911697416955,0.06916894609877573,0.15795350770350325,0.3026125509181074,0.009531151119871023
2012-11-24,0.027535416333572368,0.0,0.0,0.010583497925698288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030462912808238374,0.0,0.0,0.2842945796139437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10544978614526072,0.15205144010102162,0.1490059838220487,0.2861313396228303,0.03292978785689199
2012-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36684855796287735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285542084339869,0.06551367835864409,0.14825022090936651,0.3186070566506953,0.014846141792902882
2012-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36600352718415535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10981432301079432,0.09315625397030575,0.1616960686149273,0.30165205662451133,0.01453547125760271
2012-11-27,0.03249854651084027,0.0,0.0,0.11574188489298837,0.0,0.0,0.0,0.0,0.013527905861506184,0.0,0.0,0.0,0.0,0.0,0.0,0.02717337041631707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01355133973979595,0.0,0.0,0.15462480108571325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09015999874745666,0.1338322458859059,0.15948437636106924,0.2895206199944455,0.01734498784669938
