datetime,Pittsburgh_broken clouds,Pittsburgh_drizzle,Pittsburgh_dust,Pittsburgh_few clouds,Pittsburgh_fog,Pittsburgh_freezing rain,Pittsburgh_haze,Pittsburgh_heavy intensity drizzle,Pittsburgh_heavy intensity rain,Pittsburgh_heavy snow,Pittsburgh_light intensity drizzle,Pittsburgh_light rain,Pittsburgh_light rain and snow,Pittsburgh_light snow,Pittsburgh_mist,Pittsburgh_moderate rain,Pittsburgh_overcast clouds,Pittsburgh_proximity shower rain,Pittsburgh_proximity thunderstorm,Pittsburgh_proximity thunderstorm with rain,Pittsburgh_scattered clouds,Pittsburgh_sky is clear,Pittsburgh_snow,Pittsburgh_squalls,Pittsburgh_thunderstorm,Pittsburgh_thunderstorm with heavy rain,Pittsburgh_thunderstorm with light rain,Pittsburgh_thunderstorm with rain,Pittsburgh_very heavy rain,Pittsburgh_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-11,0.09901098107052493,0.0,0.0,0.048016005768772234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03616032061692044,0.0,0.0,0.0,0.0,0.11904215078908044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19736353711534158,0.1763863564355612,0.18094827680572015,0.11817718891444745,0.0248951824836316
2012-10-12,0.025976424306998758,0.0,0.0,0.011767588827371398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26417021960552806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14240869605536305,0.2004022771568318,0.16552302257455379,0.17734289095289857,0.02427627185840153
2012-10-13,0.011277628283549043,0.0,0.0,0.011499209864555179,0.0,0.0,0.0,0.0,0.0,0.0,0.011065417045387035,0.0,0.0,0.0,0.0,0.0,0.07864402809423782,0.0,0.0,0.0,0.02710022443287106,0.1640551110915714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13826022350444359,0.1936758229466409,0.17602506145503619,0.1713510658439699,0.02280705008375637
2012-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3270030940833025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1629770205605538,0.10417818864890226,0.17797475976469132,0.21026443726508862,0.01760249967746152
2012-10-15,0.0864948448073992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03669662231953441,0.0,0.0,0.0,0.07161246673190717,0.09834696858133385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15030470877754273,0.1503523947772585,0.21693970885023559,0.15454560345916749,0.03470668169562102
2012-10-16,0.04908187160480398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04603457171073826,0.0,0.0,0.022290616207302393,0.011860655633675563,0.12981305815471555,0.0,0.0,0.0,0.011544427523325906,0.012578290389571728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17572063615390965,0.18706398490482412,0.19802865291727298,0.1194670895065582,0.03651614529330173
2012-10-17,0.0,0.0,0.0,0.012839413436022754,0.0,0.0,0.0,0.0,0.0,0.0,0.011170600239309407,0.01404420052627943,0.0,0.0,0.0,0.0,0.19766478585025202,0.0,0.0,0.0,0.011948700386752475,0.040218606660599183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2044331302255907,0.1841339487719411,0.16835461057230638,0.1401008912861375,0.015091112044809092
2012-10-18,0.013284351379716383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037198550737995474,0.0,0.0,0.0,0.0,0.0,0.0,0.26067934988469654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1939666003094944,0.1370639958656021,0.18946443415408087,0.1471578742941563,0.021184843374257953
2012-10-19,0.013189989079463263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0463281268241032,0.0,0.0,0.0,0.0,0.02603911664150975,0.0,0.0,0.0,0.0,0.23281451233259032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17066617886589341,0.14307940675464953,0.2089029112467696,0.13137689752475115,0.027602860730269765
2012-10-20,0.054850674920398725,0.0,0.0,0.0,0.04939766175871969,0.0,0.0,0.0,0.0,0.0,0.0,0.026927932878263266,0.0,0.0,0.07626160013764631,0.0,0.03835289453084298,0.0,0.0,0.0,0.013430608305153448,0.05191423713880942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2164816893438047,0.12809658779223965,0.19364614503312036,0.12752330630786543,0.023116661853136097
2012-10-21,0.08441994340169694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024655585745768285,0.0,0.0,0.0,0.0,0.1819917835923052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19710309972368992,0.18503717821898033,0.17120892507691343,0.11992494138833791,0.03565854285230797
2012-10-22,0.05797328071104968,0.0,0.0,0.030894954628345492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12140147866655808,0.0,0.0,0.0,0.024150506111763014,0.05996056335562477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18837040150516293,0.17047705948186828,0.17522015545670247,0.14694761216605876,0.02460398791686651
2012-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01210576541187614,0.0,0.012712900444942575,0.0,0.0,0.0,0.0,0.2771264282879132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1766758062166032,0.14499406471575468,0.18620292796638246,0.17308953548944908,0.01709257146707869
2012-10-24,0.04886077003946884,0.0,0.0,0.024271943496192838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02392862037077853,0.0,0.0,0.0,0.0,0.049752709606806576,0.0,0.0,0.0,0.03720211659988063,0.10905734005331778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1420218028786956,0.15880683803613918,0.21907576668883832,0.1593334700780301,0.027688622151851597
2012-10-25,0.012003404237428192,0.0,0.0,0.05172011477453318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047807461847213274,0.0,0.0,0.0,0.025540709395003306,0.1584132784527289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15807249241467966,0.14394342602726387,0.2204209987659684,0.1639904328770831,0.018087681208098092
2012-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.03692476805469876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2667047279311953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15707479953406261,0.12576226233387017,0.22834842581706613,0.1682284554705855,0.01695656085852158
2012-10-27,0.04608607553890137,0.0,0.0,0.011870608082060042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014841314331411594,0.2238103095585818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1644596273082939,0.13496368875800638,0.22299560918753822,0.15891409589864927,0.02205867133655745
2012-10-28,0.01064726958124546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03239189857972619,0.0,0.0,0.06338985664103843,0.0,0.13090804967755482,0.0,0.0,0.0,0.0,0.020869952866140323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053344770607702,0.22644504951228295,0.15682206203003113,0.13200104250739245,0.02119034154381809
2012-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164478281849301,0.03112743619983385,0.0,0.0,0.13663169835614616,0.0,0.052189994109711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21706958138030175,0.24399433545748495,0.13612932715585677,0.12271997727700419,0.028492867245168318
2012-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021399239410794205,0.07563735542881815,0.0,0.0,0.0980817356548974,0.0,0.06535126277382641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21882089928271853,0.24440875557419206,0.13427383078939029,0.10336948505715109,0.038657436028211874
2012-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10641356777825937,0.0,0.0,0.08465076995146252,0.011455680506807071,0.07208699166738808,0.0,0.0,0.0,0.014598885259756741,0.024197961952372466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25621814804251763,0.18278985830194042,0.16120784853154793,0.055216856558236514,0.041839187618149455
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011886182983471681,0.08578657320020981,0.0,0.0,0.17232307878008266,0.0,0.024812861811221696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256049044407392,0.18016476675662244,0.14155642197252188,0.08890748637952489,0.038513583708953004
2012-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02356077141801538,0.13001410592382365,0.0,0.0,0.07039930788025227,0.0,0.05738729643581392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23964261288260225,0.195217635154409,0.13808070437776085,0.10829884735609134,0.037398718571231414
2012-11-03,0.03919642835738088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014182889657195904,0.0,0.0,0.0,0.0,0.2587366508381693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19874840228934937,0.23137463737524322,0.14948922804135073,0.13554454385349293,0.03069550358887783
2012-11-04,0.03702513344458753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01160062630633283,0.011649053541724593,0.0,0.0,0.0,0.0,0.2146561037132113,0.0,0.0,0.0,0.013477710671181297,0.010504046136408728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20341863808558638,0.20179887739603194,0.14307831790911593,0.1583643113908706,0.02833028775254659
2012-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011463221121815121,0.0,0.0,0.0,0.0,0.2465191388612995,0.0,0.0,0.0,0.0,0.025172503266685627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18169195313523862,0.24225261127380282,0.13457353037169648,0.14660620687218603,0.019291333144577406
2012-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08946043812331879,0.0,0.0,0.0,0.0,0.21009680720412185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2054247151543974,0.23763278809480548,0.141396172640014,0.09829619474304017,0.017692884040302326
2012-11-07,0.016343669259689126,0.0,0.0,0.029542951077816442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11430994500050273,0.0,0.0,0.0,0.0,0.18925167604754237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204403104032849,0.08075238567113142,0.16095968188511575,0.1904099525490878,0.014026634476265393
2012-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03158008530853829,0.0,0.0,0.0,0.0,0.333251167084923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2098745300270265,0.05518571801800687,0.16445722088394818,0.1828040126430863,0.022847266034470907
2012-11-09,0.023145435727832554,0.0,0.0,0.011643606224409382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014702928019600443,0.0,0.0,0.0,0.02273223924489749,0.23469840781538975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18185358193026377,0.20855777843185222,0.13259447975968583,0.16739644653074717,0.017829561476176686
2012-11-10,0.0,0.0,0.0,0.014523943510049436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048954150505140424,0.0,0.01194846641444309,0.0,0.0,0.0,0.0,0.2321864771773683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20835438004540516,0.166920081316724,0.14761837571039674,0.1803814144730734,0.01515700835307513
2012-11-11,0.03801685294036733,0.0,0.0,0.013384396176611692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025375931027965277,0.0,0.0,0.0,0.0,0.06860929836563746,0.0,0.0,0.0,0.025277647791432194,0.14443823589457433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17300414552115712,0.1345935301570684,0.1853302764833181,0.1881719203828682,0.018214777385763017
2012-11-12,0.013013267257663092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012915405923998627,0.0,0.0,0.0,0.0,0.2927069657367973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17399469630008535,0.13245797393567957,0.21140187757601472,0.15086234610002688,0.01989724618223804
2012-11-13,0.012771368081795497,0.0,0.0,0.011978238983902309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010442972945563624,0.0,0.0,0.010596104265114882,0.0,0.07311813851274464,0.0,0.0,0.0,0.0,0.1843057852988137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13682227437485536,0.14278920159152592,0.2158727140266251,0.17545721104495837,0.03724784707200515
2012-11-14,0.05032799456521208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03259338322940747,0.0,0.0,0.0,0.0,0.15550461121844344,0.0,0.0,0.0,0.011882041416770685,0.03468505130917728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17664516149584053,0.20884649892944418,0.13092999298968772,0.1868592095658459,0.026446485404824107
2012-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538137402083222,0.0,0.0,0.0,0.015284882617558537,0.07420140083628203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19062826577230912,0.07414976822534035,0.15432587134881326,0.2439971572310989,0.01742744698181428
2012-11-16,0.08798642777034942,0.0,0.0,0.10165750683747045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06071983569045808,0.09141640892975215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23557707728855973,0.11907548472456973,0.15799533851817232,0.13795247042922057,0.007619449811447523
2012-11-17,0.05884679245370491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23288127741997855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18573880673305065,0.21792244826940652,0.14491433184462985,0.14785722058252995,0.011839122696699643
2012-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31152835159999254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1625784590550115,0.13332761503232501,0.15700178105484694,0.22230060818106945,0.013263185076754566
2012-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3407102067147809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16045086086467555,0.06577816436497115,0.17616927218254896,0.2419578033610936,0.014933692511929879
2012-11-20,0.014729223066518362,0.0,0.0,0.0,0.0,0.0,0.016831985211726522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027357754800807283,0.0,0.0,0.0,0.0,0.0,0.0,0.2920908144985204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19200830836584484,0.060679747831919574,0.1792238919622805,0.23105704486068138,0.010022267947431761
2012-11-21,0.03309965500430301,0.0,0.0,0.0356434671759914,0.0,0.0,0.020644130376006677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013901052081026667,0.0,0.0,0.0,0.019172077597995135,0.30302451407038694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20023661419578892,0.024443693020395296,0.2197851601759386,0.24469898759443617,0.002155340321941413
2012-11-22,0.0,0.0,0.0,0.05191897181856842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10096439051467672,0.0,0.0,0.0,0.020665736511999558,0.22377083897879835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17075496690979836,0.03020931303371519,0.2126930265023402,0.22944707864180466,0.0022644188157481693
2012-11-23,0.0,0.0,0.0,0.027168237930058663,0.0,0.0,0.037862769242744725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016561437573528185,0.0,0.0,0.0,0.0,0.0,0.0,0.25164625567303367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15826880606232085,0.12614303797268045,0.1768603942365822,0.19761624354813503,0.014467351346846275
2012-11-24,0.012093370576451696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011567715424477014,0.012591332540316332,0.0,0.0,0.03443783330481063,0.0,0.028340985132083916,0.0,0.0,0.0,0.051350082138999636,0.16123014942358235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15577179610340908,0.16847334693428026,0.17819089323652829,0.15262943254793465,0.039813554141434844
2012-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17315711877217912,0.0,0.0,0.0,0.0,0.03523820795743097,0.0,0.08601592992505169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18093809316322573,0.2218607980352857,0.12055404328145734,0.150720469319774,0.04659351397586425
2012-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025557118178501415,0.0,0.0,0.0,0.0,0.0,0.0,0.2171753503302376,0.0,0.0,0.0,0.0,0.06704881905841438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1721372774111731,0.19863018015729783,0.12915084300452986,0.15699010349962608,0.03331030836021972
2012-11-27,0.025268769509650024,0.0,0.0,0.012619080614581992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02549987849479594,0.0,0.0,0.0,0.061204086008382674,0.19211352000251525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1551511845873287,0.20482727987767482,0.14663362833830204,0.16995794372770348,0.019653894221342446
2012-11-28,0.02779756530991658,0.0,0.0,0.01552066969358346,0.0,0.0,0.010915155878909961,0.0,0.0,0.02192976852429765,0.0,0.0,0.0,0.0,0.062171401009014214,0.0,0.1655138341218084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1939327457566826,0.1714088717156661,0.1391520776788209,0.18062481969697938,0.01103309061432079
2012-11-29,0.024037886771435164,0.0,0.0,0.02440951741334177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23139092675100417,0.0,0.0,0.0,0.0,0.04933170668040696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14769544074471852,0.21925347505689555,0.14435427938123305,0.2024361521483706,0.024784358727256855
2012-11-30,0.06863186893783443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013375943345401606,0.23862524446214195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18179336114272046,0.19118033628791722,0.13988696176249685,0.14787435720488076,0.026206650237553333
2012-12-01,0.04277691809587405,0.0,0.0,0.013251366380407326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05248600367247495,0.0,0.0,0.0,0.0,0.2180702362039444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433240070239268,0.15758927408705448,0.1583427606395367,0.20004524550820282,0.02605785564057239
2012-12-02,0.01321768636588229,0.0,0.0,0.025984364794651726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06645870525984103,0.0,0.0,0.0,0.08140239984565571,0.1289726016051579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16174574348121476,0.14773692447033046,0.17259680544521783,0.18030735631757241,0.021577412414475926
2012-12-03,0.024451213442561456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02222171243679282,0.023562588243191296,0.0,0.0,0.03304678434876945,0.0,0.01215197913477966,0.0,0.0,0.0,0.02521852190204372,0.14761682506060445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1859426597201206,0.14802156065378202,0.17611740982932197,0.16668296963193174,0.03496577559610078
2012-12-04,0.0,0.0,0.0,0.0,0.055371630674915184,0.0,0.0,0.0,0.0,0.0,0.010828835731172352,0.010976314773168148,0.0,0.0,0.08718607674180538,0.0,0.10189739582765095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2317650481539163,0.1534110152084365,0.17398294223566416,0.1543182788550452,0.020262461798225866
2012-12-05,0.06978284507171367,0.0,0.0,0.02296981699753428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02276541580048516,0.0,0.0,0.022769646362175325,0.0,0.04549552345696567,0.0,0.0,0.0,0.0,0.09256951631905218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20401306445492454,0.14280508183182553,0.18669786665660384,0.15526922086537961,0.03486200218334015
2012-12-06,0.033347072376100496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04339482543545548,0.0,0.0,0.021398965290538655,0.0,0.06792683040887884,0.0,0.0,0.0,0.010928393841853998,0.08894490562385332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19711098677443553,0.21740653894683992,0.13643779628037087,0.1551145461649494,0.02798913885672347
