datetime,Vancouver_broken clouds,Vancouver_drizzle,Vancouver_dust,Vancouver_few clouds,Vancouver_fog,Vancouver_haze,Vancouver_heavy intensity rain,Vancouver_heavy intensity shower rain,Vancouver_heavy shower snow,Vancouver_heavy snow,Vancouver_light intensity drizzle,Vancouver_light intensity drizzle rain,Vancouver_light intensity shower rain,Vancouver_light rain,Vancouver_light rain and snow,Vancouver_light shower sleet,Vancouver_light shower snow,Vancouver_light snow,Vancouver_mist,Vancouver_moderate rain,Vancouver_overcast clouds,Vancouver_proximity shower rain,Vancouver_proximity thunderstorm,Vancouver_ragged thunderstorm,Vancouver_scattered clouds,Vancouver_shower rain,Vancouver_shower snow,Vancouver_sky is clear,Vancouver_sleet,Vancouver_smoke,Vancouver_snow,Vancouver_thunderstorm,Vancouver_thunderstorm with heavy rain,Vancouver_thunderstorm with light rain,Vancouver_thunderstorm with rain,Vancouver_very heavy rain,Vancouver_volcanic ash,Vancouver_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019190362187446863,0.0,0.0,0.0,0.0,0.013470229041609222,0.014905437938716503,0.01947665886970509,0.0,0.0,0.0,0.0,0.0,0.0,0.22804737961639013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19752484355280436,0.15650823618406576,0.19060037726504062,0.17791374010380628,0.0507146464000923
2012-10-18,0.016040237265841063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2811105955077348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21697364827939028,0.1259742414253141,0.17853715041233,0.2023422414844406,0.030826729895638408
2012-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02084469840288382,0.0,0.020973296602088576,0.012995579936709231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27442443898630176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22745394933643442,0.07357342965880566,0.20134818492182502,0.2113442372110049,0.02950397802996022
2012-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161533966848597,0.0,0.0,0.0,0.0,0.0,0.09209622256510201,0.0,0.0,0.01415853536210486,0.0,0.0,0.010672199741043517,0.0,0.0,0.16976449011171682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23900440785901764,0.11748221577592481,0.19070754870629672,0.18341409921577886,0.04760195103833279
2012-10-21,0.17049491483898493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05660681102463678,0.0,0.0,0.0,0.0,0.0,0.0,0.11901936383148597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23553691815949984,0.16584738678366986,0.2026928202204332,0.18268912368573215,0.01174155104009525
2012-10-22,0.12941977193681464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015133605928301418,0.04199247735657058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16895572799342906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23935323232761485,0.09193286153187015,0.19604323472742605,0.1961946629872724,0.058963962092272844
2012-10-23,0.01316414911585207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3142519141239429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23028622708758942,0.09033134190426416,0.17955106590386158,0.20902327953733116,0.027015013969329302
2012-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015739593395418142,0.07202518656352225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2452912277069129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25479194240451836,0.09602144791670451,0.184330685968825,0.19703561477693157,0.034698345977858716
2012-10-25,0.04169311410338724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528325041451063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121348668366875,0.0,0.0,0.0,0.0,0.0,0.0,0.21883856723549056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24328444184641415,0.08354997061139863,0.1819553073512671,0.1987444149337619,0.04706347190072884
2012-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044321189389549064,0.0,0.0,0.0,0.0,0.0,0.0,0.2797769664440593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2471769039254318,0.07245631799876663,0.1812176378456003,0.21675867299189994,0.015016832230462301
2012-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05206516997143524,0.01593739501078524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2637679806456629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24465691479982318,0.06344666607434607,0.18845856667837366,0.21218455852400134,0.04175798743172455
2012-10-28,0.0,0.0,0.0,0.0,0.01673538172339379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016787710413907683,0.03649625063933432,0.0,0.0,0.0,0.0,0.06115392652889862,0.0,0.02113048492953999,0.0,0.0,0.0,0.0,0.0,0.0,0.18981131937328868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26816622398326817,0.08330700313497393,0.1951913161500971,0.20217430305698228,0.03230547774849034
2012-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681785453314429,0.0,0.0,0.0,0.0,0.07690653796392234,0.0,0.04310604788780214,0.0,0.0,0.0,0.0,0.0,0.0,0.20428376534832035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2720755466601472,0.08610289606719092,0.21733058665353486,0.19983486652594623,0.03448824662692661
2012-10-30,0.023114478894630863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03212507537816207,0.011896680126508566,0.0,0.0,0.0,0.0,0.02111696030489454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23804283260104311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250981747605962,0.10706996464171042,0.19944538829436398,0.20358700184387069,0.026262057671311942
2012-10-31,0.01881126206080189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0370135445433162,0.0,0.0,0.0,0.0,0.0,0.016194044361993922,0.0,0.020947033976755177,0.0,0.0,0.0,0.0,0.0,0.0,0.2173897273190246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23897794114855042,0.11319563940137693,0.19730678983201747,0.1951029824280094,0.03549456067327061
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021425988135857044,0.052404544234524154,0.0,0.0,0.0,0.0,0.04205531826888103,0.0,0.019575783126276305,0.0,0.0,0.0,0.0,0.0,0.0,0.2003621973127174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27242112261427043,0.06312372756355504,0.21050132854313974,0.1917311178459601,0.03907484893786348
2012-11-02,0.03992199259720213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02013715185680711,0.0,0.03958482681976999,0.0,0.0,0.0,0.0,0.0,0.019721058881098003,0.0,0.042124632440639874,0.0,0.0,0.0,0.0,0.0,0.0,0.19269742982717242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2522403992085877,0.09535329320509121,0.2241252449842207,0.1912304969545801,0.04662298002543496
2012-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02041440078370175,0.0,0.03508642088666706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2573915165353835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24259598533344637,0.08911411010376219,0.19978199992307233,0.1936918762621025,0.04270882861537667
2012-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06166084178819211,0.0,0.0,0.0,0.0,0.0,0.044057293563821244,0.0,0.014732927229409026,0.0,0.0,0.0,0.0,0.0,0.0,0.20250017911035476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2553121837934927,0.08023396233049128,0.20496744246679374,0.18959709413268508,0.04205112993650837
2012-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014839089826117029,0.0,0.0,0.0,0.0,0.0,0.05632991380547181,0.0,0.07318978291973764,0.0,0.0,0.0,0.0,0.0,0.0,0.20522823184402839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2643188657892666,0.08200438390831541,0.2209267104858503,0.2162991736744081,0.03808314697591571
2012-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021168210170504947,0.0,0.0,0.0,0.0,0.0,0.0,0.236046977838396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216411672916207,0.1480197314743313,0.16585946281367486,0.18417239091907198,0.028321553867813865
2012-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02619519550044047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03053981403368373,0.0,0.0,0.0,0.0,0.0,0.0,0.24947535210403962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25242859397574785,0.09969942134166226,0.1823074426309437,0.19561394197332174,0.01737827826702655
2012-11-08,0.01737687563495131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016236218544489287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24720189294066905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20064084643205424,0.15076577725172569,0.16692414062814678,0.18933347299637696,0.04354749496413606
2012-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2989323301486484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22570047842397914,0.10830004086240613,0.1637130806203822,0.19870875495131055,0.038888095963186556
2012-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32645387072977466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18973771775975876,0.09614806359401669,0.1723954563844339,0.22326355389780322,0.017115462193267723
2012-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3216834009590442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14552378663922583,0.13312928460266119,0.16535891787858154,0.22244094434493666,0.03040041093762862
2012-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02180709156510396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3035196818594514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1675651226306601,0.0864155163077519,0.1684656988933355,0.22750963929804996,0.041178697859343395
2012-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01563454202668767,0.0,0.0,0.0,0.0,0.021918726708030505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857910286389416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26189938475064284,0.07747522409844232,0.17214883873884698,0.2182734033933545,0.0487125983982733
2012-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219961790307598,0.12620605982490707,0.0,0.0,0.0,0.0,0.0,0.0,0.08334124923635333,0.0,0.0,0.0,0.0,0.0,0.0,0.09274309883072067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25456768207328967,0.08335622091803145,0.18478397377386943,0.2026448331079572,0.04561331053353778
2012-11-15,0.017154988269334887,0.0,0.0,0.05316224877658945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15173793976283775,0.0,0.0,0.0,0.0,0.03650129186885464,0.0,0.021969917601300907,0.0,0.0,0.0,0.0,0.0,0.0,0.03306807982986001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675301741985772,0.13240722359215187,0.18158255327941172,0.20236160042757873,0.014566211569125275
2012-11-16,0.07715289263975209,0.0,0.0,0.1352774153308872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0912922161254206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23924273924319361,0.07147805089410317,0.1718519787429682,0.21513622887353182,0.007532487686540437
2012-11-17,0.01664555970061431,0.0,0.0,0.08602157646882991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03370601979225641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050717718656224424,0.0,0.0,0.153139022141496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24103142636275376,0.10077172806085116,0.1908511096252684,0.20640188982222,0.016757712893858676
2012-11-18,0.08860979695188699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08855690329469258,0.10535010987466782,0.0,0.0,0.0,0.0,0.03838432922267249,0.0,0.011563116758221692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25060485482826134,0.09604755831368189,0.19656146382757433,0.18732730895615415,0.04890538594128107
2012-11-19,0.0,0.0,0.0,0.0,0.07605855892470258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015270654535694516,0.18168233319146135,0.0,0.0,0.0,0.0,0.014988919853807485,0.05680164468752396,0.0,0.014871286810433098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32322756920074996,0.07663550328157497,0.2033017674176867,0.1843188816819733,0.02948180869294978
2012-11-20,0.0,0.0,0.0,0.0,0.014842513157990995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11014383587022113,0.18107389095224322,0.0,0.0,0.0,0.0,0.014838240172865549,0.014474368422044718,0.0,0.014863567372977832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3034249171408232,0.07579060670674076,0.20449415117365755,0.1720623100342243,0.05001956223893198
2012-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017584426916888628,0.2591691714189548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09562093927740412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3106966418732783,0.07827704344413468,0.21286880168962094,,0.025782975379718534
2012-11-22,0.01260272765649006,0.0,0.0,0.0,0.0,0.0,0.029236687680079573,0.0,0.0,0.0,0.0,0.0,0.11007923432625431,0.17621003311852215,0.0,0.0,0.0,0.0,0.0,0.030075762571325864,0.0,0.015326137088539901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33750178905384903,0.060878328532694086,0.20412443550023,0.1968123059304404,0.007563838977811652
2012-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029938996813677315,0.03145341391529938,0.0,0.02119338094905227,0.1264514757988445,0.0,0.0,0.0,0.0,0.01710472948347178,0.0,0.0,0.016433031610082194,0.0,0.0,0.0,0.0,0.0,0.14498999421241862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32721986758546473,0.05267645303736413,0.20698763521594984,0.21986265548482947,0.02086329457070048
2012-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030085691619895993,0.17545130880864582,0.0,0.0,0.0,0.0,0.04090200188185917,0.05968735756505258,0.01973768189941281,0.0,0.0,0.0,0.0,0.01491639561416385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628081651326855,0.07758947658026409,0.19328423600485653,0.2058656211159742,0.046878160763596625
2012-11-25,0.029326994289207448,0.0,0.0,0.012629607319176265,0.047915845498545155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06601103052923739,0.0,0.0,0.0,0.0,0.0,0.16873015412191772,0.0,0.0,0.0,0.0,0.0,0.013366491374109104,0.0,0.0,0.026865496876055467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33941632629923985,0.08275831748552255,0.20360978967770793,0.18058085766891996,0.001845744126409381
2012-11-26,0.0,0.0,0.0,0.0,0.016650818727866515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05098182625359771,0.0,0.0,0.0,0.0,0.0,0.08603750765288531,0.0,0.0,0.23349217027097321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32836231125295023,0.06903281816644197,0.2057297581576065,0.21726803388696958,0.005288882995970715
2012-11-27,0.0,0.0,0.0,0.02802720836263525,0.01245243147383124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916122764886395,0.0,0.0,0.0,0.11501069756736369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28526411901156357,0.07480006139059492,0.22115760800664255,0.23195229252050384,0.010996890342918703
