datetime,Houston_broken clouds,Houston_drizzle,Houston_dust,Houston_few clouds,Houston_fog,Houston_haze,Houston_heavy intensity drizzle,Houston_heavy intensity rain,Houston_heavy intensity shower rain,Houston_light intensity drizzle,Houston_light rain,Houston_light snow,Houston_mist,Houston_moderate rain,Houston_overcast clouds,Houston_proximity moderate rain,Houston_proximity shower rain,Houston_proximity thunderstorm,Houston_proximity thunderstorm with rain,Houston_sand,Houston_scattered clouds,Houston_shower rain,Houston_sky is clear,Houston_smoke,Houston_squalls,Houston_thunderstorm,Houston_thunderstorm with drizzle,Houston_thunderstorm with heavy rain,Houston_thunderstorm with light drizzle,Houston_thunderstorm with light rain,Houston_thunderstorm with rain,Houston_very heavy rain,Houston_volcanic ash,Houston_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-11,0.0,0.0,0.0,0.023862306359666265,0.03770265248477167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0639209686894272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047935141182977654,0.0,0.123159628992695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22334060081449778,0.08862747339410833,0.2015997442368009,0.14267045966448108,0.047181024180574106
2012-10-12,0.04874054181790047,0.0,0.0,0.03811763163568761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013625036291228888,0.0,0.05069967041459331,0.0,0.0,0.0,0.0,0.0,0.11839847712169006,0.0,0.02407111108980799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22428189811360447,0.08391426796543994,0.20084052705740243,0.1560835102625777,0.04122732823006709
2012-10-13,0.012018960818004585,0.0,0.0,0.04694021146507277,0.0,0.03697339934667717,0.0,0.0,0.0,0.0,0.0,0.0,0.025492446354039033,0.0,0.023587352988836945,0.0,0.0,0.0,0.0,0.0,0.11190844193015609,0.0,0.036907126063453484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20424911809387006,0.08389312352122423,0.21029029756401918,0.15647577894740844,0.051263742907238
2012-10-14,0.07929759968564436,0.0,0.0,0.07049249331994827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050343409453981934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03317345965058463,0.0,0.045865371710499335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2206233310654934,0.10027653559992537,0.19123097600585462,0.14596954466741696,0.06272727884065114
2012-10-15,0.0816234216515125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03287103524767885,0.0,0.061028469533294834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0570294203798685,0.0,0.022950116920162352,0.0,0.0,0.0,0.0,0.01299753843558539,0.0,0.010701099479697334,0.0,0.0,0.0,0.0,0.23136703681753445,0.1203561024222265,0.19092570394158495,0.13608510209548494,0.042064953075369366
2012-10-16,0.10058294706595429,0.0,0.0,0.010330997932060422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10281146334752311,0.0,0.0,0.0,0.0,0.0,0.06339370206086183,0.0,0.03738963776855653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18061433062865254,0.09542901341189607,0.2001572549268322,0.15469897357636697,0.054591679281296025
2012-10-17,0.09058682696721078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212322638678815,0.0,0.13906622764841092,0.0,0.04303319141760642,0.0,0.0,0.0,0.0,0.0,0.01331731895871132,0.0,0.027042627841712862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23002873103366225,0.08880598234363053,0.18689684115088645,0.1452380027993557,0.014751985970931266
2012-10-18,0.062458016480969596,0.0,0.0,0.01138851413491068,0.0,0.0,0.0,0.0,0.0,0.0,0.03776165289360738,0.0,0.09800606917764206,0.0,0.011572226229232119,0.0,0.0,0.0,0.0,0.0,0.0687990404514589,0.0,0.01141908201288902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261353799178012,0.08920986610940053,0.18058351077119097,0.11177874373894542,0.055669478821741336
2012-10-19,0.11097426002569406,0.0,0.0,0.0,0.01052943038495422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07995705721566236,0.0,0.040557907158088075,0.0,0.0,0.0,0.0,0.0,0.05118201950255172,0.0,0.011500264273932735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198533040365818,0.09030153489181979,0.19819442252515204,0.11847217125422972,0.08979789240209723
2012-10-20,0.0607990029095842,0.0,0.0,0.027625777918062453,0.0,0.047607678315845,0.0,0.0,0.0,0.0,0.04056479255686686,0.0,0.03860151446437177,0.0,0.010475458894560308,0.0,0.0,0.0,0.0,0.0,0.014805512248637543,0.0,0.10922520907095921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14687818829206412,0.09974100249527236,0.2016335200558447,0.16399660546499253,0.044165661825108275
2012-10-21,0.011693396059134142,0.0,0.0,0.05971563854307521,0.0,0.013310889058457176,0.0,0.0,0.0,0.0,0.0,0.0,0.04807688352747864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050659041269457535,0.0,0.16366836846165736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24682940750423418,0.054181001313985955,0.18359194148565486,0.13762029072127127,0.03065314205559366
2012-10-22,0.058536484155802655,0.0,0.0,0.02428570604962524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011933121960668742,0.0,0.02335426874252178,0.0,0.0,0.0,0.0,0.0,0.07043976814887126,0.0,0.09388609134612967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20925916037677525,0.12771777324473857,0.19267325947171907,0.1255510700866594,0.06236329641648841
2012-10-23,0.06009966888260048,0.0,0.0,0.0942456011293929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012167823690012932,0.0,0.012126134304153331,0.0,0.0,0.0,0.0,0.0,0.09365029397240292,0.0,0.012070685164486063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2204827398110537,0.10529426490196946,0.19346548658301335,0.13587704352170435,0.060520258039210524
2012-10-24,0.012967387314459853,0.0,0.0,0.09905398820840561,0.06671861537262085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02739877331567012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07512792618485811,0.0,0.024583114043198028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22022994634035242,0.09314595974210564,0.20099898763727317,0.14445797898526996,0.03531732285578622
