datetime,Nahariyya_broken clouds,Nahariyya_drizzle,Nahariyya_dust,Nahariyya_few clouds,Nahariyya_fog,Nahariyya_haze,Nahariyya_heavy intensity rain,Nahariyya_heavy intensity shower rain,Nahariyya_light rain,Nahariyya_mist,Nahariyya_moderate rain,Nahariyya_overcast clouds,Nahariyya_proximity thunderstorm,Nahariyya_scattered clouds,Nahariyya_shower rain,Nahariyya_sky is clear,Nahariyya_thunderstorm,Nahariyya_thunderstorm with heavy rain,Nahariyya_thunderstorm with light rain,Nahariyya_thunderstorm with rain,Nahariyya_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31474523123677883,0.0,0.0,0.0,0.0,0.0,0.17045651882716076,0.07210188590400195,0.2118273430888574,0.16752568759376962,0.06334333334943144
2012-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010797779957288386,0.0,0.0,0.0,0.30241490931926684,0.0,0.0,0.0,0.0,0.0,0.1675879422092494,0.09714800592048117,0.21526392235461053,0.16670997977623125,0.04007746046287242
2012-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2798915864642993,0.0,0.0,0.0,0.0,0.0,0.13888535904644458,0.18492450205262323,0.19074360624894296,0.14897455408583696,0.05658039210185297
2012-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2561759674538408,0.0,0.0,0.0,0.0,0.0,0.15320497777499167,0.23846084371454543,0.16573807860119638,0.1363517246125284,0.050068407842897324
2012-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2701631857913001,0.0,0.0,0.0,0.0,0.0,0.19333011730429187,0.1986904636927244,0.16547686522288121,0.14190833146061174,0.030431036528190746
2012-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261929456214565,0.0,0.0,0.0,0.0,0.0,0.1850853626594909,0.15279029825653564,0.15640135217085743,0.13096472810728202,0.11282880259126905
2012-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2525168173089275,0.0,0.0,0.0,0.0,0.0,0.18098582960047024,0.1655383335393181,0.14470581703899868,0.13203709285694623,0.12421610965533926
2012-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647595309402645,0.0,0.0,0.0,0.0,0.0,0.1811934555937339,0.18701753614258174,0.14293080552697932,0.1409203955004636,0.083178276295977
2012-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2680293978488638,0.0,0.0,0.0,0.0,0.0,0.1622132483020563,0.23587476783564154,0.14179709794978748,0.14266080853246,0.049424679531190875
2012-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2988820909882676,0.0,0.0,0.0,0.0,0.0,0.17080599482997347,0.16775173937421128,0.16062704582312184,0.15908240326794917,0.04285072571647666
2012-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3187559102950992,0.0,0.0,0.0,0.0,0.0,0.19373222908686127,0.11372880227706754,0.17549660656254,0.16966040386674663,0.02862604791168534
2012-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05332604657198608,0.0,0.28394819657345893,0.0,0.0,0.0,0.0,0.0,0.18308482393417155,0.04966831130511112,0.19562291828096037,0.17951693586773712,0.054832767466574776
2012-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2165881979594352,0.0,0.09332058150097562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13362944456425424,0.08204725818374044,0.18938560249978087,0.1649514471321544,0.12007746815965926
2012-11-18,0.0,0.0,0.0,0.07915222974659791,0.0,0.0,0.0,0.0,0.0626353771360421,0.0,0.0,0.1630825511251285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13552493234656685,0.09036823428272396,0.19050028390872822,0.16226960022994155,0.1164667912242709
2012-11-19,0.06766428356014643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16500134529198865,0.0,0.0,0.0,0.0,0.0,0.0,0.07230060779140078,0.0,0.0,0.0,0.0,0.0,0.16356815386565776,0.1254278210756279,0.18236330767060638,0.16232073885865644,0.06135374188591564
2012-11-20,0.13813667337679322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177748424239627,0.0,0.0,0.0,0.0,0.0,0.18747460777069247,0.1234829605430549,0.17888330579017328,0.16813239066680455,0.02614163761285465
2012-11-21,0.10342542346603427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2231286317044745,0.0,0.0,0.0,0.0,0.0,0.19293484165500177,0.10706554372836674,0.1777543397043683,0.1738110293649485,0.021880190376805917
2012-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35026749992261946,0.0,0.0,0.0,0.0,0.0,0.19020003526400375,0.03610318794120688,0.1970205391443648,0.1864327015717171,0.03997603615608802
2012-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07417728191787411,0.0,0.0,0.0,0.0,0.1429639659144092,0.0,0.10067095653218226,0.0,0.0,0.0,0.0,0.0,0.17664011007024638,0.1058293068129602,0.17571712077766755,0.1691581087746352,0.05484314920002514
2012-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07168331286432633,0.0,0.07975262176953207,0.0,0.0,0.0899365654143978,0.0,0.07118447418496059,0.0,0.0,0.0,0.0,0.0,0.1875446864068641,0.1117075206289393,0.1681917779908406,0.16636097015638987,0.053638070583749344
2012-11-25,0.06038206657173048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18267002734906043,0.0,0.0,0.0,0.0,0.0,0.0,0.04271068451097635,0.0,0.0,0.0,0.0,0.0,0.18771300159314483,0.1914741137333156,0.1489558708182938,0.1520995433588441,0.033994692064634416
2012-11-26,0.08453489320042268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21496575693641143,0.0,0.0,0.0,0.0,0.0,0.184128923934298,0.18027590546006134,0.1526285723657266,0.1594116363631539,0.024054311739925963
2012-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32225962897601174,0.0,0.0,0.0,0.0,0.0,0.17971647814185585,0.13478228339655715,0.1625327677437484,0.17152528639045814,0.029183555351368757
2012-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35263933568384265,0.0,0.0,0.0,0.0,0.0,0.18917996993363728,0.05548092763661752,0.17934304064352444,0.18769513028333593,0.03566159581904225
2012-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3496433113793426,0.0,0.0,0.0,0.0,0.0,0.16320758320637857,0.056264231495538664,0.18922310154235755,0.18610047218577944,0.05556130019060317
2012-11-30,0.01445108283345733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06996612140588766,0.0,0.15625358202297962,0.0,0.09912153443132858,0.0,0.0,0.0,0.0,0.0,0.1399579589822422,0.0795946440421056,0.19084677578794265,0.18085720294984794,0.06895109754420849
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09795256996824271,0.0,0.08103931361401766,0.0,0.15732093498322292,0.0,0.0,0.0,0.0,0.0,0.1541164408282868,0.07999053673082611,0.19117406482090707,0.1790052098816285,0.059400929172868246
2012-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33375550749416205,0.0,0.0,0.0,0.0,0.0,0.17060574126497755,0.06910175968135278,0.1941138919168631,0.17764406044044137,0.05477903920220321
2012-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06643341525009372,0.0,0.25365941967205907,0.0,0.0,0.0,0.0,0.0,0.16365699483937915,0.12784551938642671,0.1856213837246962,0.17037199278114612,0.03241127434619907
2012-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05968595393827178,0.0,0.0,0.13725699757904838,0.0,0.0,0.0,0.10115407584893639,0.0,0.0,0.0,0.0,0.0,0.16507491531121082,0.13960281511585743,0.17114965334757073,0.15866454682397554,0.06741104203512899
2012-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1251693655703847,0.0,0.13577156980783753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1731871406510599,0.17119341512990335,0.13939811683322895,0.1277888134629577,0.12749157854462792
2012-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20038336175393676,0.0,0.0,0.0,0.0,0.07137897129920846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17028960074725952,0.1955000970617804,0.13494984934230744,0.14222947697402114,0.08526864282148633
2012-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08175970237432356,0.0,0.18691896276945041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20083963831304938,0.1607383650451308,0.1327385826520337,0.1430063862862025,0.09399836255980969
2012-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12980060001278726,0.0,0.1309762425680685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18558400875508582,0.16295138652118157,0.1330723891096948,0.13880057750271377,0.11881479553046825
2012-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07987188042997868,0.0,0.06422822039170109,0.07085869658318812,0.0,0.0,0.0,0.06737819657520744,0.0,0.0,0.0,0.0,0.0,0.181170783322148,0.1876838889539191,0.14042566741471582,0.15027614195713712,0.05810652437200454
2012-12-10,0.08609136924083301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18590021882245847,0.0,0.0,0.0,0.0683993294468411,0.0,0.0,0.0,0.0,0.0,0.1886058248488244,0.060283286809963886,0.17534628325422089,0.1811758109328128,0.05419787664404543
2012-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1861153803115434,0.0,0.0,0.0,0.0,0.0,0.0,0.09575906122557754,0.0,0.0,0.0,0.0,0.0,0.1679020892073849,0.14426052883200385,0.14232518609039566,0.14595258951132498,0.11768516482176976
2012-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2623909032297255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1589152012687732,0.19770860014917377,0.12734395639193913,0.13847218123987748,0.11516915772051091
2012-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08302764785099229,0.0,0.0,0.0,0.0,0.1463758698737957,0.0,0.08817910989610735,0.0,0.0,0.0,0.0,0.0,0.18238854255016965,0.1337114937303192,0.15531250853814263,0.16903591470144455,0.04196891285902863
2012-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13275697043549456,0.0,0.0,0.0,0.0,0.16579698558211278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18322421715089485,0.1888901604047709,0.1430020794387952,0.15890775078356548,0.02742183620436626
2012-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15377090388028916,0.0,0.0,0.0,0.0,0.0,0.0,0.14336383510152118,0.0,0.0,0.0,0.0,0.0,0.18371319786311646,0.1860366157218346,0.13732052203709164,0.15815236107096384,0.03764256432518316
2012-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08817122343550754,0.0,0.28266673454184305,0.0,0.0,0.0,0.0,0.0,0.1942128759754919,0.007523784549311035,0.16767689066659355,0.19738149376213854,0.062366997069114506
2012-12-17,0.0649871913534414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24947670451592183,0.0,0.0,0.0,0.0,0.0,0.16948786205671498,0.16963486758445215,0.13769687703314806,0.1673759445756291,0.041340552880692535
2012-12-18,0.09098206789481796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07279010806859207,0.0,0.0,0.062148363293940884,0.0,0.0,0.0,0.07387364741883759,0.0,0.0,0.0,0.0,0.0,0.18692187222109816,0.15906796273052906,0.14022769283813744,0.15956787355345542,0.05442041198059145
2012-12-19,0.13258411148719704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08700770861151724,0.0,0.0,0.0,0.07478182066965815,0.0,0.0,0.0,0.0,0.0,0.1711764327745704,0.1451743719294905,0.14673149754762604,0.15668274427994042,0.08586131270000019
2012-12-20,0.1545593660558726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057187122384200074,0.0,0.0,0.0,0.0,0.069131403047026,0.0,0.0,0.0,0.0,0.0,0.16528135791322993,0.15289453637981817,0.14279725269047183,0.14857714994661386,0.10957181158276753
2012-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.06419540225513871,0.0,0.0,0.0,0.19593256352254487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19069414379772434,0.16093100977871924,0.11680583583640669,0.12466125830234183,0.14677978650712428
2012-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.07502320639787552,0.0,0.057949335565632844,0.0,0.13217440886808893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19581448784879926,0.17763720585939533,0.11586121058158387,0.13402408418032732,0.11151606069829695
2012-12-23,0.0632247076713178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2236190343167452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20569260902813732,0.15640168070163193,0.12698365521677454,0.15267489492913056,0.07140341813626266
2012-12-24,0.08851459073984491,0.0,0.0,0.07041403610154405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16965814690723272,0.0,0.0,0.0,0.0,0.0,0.1695929101549503,0.11337250396322678,0.15602633600824561,0.17489296022104084,0.057528515903914806
2012-12-25,0.0,0.0,0.0,0.09857965054216167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0845059071738314,0.0,0.1430995506230886,0.0,0.0,0.0,0.0,0.0,0.16919062461371168,0.12744484322547375,0.15538040939166917,0.17361465443854376,0.0481843599915201
2012-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115286386048346,0.0,0.0,0.0,0.0,0.0,0.1883574115912774,0.14788836485787124,0.14651844908458825,0.16581363022515416,0.03989350563627438
2012-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28404067777072534,0.0,0.0,0.0,0.0,0.0,0.1982978402047665,0.20697940575250293,0.12986573408019786,0.15118294139409597,0.02963340079771141
2012-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32223116235046545,0.0,0.0,0.0,0.0,0.0,0.23613559652742586,0.09789463775595338,0.1432388287967444,0.17151013479944155,0.028989639769969346
2012-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0867221089494186,0.0,0.22708066470145308,0.0,0.0,0.0,0.0,0.0,0.20078326711085617,0.15033073810374256,0.14523232051692536,0.16702405694320618,0.02282684367439801
2012-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06776514979255975,0.0,0.0,0.0,0.0,0.0,0.0,0.22319124901523604,0.0,0.0,0.0,0.0,0.0,0.19673710810797207,0.1992347364938164,0.13353227861833175,0.1548638896880206,0.024675588284063407
2012-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3036310338756288,0.0,0.0,0.0,0.0,0.0,0.21202518729987485,0.1583736627026758,0.13839194192542395,0.16161006641767364,0.025968107778722993
