datetime,Nashville_broken clouds,Nashville_few clouds,Nashville_fog,Nashville_freezing rain,Nashville_haze,Nashville_heavy intensity rain,Nashville_heavy snow,Nashville_light intensity drizzle,Nashville_light rain,Nashville_light shower snow,Nashville_light snow,Nashville_mist,Nashville_moderate rain,Nashville_overcast clouds,Nashville_proximity thunderstorm,Nashville_proximity thunderstorm with rain,Nashville_scattered clouds,Nashville_shower snow,Nashville_sky is clear,Nashville_smoke,Nashville_snow,Nashville_squalls,Nashville_thunderstorm,Nashville_thunderstorm with heavy rain,Nashville_thunderstorm with light rain,Nashville_thunderstorm with rain,Nashville_very heavy rain,Nashville_nan,humidity,wind_direction,temperature,pressure,wind_speed
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2669054530374738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20474271804431457,0.1839499726146574,0.16957503747153133,0.12209834334374382,0.052728475488279046
2013-11-02,0.011104459726725609,0.06788089960223694,0.0,0.0,0.0,0.0,0.0,0.0,0.04645759747503805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033733781945388584,0.0,0.11310797271340613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1845929245216286,0.22202085158429893,0.14595903763338336,0.14804554234643366,0.027096932451460203
2013-11-03,0.0,0.021822696740511002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021831457937670846,0.0,0.24472193003916506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1834901125547119,0.16584884271969755,0.13775896847452382,0.20052913084064417,0.02399686069307566
2013-11-04,0.15792012743133185,0.01275447188767972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01236415455563567,0.0,0.0,0.038163528322277464,0.0,0.08015577714618766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19225077696222978,0.10859317266295182,0.1448118355429047,0.21650168614821982,0.03648446934058156
2013-11-05,0.09975567286927646,0.036838067416009285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11179856433468859,0.0,0.0,0.037202460951109004,0.0,0.012220993055522723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15062808454323737,0.12934524597522096,0.16529777176729596,0.21832680115540656,0.03858633793223314
2013-11-06,0.0,0.03646883744790778,0.0,0.0,0.012269649648381953,0.0,0.0,0.0,0.011892945407275597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2265760061196508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1651832751313077,0.14090148448447273,0.17801452016964622,0.1563882019410011,0.07230507965035611
2013-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04150862420680524,0.0,0.0,0.03219998558584754,0.03183703310743376,0.0,0.0,0.0,0.010363044892835514,0.0,0.14759989718010583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17213864352655003,0.2342004790226757,0.13773952335810696,0.13096847255607028,0.06144429656356915
2013-11-08,0.0,0.0,0.011994787863725728,0.0,0.012346497341069934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2923804052875531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16543343670283858,0.17361470101521156,0.13500533398772535,0.17557097950362963,0.0336538582982461
2013-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025737049986618955,0.0,0.0,0.0,0.0,0.0,0.0,0.28689936975645486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1609535218826738,0.1818642991621752,0.13984617198605584,0.16094929947120404,0.04375028775481732
2013-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3058131588703467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16128614920738268,0.17469356348729215,0.15471911183243617,0.1616146338354664,0.04187338276707587
2013-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3159739814293439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1252353794452554,0.20878689864318686,0.15255750905538393,0.16436323647695839,0.03308299494987149
2013-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024123925853652806,0.0,0.013197644463648808,0.02285124073413645,0.0,0.0,0.0,0.0,0.0,0.0,0.24839860136475878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12554442398954288,0.14190070314104783,0.14220416913854508,0.17269912031676107,0.10908017099790628
2013-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31228330386326836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15154822953728367,0.17107920881285932,0.10603280772493535,0.21215047584860433,0.046905974213048984
2013-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32712238885365447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12575758393987432,0.18668392163660633,0.15276642160450518,0.16506979321636706,0.0425998907489926
2013-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025584890137492516,0.0,0.0,0.012522636684437616,0.0,0.0,0.0,0.0,0.0,0.0,0.2824888631366204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013994115258773256,0.0,0.14995320623691363,0.17201384667003536,0.15451025260152015,0.1567060301739943,0.032226159100212745
2013-11-16,0.011921365807423286,0.0,0.01193338835191212,0.0,0.0,0.0,0.0,0.0,0.011528122323883018,0.0,0.0,0.11446123872026355,0.011515038775235062,0.02306496553837903,0.0,0.0,0.013931693109454293,0.0,0.09584090412089112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23419575693910444,0.14783189850519876,0.16519195932108363,0.12575763080869415,0.052342350756736246
2013-11-17,0.011126098007689678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033579547063633586,0.0,0.0,0.022028219654493142,0.010688235176909667,0.0223927575846648,0.0,0.0,0.0,0.0,0.1761559165090748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21099229973053735,0.1421747514556835,0.18162981782195095,0.09359654944541945,0.09563580754994307
2013-11-18,0.0,0.010797724786773296,0.0,0.0,0.0,0.0,0.0,0.0,0.021901314980866355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01182987014603411,0.0,0.23917529326874676,0.0,0.0,0.0,0.010781110193312252,0.0,0.0,0.0,0.0,0.0,0.14334434553920897,0.21469526524579016,0.18089074515635803,0.10723961457488868,0.05934471610802142
2013-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273266169593266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13915152777334058,0.13961455232162412,0.14910900949026723,0.1655131520788211,0.07928514137662039
2013-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34115971838124937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15845910304880634,0.13951764212169118,0.18563598536597645,0.12488002401735661,0.05034752706492008
2013-11-21,0.048035810149801184,0.025955102514005592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050424590579468326,0.0,0.19112615419956455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14663374725344244,0.19127878357904596,0.19789725483572093,0.1056931044942029,0.042955452394748135
2013-11-22,0.011622479405054167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02178981669614807,0.0,0.0,0.07308428607095728,0.0,0.05437813257810367,0.0,0.0,0.04919878503976554,0.0,0.06825934078555877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2034289628712982,0.18487014233274623,0.17083729988519772,0.12304174587096879,0.03948900846420157
2013-11-23,0.038240381021460414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022899485071356696,0.0,0.09959590559337948,0.0,0.0,0.035338045140586825,0.0,0.09556307709978228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17812083702783535,0.1741217680506196,0.1545577246268783,0.13332618354869755,0.0682365928194035
2013-11-24,0.031641198276566966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014966619111172948,0.0,0.2866892312993468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11872204338010202,0.19545390478833244,0.2097111252741504,0.10058783126485199,0.04222804660547643
2013-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026194296258044588,0.0,0.0,0.0,0.0,0.0,0.0,0.30294231419566997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13282087771179693,0.19310024483223767,0.17945354258712384,0.1242757269998892,0.0412129974152378
2013-11-26,0.0,0.0,0.010766665984022684,0.0,0.0,0.013913596601454609,0.0,0.0,0.08468300016459944,0.0,0.0,0.14604064851628917,0.013536070077657211,0.0,0.0,0.0,0.0,0.0,0.045763730020799774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24321576014515656,0.13521739618979112,0.11376867450024993,0.13669943950533783,0.05639501829464169
2013-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2879425570520982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16005524154515702,0.2419244970965628,0.0898285144231777,0.12814567718412606,0.09210351269887823
2013-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327264101509623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15926118948710563,0.19847537732287687,0.08633073188593089,0.19042822748332203,0.03824037231114156
2013-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321792375097048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1553310106106119,0.17737164066345698,0.11108889795231214,0.20334645174027466,0.03106962393629627
2013-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31090811057344353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1671328776974932,0.16396192549974462,0.12149901109014538,0.18371788277462006,0.052780192364553245
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328623911964312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14924591346930452,0.16735985313305557,0.15000652003138837,0.15785913146311706,0.04690466993882241
2013-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3234410094502295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21141018512767773,0.15711371966777044,0.1661176595053911,0.11008234394169168,0.03183508230723953
2013-12-03,0.0,0.0,0.036690222171606446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1420503207735372,0.0,0.0,0.0,0.0,0.0,0.0,0.12902514593684172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2650071678039068,0.13752424326277687,0.16875560756058236,0.08920744639422233,0.031739846096526254
2013-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03644244443378239,0.0,0.0,0.0,0.0,0.0,0.0,0.25442232013858607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215030179750605,0.1438189740009274,0.1853159731561802,0.08532470588824742,0.07964540263167151
2013-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011315782366530351,0.0,0.0,0.08502496212306877,0.011653433891804494,0.0,0.0,0.0,0.0,0.0,0.16032584111502637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20863525243465417,0.17550606712273906,0.1716576224239792,0.09332471597553933,0.08255632254665825
2013-12-06,0.0,0.0,0.0,0.0,0.0,0.024155788918307386,0.0,0.010821217273753299,0.03901661095771659,0.0,0.0,0.1379597940658417,0.07737355558882585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2401231305180759,0.16446222179248068,0.1037055242289849,0.12782545176052715,0.07455670489548656
2013-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013624937169857965,0.0,0.0,0.0,0.0,0.25849488274114096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23072921274977667,0.19067098692538517,0.08218416997288759,0.1609392295268067,0.06335658091414491
2013-12-08,0.0,0.0,0.0,0.0,0.0,0.011773278267146838,0.0,0.0,0.011891642105740707,0.0,0.0,0.13622034386915147,0.011892927224564755,0.0,0.0,0.0,0.0,0.0,0.12338672877916236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25838116684372947,0.15615554326298112,0.10254273891950588,0.15025359060855964,0.03750204011945771
2013-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046233309973651576,0.0,0.0,0.052321015480383586,0.012027558280377633,0.0,0.0,0.0,0.0,0.0,0.18685390515725706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24788722139072936,0.1868471198230867,0.11198517563601239,0.14029308332912765,0.036208879378601504
2013-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03710142506557729,0.0,0.02598459619096913,0.025612754620331492,0.0,0.0,0.0,0.0,0.0,0.0,0.2148363874256393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19712047923985243,0.19554574665145139,0.0967660888594558,0.15928932669165818,0.04774319525506502
2013-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08692901168442774,0.0,0.0,0.0626313310080967,0.0,0.0,0.0,0.0,0.0,0.0,0.1659107165478114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20597458897288978,0.1683933675317659,0.09915492684045418,0.18289202236428545,0.02811403505026892
2013-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33898638920518587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13859388852005375,0.19004707613487248,0.13434236350228945,0.16981580840581723,0.02821447423178122
2013-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3276448357706821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12013643978258344,0.21387926779475083,0.218869586957823,0.08306488794186266,0.036404981752298005
