datetime,Nashville_broken clouds,Nashville_few clouds,Nashville_fog,Nashville_freezing rain,Nashville_haze,Nashville_heavy intensity rain,Nashville_heavy snow,Nashville_light intensity drizzle,Nashville_light rain,Nashville_light shower snow,Nashville_light snow,Nashville_mist,Nashville_moderate rain,Nashville_overcast clouds,Nashville_proximity thunderstorm,Nashville_proximity thunderstorm with rain,Nashville_scattered clouds,Nashville_shower snow,Nashville_sky is clear,Nashville_smoke,Nashville_snow,Nashville_squalls,Nashville_thunderstorm,Nashville_thunderstorm with heavy rain,Nashville_thunderstorm with light rain,Nashville_thunderstorm with rain,Nashville_very heavy rain,Nashville_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-21,0.07777059281964424,0.05130094997848838,0.0,0.0,0.01193683761572424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07880952828188809,0.0,0.0,0.06417479281024492,0.0,0.03839401075024874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1833661366610306,0.18205333241105107,0.1780682517758014,0.10871370800864873,0.025411858887229605
2012-10-22,0.0,0.06551969735936347,0.0,0.0,0.0,0.0,0.0,0.0,0.013190367283725168,0.0,0.0,0.012718547511044379,0.0,0.0,0.0,0.0,0.012841131933928386,0.0,0.2150215587198895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20836534422722497,0.1309935110794438,0.18474348945339533,0.12710605740138717,0.029500295030597822
2012-10-23,0.06392386721004084,0.025744283884648275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03852708404637625,0.0,0.0,0.12029374401653907,0.0,0.06299253126539182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16149052682757517,0.13677389698461953,0.21427893768898829,0.14065817562339464,0.03531695245242615
2012-10-24,0.0,0.012899284636571286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13216528033082656,0.0,0.1726069833737698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17282775745159484,0.12084035111428183,0.21171889596662982,0.14119579245086114,0.03574565467546474
2012-10-25,0.0,0.10550047782424461,0.0,0.0,0.01238732158586129,0.0,0.0,0.0,0.0,0.0,0.0,0.02788251111654025,0.0,0.0,0.0,0.0,0.03918815718930568,0.0,0.12951863815186493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18879818354573272,0.12386854146142327,0.20690546884102826,0.1390481499854839,0.026902550298515075
2012-10-26,0.027113680770004377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02962921518592544,0.0,0.0,0.0,0.0,0.0734850922842687,0.0,0.18426729797749639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19850697903945044,0.11071898591266204,0.20782638112447202,0.1301492234376143,0.038303144268106375
2012-10-27,0.03914184228440827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010613292128494418,0.0,0.0,0.07877040910983556,0.0,0.07434216168015326,0.0,0.0,0.026090950412503987,0.0,0.07144338589315287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21896245564985525,0.1402170436115844,0.17965323788573528,0.12607697519838834,0.034688246145888356
2012-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04125600810748986,0.0,0.0,0.031514960099091945,0.0,0.173697280458967,0.0,0.0,0.0,0.0,0.02336999696985027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2265477318454869,0.18632275631275974,0.12815385174713842,0.11740371855487804,0.07173369590433781
2012-10-29,0.01454438842259867,0.03669245431577326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1478933791788206,0.0,0.0,0.01173231815128451,0.0,0.09373886828827005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1612452048012116,0.17209436171287076,0.1566068244308144,0.12426079703878197,0.10134705425972562
2012-10-30,0.02477111503760616,0.0704004586070255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011360534007146402,0.0,0.1743684252483253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13031425291936435,0.2597820626307903,0.12897146725954486,0.12025314818885757,0.08520829663964641
2012-10-31,0.035530353483264464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04930674567789355,0.0,0.0,0.012490687717817098,0.0,0.1998571044801669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09759746714933278,0.2552362769465365,0.14273060717350902,0.09546470282838347,0.1117860545430962
