datetime,Dallas_broken clouds,Dallas_drizzle,Dallas_dust,Dallas_few clouds,Dallas_fog,Dallas_haze,Dallas_heavy intensity drizzle,Dallas_heavy intensity rain,Dallas_heavy snow,Dallas_light intensity drizzle,Dallas_light rain,Dallas_light snow,Dallas_mist,Dallas_moderate rain,Dallas_overcast clouds,Dallas_proximity shower rain,Dallas_proximity thunderstorm,Dallas_proximity thunderstorm with rain,Dallas_scattered clouds,Dallas_sky is clear,Dallas_smoke,Dallas_snow,Dallas_squalls,Dallas_thunderstorm,Dallas_thunderstorm with drizzle,Dallas_thunderstorm with heavy drizzle,Dallas_thunderstorm with heavy rain,Dallas_thunderstorm with light drizzle,Dallas_thunderstorm with light rain,Dallas_thunderstorm with rain,Dallas_tornado,Dallas_very heavy rain,Dallas_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-11-01,0.0,0.0,0.0,0.10580433115348471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25042748594468967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15819889951194857,0.13021177854786647,0.20657510651064237,0.14055787120911478,0.008224527122253385
2012-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3633788680352866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2078037262345203,0.07276792147272029,0.20946025882876743,0.14602174129954318,0.0005674841291621758
2012-11-03,0.0,0.0,0.0,0.04218591241341973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013528792485186026,0.2850567772938208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1563426909454713,0.14087772557310368,0.22027213977438365,0.12942656668885796,0.012309394825756825
2012-11-04,0.0,0.0,0.0,0.05527206095297622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024117846252023206,0.23590091582634418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17989043147974196,0.16018934683419564,0.20497453429249646,0.1252400175814934,0.01441484678072892
2012-11-05,0.04558851090667849,0.0,0.0,0.0605683640485267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04745548829252483,0.20648670719521878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16397201975445463,0.10924127685624452,0.20239512715490468,0.15426614206307673,0.010026363728370591
2012-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012614862769257757,0.31542764964885683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1618604868471168,0.19504947543591414,0.1928226507137271,0.12001032399620411,0.008958737540886476
2012-11-07,0.0,0.0,0.0,0.10873741810120792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02635975790094766,0.2249981189759409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16313747022755531,0.14088449151723006,0.17539660238973168,0.15962287582537207,0.007660659654829184
2012-11-08,0.0,0.0,0.0,0.03128679971820573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3322405894481949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1805049061037166,0.10057000853530595,0.18772497965348964,0.16405123542381647,0.0036214811172707423
2012-11-09,0.0,0.0,0.0,0.013039407234358952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3475794124647626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16783808906530115,0.11226290830468642,0.19655212606984837,0.1499152880592512,0.019806022512845523
2012-11-10,0.16603424547124593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02623104194146617,0.0,0.0,0.0,0.013206393826990947,0.10654919403744946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1866431573515426,0.14750356056411684,0.19810879435678785,0.12367838633225668,0.032045226118143456
2012-11-11,0.11428476122613025,0.0,0.0,0.013601544864021188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012916276995781432,0.0,0.0,0.0,0.025298622684318563,0.150227716014761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18513453556575865,0.14077181493121224,0.20206239819161856,0.12079183203840559,0.03491049748799248
2012-11-12,0.038424440512172066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011112203986779057,0.0,0.0,0.0,0.03557020105966088,0.0,0.0,0.0,0.013057621272622034,0.2009336751435863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21493666655539756,0.17389986156178003,0.18053380170821257,0.0935547607457378,0.03797676745405167
2012-11-13,0.0,0.0,0.0,0.029236916325190043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01133195922101102,0.0,0.0,0.0,0.023338374214032717,0.2574636931296248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15762018160586758,0.21366118565248257,0.1223407370757598,0.17350367329632413,0.011503279479707343
2012-11-14,0.015765127410151125,0.0,0.0,0.06195797838714937,0.0,0.09719748884140411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06524796896027095,0.14989752568574177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17545426657947372,0.06533856073476846,0.1405193280206646,0.22470585768864296,0.003915897691732879
2012-11-15,0.03175405109265333,0.0,0.0,0.05393050428390497,0.0,0.015436151167161035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09643353862248659,0.0,0.0,0.0,0.04861655615156937,0.132410733677258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14371283656664505,0.10477146150424517,0.16011308571150937,0.20544993325032734,0.0073711479722397616
2012-11-16,0.06426210326326698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12064167671402215,0.1847938484934637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17265162590160651,0.13965911195590008,0.15454313796678568,0.14685047343938454,0.016598022265570337
2012-11-17,0.20416279312467647,0.0,0.0,0.06864666238330469,0.0,0.01518881284551449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01164083564607194,0.09989903293568338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15615143359076883,0.08246955647161848,0.1813471824440617,0.17841267426000976,0.015093635764187633
2012-11-18,0.01480974665245643,0.0,0.0,0.08036719246250519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10793404064384941,0.1943728161644865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1698476712064163,0.07854630383354996,0.16052459021416407,0.21186719628854514,0.010038387735096339
2012-11-19,0.19135918026645607,0.0,0.0,0.030832491265481515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07233544397869833,0.06512642438238221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15633619950371005,0.1316360151552652,0.15666879356412836,0.1810518971456414,0.02116756305089142
2012-11-20,0.22428716233553092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10072013467227153,0.0,0.0,0.0,0.013071889095055744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1343521863313213,0.15880964076354567,0.18071265688832253,0.1601441575100273,0.027902172403924924
