datetime,Saint Louis_broken clouds,Saint Louis_drizzle,Saint Louis_few clouds,Saint Louis_fog,Saint Louis_freezing rain,Saint Louis_haze,Saint Louis_heavy intensity drizzle,Saint Louis_heavy intensity rain,Saint Louis_heavy snow,Saint Louis_light intensity drizzle,Saint Louis_light intensity shower rain,Saint Louis_light rain,Saint Louis_light snow,Saint Louis_mist,Saint Louis_moderate rain,Saint Louis_overcast clouds,Saint Louis_proximity thunderstorm,Saint Louis_proximity thunderstorm with rain,Saint Louis_scattered clouds,Saint Louis_shower drizzle,Saint Louis_sky is clear,Saint Louis_sleet,Saint Louis_smoke,Saint Louis_snow,Saint Louis_squalls,Saint Louis_thunderstorm,Saint Louis_thunderstorm with heavy rain,Saint Louis_thunderstorm with light drizzle,Saint Louis_thunderstorm with light rain,Saint Louis_thunderstorm with rain,Saint Louis_very heavy rain,Saint Louis_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-11,0.011834295415952661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010502463487740579,0.0,0.0,0.0,0.021968067368317006,0.0,0.0,0.0,0.0,0.25223420519910883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16138980093646998,0.2306955118791821,0.16317834103695966,0.1120392816966213,0.04288260801866744
2012-10-12,0.04030160731394509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021751627599488375,0.0,0.026046897479012645,0.0,0.0,0.012919256785720028,0.0,0.27581862312178995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19075526324757813,0.0819690177203224,0.19264799254121542,0.17420901472201136,0.02332137931216202
2012-10-13,0.10982145501092307,0.0,0.014202924686819725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014407457832095724,0.0,0.10755597090552572,0.0,0.0,0.0,0.0,0.08413336460088151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2068398307799326,0.07457302114450319,0.1972271920378347,0.1530478168098141,0.03819096619166961
2012-10-14,0.012242763473629127,0.0,0.04904626641466176,0.0,0.0,0.03529610017619971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08725444676431034,0.0,0.02395512759880633,0.0,0.0,0.0,0.0,0.09781511331613361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24528031878833556,0.0952879395996435,0.19381889886488543,0.12644543598706484,0.033557589016329804
2012-10-15,0.036144069534144264,0.012226541253635245,0.036246232525260304,0.0,0.0,0.0,0.0,0.012364555777353006,0.0,0.0,0.0,0.0577785602622099,0.0,0.023022420993167047,0.0,0.025219587094269257,0.012775211025582224,0.0,0.011650641825581112,0.0,0.06711091339429633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21997088064451834,0.15533685746096568,0.20411059809377263,0.07164502356849571,0.05439790654674895
2012-10-16,0.0,0.0,0.012306612210340502,0.0,0.0,0.03719606335398234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012296550571140255,0.0,0.24548758073681687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18418508031138414,0.1922676875320843,0.18435890230894544,0.10586737115410995,0.026034151821196196
2012-10-17,0.0,0.0,0.013403855438467336,0.0,0.0,0.016707270365922847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012421320638046148,0.0,0.0,0.0,0.0,0.013090577441858986,0.0,0.2904868470207441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2224480475468564,0.09651418698489904,0.21772139929583986,0.09700084519525287,0.020205650072112422
2012-10-18,0.04042681114788833,0.0,0.0,0.0,0.0,0.0,0.0,0.012418906791574605,0.0,0.0,0.0,0.02544607653237967,0.0,0.025489939269110085,0.011248052177804562,0.07949424448185038,0.0,0.0,0.0,0.0,0.12501081961956553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19583882687535492,0.16210889058987846,0.21260323916143056,0.05155139719185462,0.05836279616130829
2012-10-19,0.028264188767911036,0.0,0.03847269591871702,0.0,0.0,0.0,0.0,0.0,0.0,0.023482918520658754,0.0,0.0,0.0,0.0,0.012756204386669356,0.056336987508682046,0.0,0.0,0.027525893088642645,0.0,0.13434129258200997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20301086344355943,0.21781991222438898,0.1849788181725539,0.053232880294078626,0.06207127497620312
2012-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0374852691663724,0.0,0.12539929414031178,0.0,0.012420327574489673,0.02580954953244986,0.1027334903230855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18719809847411675,0.22084453751830926,0.1654225659343232,0.05389791330206211,0.06878895403447943
2012-10-21,0.07320888915835651,0.0,0.0248347617478137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03685153651241225,0.0,0.0,0.02472437342675174,0.0,0.16062838388773015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21601441245579023,0.1800672272866138,0.17986634777848723,0.08684570415105952,0.016958363594984847
2012-10-22,0.0,0.0,0.03869119738212745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01360289837443318,0.0,0.0,0.012925073638762963,0.0,0.25652159113197487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21147901219596377,0.1214643074848895,0.19883980744898513,0.10129229866466304,0.04518381367820009
2012-10-23,0.02586621574009058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03968027588451967,0.0,0.025337017742973842,0.0,0.06552015554716134,0.012642841510843264,0.0,0.05151112813626649,0.0,0.0665244143927867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025431896257421416,0.0,0.0,0.0,0.23945051743722456,0.10237480880847159,0.217968746184688,0.10223153717386385,0.02972009256593301
2012-10-24,0.012031526125347773,0.0,0.012559163533685634,0.0,0.0,0.0,0.0,0.0,0.0,0.015895644605707148,0.0,0.024414431604338743,0.0,0.037269933507605844,0.011853739208251453,0.0,0.013027874771238901,0.0,0.0,0.0,0.17752810862559035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20247525890558524,0.1392912192311566,0.21601679379459635,0.10013167943884908,0.03750462664804693
2012-10-25,0.04982922551254645,0.0,0.012425696820462987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012144178185682251,0.0,0.0,0.012304049204583197,0.0,0.21538267382658852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20180759422843916,0.13560038730056298,0.22048332972183782,0.09895834509862715,0.0410645201006695
2012-10-26,0.03676214098688477,0.0,0.012343885987636386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02097554823833846,0.0,0.0,0.0,0.012483957561096909,0.0,0.0,0.01266652877691391,0.0,0.2002662685630218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1996768381676288,0.14691198976721215,0.2134797209234456,0.08671081954717054,0.05772230148065068
2012-10-27,0.0,0.0,0.012585620710054953,0.0,0.0,0.0,0.0,0.0,0.0,0.010412416710836297,0.0,0.010533219560461509,0.0,0.010702355077229822,0.0,0.12824778162268766,0.0,0.0,0.027006051027858666,0.0,0.07833413629022384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172271451927748,0.2253617212985349,0.1360914881675476,0.13229618521996572,0.08486948104147572
