datetime,Charlotte_broken clouds,Charlotte_drizzle,Charlotte_few clouds,Charlotte_fog,Charlotte_freezing rain,Charlotte_haze,Charlotte_heavy intensity drizzle,Charlotte_heavy intensity rain,Charlotte_heavy snow,Charlotte_light intensity drizzle,Charlotte_light rain,Charlotte_light snow,Charlotte_mist,Charlotte_moderate rain,Charlotte_overcast clouds,Charlotte_proximity thunderstorm,Charlotte_proximity thunderstorm with rain,Charlotte_scattered clouds,Charlotte_sky is clear,Charlotte_smoke,Charlotte_snow,Charlotte_thunderstorm,Charlotte_thunderstorm with drizzle,Charlotte_thunderstorm with heavy rain,Charlotte_thunderstorm with light rain,Charlotte_thunderstorm with rain,Charlotte_very heavy rain,Charlotte_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02367907772216948,0.0,0.23613679276823105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.2433848272973317,0.05761385887304107,0.16928395606940766,0.15907094111657133,0.08721092156321136
2012-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011787163108065055,0.0,0.0,0.08578062579691516,0.023519710552938194,0.16401961053197858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25337801569597224,0.0575467726738487,0.17137591466031843,0.16014346511551394,0.07244872186444971
2012-10-03,0.07716689319239994,0.0,0.0,0.03364050460127471,0.0,0.0,0.0,0.0,0.0,0.0226370748470045,0.03444462241948553,0.0,0.05421046977928857,0.011646959326702636,0.03682034407227087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2234538942486404,0.09953108145678961,0.1953655237166518,0.14750050045989008,0.06358213187960134
2012-10-04,0.06820643186206264,0.0,0.010914566082474209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10535875820936373,0.0,0.08889131300934998,0.0,0.0,0.0,0.016976019995274174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21884174314666527,0.08612047629437851,0.20459831643183357,0.18336827008239012,0.025842510850652232
2012-10-05,0.042592738454500935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05976731402725483,0.0,0.07498975895867575,0.0,0.025692146537646777,0.0,0.0,0.014539583317352773,0.07633099363684331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21245849762229405,0.08009401147453478,0.20502267534718044,0.19865355232572698,0.009858728297989382
2012-10-06,0.019325332158118935,0.0,0.05212526979844362,0.013167419862974795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036313988045648976,0.0,0.0,0.0,0.0,0.09743760404076558,0.07997275361901766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20572993017426155,0.07819427977493992,0.2014814530438835,0.19686699002200506,0.01938497945994037
2012-10-07,0.039021392296215186,0.0,0.04549608661151017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08763738714287365,0.0,0.015281241106139808,0.0,0.0,0.04295686981539799,0.07157172052917841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19960276778703867,0.08649028136154246,0.20688992532359177,0.1802420782824654,0.024810249744046452
2012-10-08,0.03615847199177843,0.0,0.0,0.0,0.0,0.0,0.0,0.014612597919836929,0.0,0.0,0.03746226636910178,0.0,0.04805933213909952,0.0,0.1248933733543676,0.03685751404169768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24774579901762517,0.03181992345965926,0.17397086487350344,0.1811756690098059,0.06724418782352427
2012-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03574773472403854,0.0,0.012419992634618559,0.012768763950647008,0.23775417061176018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2263627785475617,0.04186145106688402,0.15311935489049391,0.1960545383037676,0.08391121527022848
2012-10-10,0.012347669458699006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13772879767122753,0.0,0.0939300751906486,0.0,0.0,0.025415484019107277,0.024831071119551365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2408052409149968,0.09381163041951167,0.14748950966939886,0.1923154181236584,0.04135865511799205
2012-10-11,0.0,0.0,0.011114294159791127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03891511322712949,0.0,0.0273070989737228,0.0,0.0,0.053069326489106956,0.1649111156748283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19840922872294073,0.14184088506893683,0.17326026175887868,0.1733383983655964,0.017834277559068683
2012-10-12,0.0,0.0,0.05880708838363593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013628294536250835,0.0,0.0,0.0,0.0,0.0,0.2251691792132862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15748541616544479,0.12192232558974352,0.16849018173471056,0.20160490940436201,0.05289260497256612
2012-10-13,0.06106623543062913,0.0,0.028872108746631635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024133330224087906,0.0,0.027924311489093082,0.0,0.0,0.04350121216074074,0.13511702650832372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20256904296824388,0.06342298426811668,0.1918154147968086,0.212598399250451,0.008979934156873658
2012-10-14,0.013146755032389615,0.0,0.09089494023664374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04788884335644147,0.0,0.02417404536301011,0.0,0.0,0.0945667398093512,0.0375573525261839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1837470312049259,0.053193017019265376,0.17791057134510094,0.22481926387278126,0.052101440233906525
2012-10-15,0.01299779710999238,0.0,0.0373595981611435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05102267687190698,0.0,0.13363402390590345,0.0,0.0,0.0,0.06810472202538127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2267501657865266,0.0688205096835297,0.17213187722419912,0.21403956193264698,0.015139067298770001
2012-10-16,0.035747985289509614,0.0,0.021877453070795583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010738824228448657,0.0,0.010759591167836244,0.010315953688092419,0.1631887103296427,0.0,0.0,0.01103262634069927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20952662568038413,0.14014909896519565,0.1748211785602453,0.152288705410179,0.05955324726897144
2012-10-17,0.06743259120152702,0.0,0.04338058730392889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013588404393064175,0.0,0.0,0.0,0.0,0.012827496850117663,0.1918759033977583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17826574923668528,0.08849134567041765,0.1905254828016264,0.19023729106486098,0.02337514808001363
2012-10-18,0.024198702164044194,0.0,0.09346452061351153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04010835674376728,0.0,0.054778875631235756,0.0,0.0,0.08895393375610834,0.013722082041962945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20223114484842877,0.0848830495190835,0.1768983412572087,0.1840508156016445,0.036710177823004474
2012-10-19,0.06031155755595552,0.0,0.024975785617382774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011402154205767921,0.0,0.07670702696513035,0.0,0.01173764654987524,0.0,0.0,0.03620847915864392,0.07244493425551869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21554637322874082,0.10856567667907747,0.1747669550976927,0.1649867196250691,0.042346691061145525
2012-10-20,0.0,0.0,0.011306075549408032,0.024639975042870976,0.0,0.0,0.0,0.011108920654118249,0.0,0.0,0.011240146948805119,0.0,0.13208278218734018,0.0,0.0,0.0,0.0,0.0,0.09856468631182641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204225975558084,0.13705406991345412,0.18050109439007056,0.15129563612216892,0.046490052970106915
2012-10-21,0.05928623576097655,0.0,0.029063564246326928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04530696884581647,0.20226261388431185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21439192690557862,0.07732081157051084,0.17760219492201137,0.1800330932384965,0.014732590625970874
2012-10-22,0.012383784285262425,0.0,0.08010337096606987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040145792667645654,0.19099693844316742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17413995970828353,0.08763827140701407,0.180781887696945,0.20002414520591405,0.03378584961969802
2012-10-23,0.0,0.0,0.11287527530831425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05152796332917417,0.0,0.0,0.0,0.0,0.0,0.1674807422976492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20923294640970655,0.04193832412505422,0.18886455242953357,0.2209019522800825,0.007178243820485568
2012-10-24,0.026803806984418532,0.0,0.05227598210822252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023883293316514592,0.0,0.0,0.0,0.0,0.06534261097301815,0.1448584634354437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1968476810424297,0.07291930095303749,0.18933607360603624,0.20729565955033766,0.020437128030541405
2012-10-25,0.0,0.0,0.06601684808926414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028042903415175322,0.0,0.0,0.0,0.0,0.0,0.23433097986381526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19593550668913387,0.04551840827132092,0.2036628435855445,0.2157414606612613,0.010751049424484639
2012-10-26,0.02732581809675334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03651009832453186,0.0,0.0,0.0,0.0,0.06443132031436008,0.18855352666663758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21281415753907426,0.05294076945515346,0.19865879822912988,0.20555822484529665,0.013207286529062915
2012-10-27,0.0385843499518281,0.0,0.02587314918655956,0.013705359763662474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08212451970776474,0.0,0.0632011610310298,0.0,0.0,0.02569999573023511,0.05046940830039512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19868982324590886,0.0548590279767927,0.19543306065306598,0.18764525681281033,0.06371488763994723
2012-10-28,0.03757695208813091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03150075287169694,0.0,0.20154399952504146,0.0,0.0,0.012409277550978379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210277101205792,0.06887502843235098,0.18210609149767995,0.15631684771976806,0.09939394910856132
2012-10-29,0.1078906461896338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01050481806838014,0.0,0.0,0.0,0.1484301735728787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15862382826216725,0.17604532330971776,0.1643314118333853,0.13366360066697294,0.10051019809686414
