datetime,Toronto_broken clouds,Toronto_drizzle,Toronto_few clouds,Toronto_fog,Toronto_freezing rain,Toronto_haze,Toronto_heavy intensity rain,Toronto_heavy intensity shower rain,Toronto_heavy shower snow,Toronto_heavy snow,Toronto_light intensity drizzle,Toronto_light intensity drizzle rain,Toronto_light intensity shower rain,Toronto_light rain,Toronto_light rain and snow,Toronto_light shower sleet,Toronto_light shower snow,Toronto_light snow,Toronto_mist,Toronto_moderate rain,Toronto_overcast clouds,Toronto_proximity shower rain,Toronto_proximity thunderstorm,Toronto_rain and snow,Toronto_scattered clouds,Toronto_shower rain,Toronto_shower snow,Toronto_sky is clear,Toronto_snow,Toronto_squalls,Toronto_thunderstorm,Toronto_thunderstorm with heavy rain,Toronto_thunderstorm with light rain,Toronto_thunderstorm with rain,Toronto_very heavy rain,Toronto_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-11,0.011074525062795241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019957257904773526,0.0,0.0,0.0,0.0,0.0,0.0,0.032637533864643194,0.010837908128941644,0.0,0.0,0.0,0.0,0.0,0.2128414759811501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15866708386292935,0.11671266555088505,0.1762485764519868,0.1740175964321928,0.08700537675970231
2012-10-12,0.021242721061914865,0.0,0.0318666771178109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01061321411543943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03241485743571565,0.0,0.0,0.0,0.021162532298441228,0.0,0.0,0.1775537951801658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15528477504318247,0.12956468919345293,0.16168540562020078,0.18762699533574045,0.07098433759793545
2012-10-13,0.020728674047868052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03127867314945712,0.0,0.0,0.0,0.02066903115342514,0.0,0.0,0.22424925765058012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12599681813282082,0.15519648776180298,0.16628125609102873,0.1970112702044333,0.06383839923078462
2012-10-14,0.014805420547410611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035713195959073955,0.02462981870917073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2534156211245398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1777687257943946,0.13553252117684178,0.1667610857505307,0.2180638738322755,0.028516877798950832
2012-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023197099807133695,0.0,0.0,0.035380597776277146,0.0,0.0,0.0,0.0,0.13546984528354714,0.0,0.015659908735499675,0.0,0.0,0.0,0.0,0.0,0.0,0.07886171286945047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2509464214034737,0.0997958249316407,0.18465701693774442,0.17384408081048505,0.03758669996257794
2012-10-16,0.025980814750622163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046358126638856516,0.0,0.0,0.0,0.0,0.0,0.010959897700951357,0.0,0.06288629392342242,0.0,0.0,0.0,0.0,0.0,0.0,0.1505553582733206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18097732125162136,0.12437689585604884,0.18973956908499057,0.16002760805035462,0.07655519191164291
2012-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02063349684641078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010777887085272518,0.0,0.0,0.3153748420977868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14764638406535313,0.06568632254679033,0.1952175233764454,0.19746572271706575,0.04719782126487527
2012-10-18,0.030420063173871987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012093137003848523,0.023531340442834614,0.0,0.0,0.0,0.0,0.023389032278830223,0.0,0.011710429752370804,0.0,0.0,0.0,0.0,0.0,0.0,0.21723948734073417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21681231562837727,0.06847820167409548,0.18403040075498003,0.18435077682981443,0.04465994397266713
2012-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011840043019531113,0.02251898902476095,0.0,0.0,0.0,0.0,0.0,0.0,0.02612446754559097,0.0,0.0,0.0,0.0,0.0,0.0,0.27346722939029566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1916976012102828,0.030465729963503402,0.20969555778981672,0.18801134584810833,0.0541664362585385
2012-10-20,0.011602236521660389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10198897153247034,0.0,0.05874748820829201,0.0,0.0,0.0,0.023061558771389646,0.0,0.0,0.10890171072876753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2548666518919299,0.037282396794825076,0.18340291649011994,0.17354115506788623,0.0644552392826512
2012-10-21,0.01211164725942114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02751784183799283,0.01000545615889674,0.0,0.0,0.0,0.0,0.009972247703909115,0.0,0.027084978816801598,0.0,0.0,0.0,0.0,0.0,0.0,0.20294968480776152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2384535767606306,0.10538043517558703,0.17106920192014077,0.1607435124166554,0.05134462919125684
2012-10-22,0.0,0.0,0.010902766341516809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010576200147911373,0.01612581879969187,0.0,0.0,0.0,0.0,0.0,0.29112490831846377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14916599725161783,0.10829573700052253,0.20089588663161026,0.18390116651295776,0.06587696330001819
