datetime,Jerusalem_broken clouds,Jerusalem_drizzle,Jerusalem_dust,Jerusalem_few clouds,Jerusalem_fog,Jerusalem_haze,Jerusalem_heavy intensity rain,Jerusalem_heavy intensity shower rain,Jerusalem_heavy thunderstorm,Jerusalem_light rain,Jerusalem_mist,Jerusalem_moderate rain,Jerusalem_overcast clouds,Jerusalem_proximity thunderstorm,Jerusalem_ragged shower rain,Jerusalem_scattered clouds,Jerusalem_shower rain,Jerusalem_sky is clear,Jerusalem_smoke,Jerusalem_thunderstorm,Jerusalem_thunderstorm with heavy rain,Jerusalem_thunderstorm with light rain,Jerusalem_thunderstorm with rain,Jerusalem_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2549461566123514,0.0,0.0,0.0,0.0,0.025494615661235145,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.14491676270596818,0.2795909517515454,0.2119317308604902,0.04513800805595729,0.012487158691217214
2012-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17846230962864598,0.0,0.0,0.0,0.0,0.14196752255717057,0.0,0.0,0.0,0.0,0.0,0.0,0.16231688054677315,0.23875572351363275,0.2151593676809721,0.05025942741215978,0.013078768660645572
2012-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025391025731126237,0.0,0.29596705652945393,0.0,0.0,0.0,0.0,0.0,0.0,0.19322798170784408,0.21353538741641467,0.2060373113699073,0.05192183300105633,0.013919404244197499
2012-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31087378216214906,0.0,0.0,0.0,0.0,0.0,0.0,0.190374510355109,0.24685963096887462,0.18314018159803971,0.05106151183664015,0.017690383079187546
2012-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31289339000129407,0.0,0.0,0.0,0.0,0.0,0.0,0.20404258625058,0.25047146723979036,0.1748979027018628,0.044904946644099226,0.012789707162373565
2012-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31402963810204326,0.0,0.0,0.0,0.0,0.0,0.0,0.19477896103126122,0.2603783408077067,0.1742318800737813,0.04367530537450096,0.012905874610706561
2012-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3134810982561895,0.0,0.0,0.0,0.0,0.0,0.0,0.19002472326708064,0.2680102670458714,0.16964031553559036,0.04625130957878204,0.012592286316486087
2012-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3233793027988021,0.0,0.0,0.0,0.0,0.0,0.0,0.1857021948703316,0.2580573670350025,0.17483708720349533,0.04639804159106384,0.01162600650130459
2012-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3215133369322233,0.0,0.0,0.0,0.0,0.0,0.0,0.193964323856091,0.2517467044211518,0.17174877255281007,0.04612328077618815,0.014903581461535628
2012-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32042565081566904,0.0,0.0,0.0,0.0,0.0,0.0,0.18536449222820603,0.26636433825221734,0.17259405619947787,0.04201243781127908,0.013239024693150641
2012-10-11,0.0,0.0,0.0,0.013523434936684375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33312790086592975,0.0,0.0,0.0,0.0,0.0,0.0,0.18014905099721587,0.2395000361017946,0.19092124170414485,0.034762269794353595,0.008016065599876944
2012-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3493710714642669,0.0,0.0,0.0,0.0,0.0,0.0,0.18274523857519775,0.20997075800638165,0.20018830642706678,0.03695997623410913,0.020764649292977843
2012-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343174315157726,0.0,0.0,0.0,0.0,0.0,0.0,0.19597997013392124,0.20272620594037802,0.19062943734314966,0.05262844402706516,0.014861627397759964
2012-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34401431086987094,0.0,0.0,0.0,0.0,0.0,0.0,0.18165133833460412,0.21223218265931132,0.19771738131002045,0.05257249139292605,0.011812295433267207
2012-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3359664087099594,0.0,0.0,0.0,0.0,0.0,0.0,0.19588547429427175,0.20954355092675217,0.19072874976955392,0.05425518120121913,0.013620635098243605
2012-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313850853855344,0.0,0.0,0.0,0.0,0.0,0.0,0.18334502385842819,0.21821498925123325,0.19625761019849206,0.05724661506499249,0.013550676241319596
2012-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34116074310133,0.0,0.0,0.0,0.0,0.0,0.0,0.16379468685544432,0.21462370009872533,0.21245538674339337,0.058451968440868474,0.009513514760238507
2012-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42790500590763236,0.0,0.0,0.0,0.0,0.0,0.0,0.15868332962249607,0.07840887954601751,0.26324885243832463,0.06361123387347513,0.008142698612054293
2012-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365582843774439,0.0,0.0,0.0,0.0,0.0,0.0,0.1215652861758245,0.23761102673161882,0.22292329551254597,0.043924533743401196,0.008393014062170493
2012-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3362813091128301,0.0,0.0,0.0,0.0,0.0,0.0,0.12684840222920885,0.29265843012109155,0.19878094497965862,0.0386434794845679,0.006787434072642969
2012-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32762842941964626,0.0,0.0,0.0,0.0,0.0,0.0,0.1831385209514672,0.27109192291537804,0.17691267190577,0.034292722845470316,0.006935731962268157
2012-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04455460150577184,0.0,0.0,0.0,0.0,0.31343698604159387,0.0,0.0,0.0,0.0,0.0,0.0,0.17508048298645532,0.21617701385997692,0.19974071747980515,0.04048552487008201,0.010524673256314931
2012-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3544681000797058,0.0,0.0,0.0,0.0,0.0,0.0,0.16855444094397543,0.2224815820344139,0.196384525688971,0.04379207434972357,0.014319276903210347
2012-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31854913255603073,0.0,0.0,0.0,0.0,0.0,0.0,0.18016020240379507,0.270574145083005,0.16764330702910654,0.04829158251451555,0.014781630413547228
2012-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013302993160846004,0.0,0.0,0.0,0.0,0.30543683682703743,0.0,0.0,0.0,0.0,0.0,0.0,0.16841446307586724,0.2930068532875959,0.16780052821216507,0.038937258966121664,0.013101066470366652
2012-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423968664853389,0.0,0.0,0.0,0.0,0.0,0.0,0.17710238578477167,0.24984611438189577,0.17344697285665334,0.037909819840795556,0.019297840650544854
2012-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3443149823470113,0.0,0.0,0.0,0.0,0.0,0.0,0.19865083049268584,0.22999038875669933,0.16872760094165604,0.040921208176385476,0.017394989285562094
2012-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3551098275403286,0.0,0.0,0.0,0.0,0.0,0.0,0.22004292534914174,0.1897681928919491,0.17085006327541116,0.05409545749846256,0.010133533444706836
2012-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3962591049294268,0.0,0.0,0.0,0.0,0.0,0.0,0.22389730616664374,0.10066247807158517,0.19875546190961127,0.07002086869590161,0.010404780226831448
2012-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40779562583304035,0.0,0.0,0.0,0.0,0.0,0.0,0.15653876409696948,0.14467990788939808,0.2217550286230763,0.05692408567545617,0.012306587882059641
2012-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39887102811261993,0.0,0.0,0.0,0.0,0.0,0.0,0.16669969975094648,0.16092015935701226,0.21817781818328577,0.04588749961857336,0.00944379497756227
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38051162024439195,0.0,0.0,0.0,0.0,0.0,0.0,0.18388310098311292,0.17012496776135003,0.2051550215315656,0.052767658563923125,0.0075576309156564206
2012-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3750872740465363,0.0,0.0,0.0,0.0,0.0,0.0,0.14676190403026237,0.20020950866445608,0.22301903166321912,0.051549477227424666,0.003372804368101468
2012-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34812156148012335,0.0,0.0,0.0,0.0,0.0,0.0,0.16349201506938868,0.2321936438809237,0.20451888996427955,0.04152005851518264,0.010153831090102124
2012-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361034769894549,0.0,0.0,0.0,0.0,0.0,0.0,0.13548208078075333,0.2284157894032732,0.21171595562802317,0.04630137066593389,0.017050033627467306
2012-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3486167274197851,0.0,0.0,0.0,0.0,0.0,0.0,0.1411803342872944,0.2513628148751725,0.19580670922058988,0.054301077085808086,0.00873233711135006
2012-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038968533743892746,0.0,0.0,0.0,0.0,0.3974770741505141,0.0,0.0,0.0,0.0,0.0,0.0,0.18242616408963727,0.06470200976883596,0.24042217565758964,0.06972291325138334,0.006281129338147025
2012-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36457801589629785,0.0,0.0,0.0,0.0,0.0,0.0,0.14783346703101938,0.21799489139216865,0.20327103389052345,0.0574083788955791,0.008914212894411662
2012-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31116697732733106,0.0,0.0,0.0,0.0,0.0,0.0,0.17184368296290306,0.2876667885122968,0.16332089416999448,0.05485116386774507,0.0111504931597296
2012-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31739360191092364,0.0,0.0,0.0,0.0,0.0,0.0,0.22157253544312025,0.25334394670196786,0.15830658186624244,0.04020544420230555,0.009177889875440376
2012-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33572969683285087,0.0,0.0,0.0,0.0,0.0,0.0,0.2274561631046119,0.21749638566534302,0.15687747991973514,0.02976960196365933,0.03267067251379985
2012-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33188233961037267,0.0,0.0,0.0,0.0,0.0,0.0,0.2278949841676761,0.21581976041162487,0.14225109675035577,0.044649135913257774,0.03750268314671282
2012-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3326723564384688,0.0,0.0,0.0,0.0,0.0,0.0,0.21778065414948658,0.22325119233369425,0.1370833078667914,0.0497073646230061,0.03950512458855288
2012-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3282400933540772,0.0,0.0,0.0,0.0,0.0,0.0,0.21427736413509654,0.25246440469250064,0.13117252412340932,0.05649088342701903,0.0173547302678973
2012-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31873766257081687,0.0,0.0,0.0,0.0,0.0,0.0,0.20145260491644992,0.2882959238098563,0.1285436703595409,0.0561704704020013,0.006799667941334765
2012-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34341973868181164,0.0,0.0,0.0,0.0,0.0,0.0,0.2228167489132561,0.21833089818744766,0.1442324065416425,0.06621458252462338,0.004985625151218723
