datetime,Portland_broken clouds,Portland_drizzle,Portland_dust,Portland_few clouds,Portland_fog,Portland_freezing rain,Portland_haze,Portland_heavy intensity rain,Portland_heavy snow,Portland_light intensity drizzle,Portland_light rain,Portland_light snow,Portland_mist,Portland_moderate rain,Portland_overcast clouds,Portland_proximity thunderstorm,Portland_scattered clouds,Portland_sky is clear,Portland_sleet,Portland_smoke,Portland_snow,Portland_thunderstorm,Portland_thunderstorm with light rain,Portland_very heavy rain,Portland_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-15,0.0839138817088008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024202048383892824,0.0,0.1287972324478194,0.0,0.0,0.06440403739661239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24052949687980626,0.12220230720685253,0.15373849721899602,0.17858829355005845,0.04371245468712903
2012-10-16,0.014436718071077556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10438178196527685,0.0,0.056041000916228684,0.011721210897868336,0.09829582224053333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24081718447200673,0.12517837643714905,0.14973318273488856,0.14897910220737695,0.05041562005759398
2012-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011178613362906103,0.0,0.0,0.033386038985473675,0.0,0.011072620789885086,0.011042784643379676,0.06876818192644528,0.0,0.022223701897467685,0.16445163012154626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20693008478133829,0.1876970577125273,0.16327815303505053,0.16455973631261414,0.04163226509025696
2012-10-18,0.03700324468077868,0.0,0.0,0.04855486529422271,0.0,0.0,0.0,0.0,0.0,0.0,0.02159654672809591,0.0,0.05345609011838856,0.0,0.02229960354746942,0.0,0.07570053148838536,0.045080394895998056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23739333414997518,0.12387886805044433,0.12205833940609888,0.19872948192595408,0.02414008863710446
2012-10-19,0.10250872163604491,0.0,0.0,0.04339990029688103,0.024693536756012907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04709296589715836,0.0,0.0,0.0,0.025758203934391113,0.07165657943349985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2369207022546915,0.1206867977210263,0.1323401293374392,0.18739785349548718,0.01741630516464646
2012-10-20,0.061014196000411754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0657259357799327,0.0,0.011101099323764992,0.0,0.15692136786168973,0.0,0.0,0.0168609967992684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2195615273014428,0.1103166740880771,0.14901895036348078,0.1600484853972183,0.05857916405560687
2012-10-21,0.06371391144207826,0.0,0.0,0.06062619799062474,0.0,0.0,0.0,0.0,0.0,0.0,0.04858965877852404,0.0,0.021386496129487547,0.0,0.0,0.0,0.0911687109570914,0.01723936418887331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24566522307003869,0.1398337577771607,0.12457752528859133,0.15262417243981863,0.04481103289896299
2012-10-22,0.05118083638268726,0.0,0.0,0.03838378146359976,0.0,0.0,0.012564396374876123,0.0,0.0,0.0,0.024730508747384056,0.0,0.06839859332606456,0.0,0.012732360090023202,0.0,0.0741854018685059,0.04784546010253272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24808961611687333,0.11764747579440903,0.11916157019434892,0.16812851925936215,0.0376256149557391
2012-10-23,0.0909920695762942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063945011804809,0.0,0.054431327608385115,0.02583415612582665,0.037739799661226724,0.0,0.013264181180563826,0.03721062908590519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26909624228272927,0.12932492142506138,0.11936899171885472,0.13508982725162924,0.04612752913560877
2012-10-24,0.15916024079537383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07379677331925898,0.0,0.012100419111226243,0.0,0.04010726860498309,0.0,0.012277975228751898,0.017630605183746272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2357749454526631,0.14028516810160394,0.11140648777895264,0.14411798205435536,0.06316609042961231
2012-10-25,0.024858094027986066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13983906041123337,0.0,0.012801409791077,0.012910794093215163,0.08833184613830726,0.0,0.0,0.034832205984599136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24939121937112319,0.1269975289051596,0.11539464221972963,0.16179821968132332,0.05362758099050649
2012-10-26,0.012355910241865853,0.0,0.0,0.0,0.024551243252018806,0.0,0.0,0.0,0.0,0.0,0.11287087540016227,0.0,0.06613151827415756,0.0,0.0241492936409882,0.0,0.04123474482006506,0.031221774864753266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2521177915304661,0.10758454772605265,0.11524004525017512,0.20557820716018158,0.02797386379998576
2012-10-27,0.03675545525735476,0.0,0.0,0.0,0.0,0.0,0.01202451593140282,0.0,0.0,0.0,0.027867962448883857,0.0,0.06102778876343384,0.0,0.1415853000961896,0.0,0.010806310266180853,0.014132429217660588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2504249407454234,0.10516258842637392,0.11400254886962585,0.19689942485211967,0.03974510765641018
2012-10-28,0.014771887935555129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05004431686606529,0.0,0.05994842497465488,0.03599611322735331,0.10914290579515806,0.0,0.023646955546598566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24852008427847763,0.11403202093693861,0.12256196778865609,0.1702193147928219,0.05111600785772057
2012-10-29,0.025759477105471055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010694511578854857,0.1111931588712647,0.0,0.08665889073388817,0.014625290073334565,0.03638586584402766,0.0,0.0,0.017166099424902746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25888935365805865,0.09545499748198312,0.15162819446291292,0.15971723816850603,0.042613978999214576
2012-10-30,0.10105403021707039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12568389186959608,0.0,0.012011266400228648,0.028006838607146714,0.01148716737051697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23565141352679275,0.12673234234778924,0.14443355074596373,0.14476441898849995,0.07017507992639552
2012-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012424348073634841,0.0,0.0,0.036433193688653775,0.0,0.08418779321929566,0.011720506967255169,0.06182187137007613,0.0,0.0,0.11640843742841477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26506348659125867,0.11649037929654522,0.1616261978490346,0.17495374267158117,0.03618022643336714
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11438731820548546,0.0,0.08640687385766843,0.011774042538659867,0.060178251568123585,0.0,0.0,0.03402865473297157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274009351772869,0.10133974678865597,0.15029616078202895,0.13602265944399325,0.05439105295728302
2012-11-02,0.03783758526982919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13574759139207523,0.0,0.022811075343231235,0.0,0.025021848537067192,0.0,0.011177659782551135,0.08379683085950095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24106385888724316,0.1358331214920977,0.14764869350461413,0.14684175968712812,0.062441612512837634
2012-11-03,0.06402503056123714,0.0,0.0,0.014776715300344696,0.0,0.0,0.0,0.0,0.0,0.0,0.037435799109581426,0.0,0.05219050520379267,0.0,0.07579388410038691,0.0,0.0,0.08289861735567754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26985220605530563,0.10612563536437723,0.14912954704764422,0.18012093232859303,0.02387033716791483
2012-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04881409334203077,0.0,0.11975466579013709,0.012191399109551616,0.08813441764864642,0.0,0.0,0.03246528387181848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2634025405417375,0.10270962688221179,0.14130607058196476,0.16960021872254702,0.043571895221166064
2012-11-05,0.01356515503924259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02298786368344338,0.0,0.025379491403743976,0.0,0.13105745496533874,0.0,0.0,0.11807805888217628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24058924078289642,0.1264955438350012,0.16059693902143077,0.19125752307880725,0.030140039503643547
2012-11-06,0.011757208789826973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041340645322165824,0.0,0.014738998296725925,0.2322856828921209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22716441317129787,0.14213748680075255,0.1600572888185568,0.16708574490959358,0.02236289876323441
2012-11-07,0.05588376855939576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396760425780673,0.0,0.07569479011677122,0.0,0.0,0.03302271885859734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575401880614867,0.12818915418619406,0.13887790304609707,0.17924973589752694,0.013327381034320797
2012-11-08,0.0,0.0,0.0,0.04072966013045576,0.0,0.0,0.0,0.0,0.0,0.0,0.026023693213712024,0.0,0.13164291261477093,0.0,0.0395310451133029,0.0,0.010722512494696081,0.0832477844103182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2681056032543584,0.09652988989040094,0.13797973471853686,0.19596583217007102,0.014205599198436556
2012-11-09,0.05230681336450837,0.0,0.0,0.016732464479342263,0.042175114442810746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026290835153329434,0.0,0.062193360244159356,0.0,0.05479960909831987,0.10683213544846355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2838144414296812,0.11378573012451497,0.12122958143035406,0.18060402525219968,0.010189499889736808
2012-11-10,0.03868055947175878,0.0,0.0,0.0,0.13117068790827488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08443419411192117,0.0,0.01620153001886679,0.0,0.01665558106133777,0.05421655949460492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2706605178141726,0.1360528700139075,0.10647577435152893,0.1672218942309519,0.012062396249446316
2012-11-11,0.04648221531334327,0.0,0.0,0.0,0.057457342574141305,0.0,0.028404954260876,0.0,0.0,0.0,0.0,0.0,0.14173931437568282,0.0,0.04560812555540796,0.0,0.0,0.017338177274023026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2743519219396048,0.10550685418570521,0.0975354752102379,0.18411561780016553,0.012891331591629055
2012-11-12,0.03243930349728219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024551677398801323,0.0,0.012478400593190567,0.0,0.0,0.0,0.0,0.28905036638232295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22486371846694567,0.1485676982367753,0.10811337177411157,0.20466928715436714,0.020851427715729166
2012-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0685233168645334,0.0,0.1094971364514958,0.02316678865532261,0.037692120396257904,0.0,0.0,0.06736334057834702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26796637612098206,0.10573918882431137,0.11335485056751193,0.18796244508618087,0.0633954991418874
2012-11-14,0.01642380044330714,0.0,0.0,0.0,0.011967372558094125,0.0,0.0,0.0,0.0,0.0,0.012148259637659689,0.0,0.15175576066120042,0.0,0.0788689968746717,0.0,0.012322805913963961,0.033126348096560544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2737160637912695,0.0839268772993325,0.12715878420393098,0.198339698984093,0.03445973950982515
2012-11-15,0.0,0.0,0.0,0.021720355071693204,0.0,0.0,0.0,0.0,0.0,0.0,0.03664303824283849,0.0,0.11811143968840913,0.0,0.10779133840948207,0.0,0.014910262733073361,0.01615842254663066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27076983603094523,0.07272078300113151,0.1307180775566174,0.20004830767926762,0.021690215541200708
2012-11-16,0.0,0.0,0.0,0.011241828964296026,0.011045329533180237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011269526321029273,0.0,0.0,0.0,0.0,0.292663649460058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24440070017041823,0.11376870663775941,0.11858730986687531,0.17386913811466195,0.03333717343882231
2012-11-17,0.040793639764824946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06941135811941589,0.0,0.10493481490812336,0.0,0.015434847772362406,0.0,0.0,0.10344307530151196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22979783674198825,0.09539005547843978,0.12874807562921511,0.17174064824487675,0.040305648039241526
2012-11-18,0.012736641245461035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06339661803416095,0.0,0.22340058382646055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24354209135750438,0.10864381339792632,0.11505987862572865,0.128034787251555,0.10518558626120313
2012-11-19,0.03668361709535303,0.0,0.0,0.023986486780705626,0.0,0.0,0.012071298231855142,0.0,0.0,0.0,0.1447698689234185,0.0,0.01284568052688908,0.0,0.050361876443899674,0.0,0.011600020607305707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2428014217811979,0.13243757645494206,0.10461427829537834,0.13595820051440097,0.09186967434465397
2012-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02371509266209026,0.0,0.0,0.17406631119579732,0.0,0.02809462342506551,0.07831826955366247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24597432624124188,0.12583602415157788,0.13040104687353699,0.12179839145092546,0.082044844706154
2012-11-21,0.011441808178339966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20726352782782761,0.0,0.049817479543769166,0.023387974030802696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25008485457136076,0.12211381137339783,0.12321115275544621,0.1229725910888183,0.08970680063023746
2012-11-22,0.036868856354905805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17064485474413918,0.0,0.036852900455243885,0.012570067903203757,0.012460649885817847,0.0,0.02507076304118507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2382902449680977,0.1431858544112767,0.10846711877486587,0.13916397482228418,0.07642471463898001
2012-11-23,0.04904424726232226,0.0,0.0,0.03966561927249453,0.05725974486106927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09141742052986897,0.0,0.040737585788950474,0.0,0.024243487375185734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25579127630113224,0.11045400705563492,0.09339242584229279,0.20050480327936485,0.037489382431683926
2012-11-24,0.02575233193849417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04967971966658568,0.0,0.09205709536529864,0.012650140879435319,0.12788674373532186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22505958824265995,0.09869996781327427,0.10592470723767976,0.197015558823024,0.06527414629822638
2012-11-25,0.015015644415168347,0.0,0.0,0.0,0.0,0.0,0.0,0.0120312120151166,0.0,0.0,0.010432856864128892,0.0,0.08622792438659531,0.02355167248967328,0.14191186257330635,0.0,0.0,0.015285437147154348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277766143469591,0.08679422560785753,0.12043886896124445,0.18896809773098555,0.021576054339178325
2012-11-26,0.04354493823525609,0.0,0.0,0.011059626419258577,0.10051225473053867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06541911290154971,0.0,0.06348453481085121,0.0,0.031345234246121574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27525667976937024,0.09650390871010077,0.09875367382620481,0.20314508313356336,0.010974953217184974
2012-11-27,0.06505984346004949,0.0,0.0,0.044029789367029316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12596751180303586,0.10632809465813901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2034761953394789,0.1255484654994443,0.11801501106281787,0.2003975383046613,0.07900294895183695
2012-11-28,0.2041437444569256,0.0,0.0,0.016882674516786423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04528154988220917,0.0,0.09162624462161155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2507594273188763,0.07611959002695017,0.10292923570399799,0.2042046633496609,0.07074272695270102
2012-11-29,0.09205609671096082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12042051447483655,0.0,0.015234608553087309,0.0,0.13634174751453085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25097059830110807,0.08157344074308362,0.11395725138438345,0.1717924171221181,0.059481758246075926
2012-11-30,0.012183057029692738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16887004146898346,0.0,0.0,0.0,0.14599767631972807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23895781556911228,0.09783195141332912,0.11897480459472233,0.14405255368863998,0.08308867556450499
2012-12-01,0.037627829523490954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16684206909667898,0.0,0.050935135748379885,0.0,0.05229781482292356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24878857549982838,0.1112256042034963,0.12157056750457461,0.10941754846448871,0.10129485513613863
2012-12-02,0.03913938216255001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16297224342718017,0.0,0.012969283811376242,0.03783694250661427,0.025414870601872253,0.0,0.02995179805209225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24573929284948667,0.13405757138080301,0.1264609166934259,0.12099824449261125,0.07469859122404994
2012-12-03,0.03609446802338534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15114715132161008,0.0,0.02531055471574359,0.01232568772526247,0.026072821285667555,0.0,0.04773653631569607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2609367546182478,0.12994128253231216,0.11483477410760046,0.10343046179062602,0.09216950756384841
2012-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12844877022286297,0.0,0.05640601086528036,0.011722814980127637,0.08194964267227582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2350389055052542,0.14212687267692986,0.11010446817442059,0.14647694102080364,0.08772557388204494
2012-12-05,0.012595342200671404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02482060187604851,0.08135864365375262,0.0,0.08603527709920467,0.025532977927435373,0.07499617911494061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2597722342429806,0.1175056081401813,0.12898937775845856,0.14157791172618234,0.05763968935360156
2012-12-06,0.02877529223396054,0.0,0.0,0.014735775117620408,0.0,0.0,0.0,0.0,0.0,0.0,0.10373458304434195,0.0,0.09990277041160146,0.010818109081210824,0.014704654096991449,0.0,0.05835268023869309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2809569030511296,0.061810661985925996,0.12065572484251041,0.18714086569448687,0.018411980201527414
2012-12-07,0.09538543845647368,0.0,0.0,0.0,0.04011820752743051,0.0,0.0,0.0,0.0,0.0,0.011366642792561499,0.0,0.08978271762937534,0.011600379836649377,0.06492880264627811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255526646863691,0.09090116011084777,0.10064880064633612,0.19878536780895859,0.04095583568139803
2012-12-08,0.03371158051918173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011674238691429967,0.11891470600993637,0.0,0.0,0.0,0.11556801228575563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23535627392960598,0.15432886074208016,0.10172407817841411,0.16974100769026476,0.06878775336706487
2012-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218041230637623,0.0,0.0,0.0,0.0761135507446284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2616988655474626,0.16768774294282987,0.08876236163964811,0.15575929711241024,0.03193695137539782
2012-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012384244041782635,0.13232519445796406,0.0,0.0998995208211601,0.0,0.06209863958755047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27353502190694684,0.08081304025138018,0.09739473560287637,0.21071504703673094,0.030834556293608383
2012-12-11,0.040107523076466596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03616262815383365,0.0,0.19271778189371583,0.0,0.025041655653653443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2653922369049082,0.10335774442798508,0.11029378131008694,0.20396008878869942,0.022966559790650824
2012-12-12,0.05432556428347322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025878197933887997,0.09605928446412941,0.16482887524729037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27529479421384395,0.10131410391199036,0.11884664891978704,0.18675699325011139,0.022578003477793585
2012-12-13,0.025221368752498943,0.0,0.0,0.0,0.02887187698719838,0.0,0.0,0.0,0.0,0.0,0.12762451763564647,0.0,0.06503418718574763,0.03736034737368575,0.02404430711490564,0.0,0.0,0.012280956402994357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26671627066539816,0.15628656638417052,0.10491078440883539,0.14261135331507543,0.03126381966262652
2012-12-14,0.04172024018255299,0.0,0.0,0.0,0.013010497626868567,0.0,0.0,0.0,0.0,0.0,0.054548431312832386,0.0,0.18900940754963125,0.0,0.0,0.0,0.015055696387933788,0.012589104838918867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2709624677866181,0.08920516500668248,0.10186385031328392,0.17787315923664357,0.034161979758034124
2012-12-15,0.02589230557539394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04169931691645604,0.0,0.13023709311349665,0.013274162733960178,0.11411359030898559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2874567979372507,0.10094339370798466,0.09571582137787478,0.16285052509323114,0.027816993235366308
