datetime,New York_broken clouds,New York_drizzle,New York_dust,New York_few clouds,New York_fog,New York_freezing rain,New York_haze,New York_heavy intensity drizzle,New York_heavy intensity rain,New York_heavy snow,New York_heavy thunderstorm,New York_light intensity drizzle,New York_light intensity shower rain,New York_light rain,New York_light rain and snow,New York_light snow,New York_mist,New York_moderate rain,New York_overcast clouds,New York_proximity thunderstorm,New York_proximity thunderstorm with drizzle,New York_proximity thunderstorm with rain,New York_sand,New York_sand/dust whirls,New York_scattered clouds,New York_shower rain,New York_sky is clear,New York_smoke,New York_snow,New York_squalls,New York_thunderstorm,New York_thunderstorm with heavy rain,New York_thunderstorm with light drizzle,New York_thunderstorm with light rain,New York_thunderstorm with rain,New York_very heavy rain,New York_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20179263248414425,0.0,0.0,0.042556715549120876,0.011734091831631594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03210608570294777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20193257082232716,0.15272851800228224,0.17141547225903928,0.0886748067728819,0.12127638804189235
2012-11-01,0.0500011124473449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04990620553344995,0.0,0.0,0.0,0.0,0.1981253895443157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1726868062077184,0.19402064672599492,0.15830927623471955,0.12896379673748257,0.04798676656897403
2012-11-02,0.10610801926305267,0.0,0.0,0.03599095611312351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07222437223261077,0.0,0.0,0.0,0.0,0.0,0.0478109749214366,0.0,0.03421209358047895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17725232071267916,0.2190566647461425,0.1533370470416425,0.13123000562072107,0.048484406295895614
2012-11-03,0.1064461798575546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16644034949861378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175513533366697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16442293139787137,0.23130863835605595,0.1552502277692238,0.13591732508678142,0.055730038475490566
2012-11-04,0.03481693347173264,0.0,0.0,0.022397201640847852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07689578295301759,0.0,0.0,0.0,0.0,0.0,0.11001502637603129,0.0,0.03331844291644822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15913798577770902,0.2397118891346729,0.1399321208474178,0.1437544923921355,0.07189191374487876
2012-11-05,0.01186559482683624,0.0,0.0,0.021156627773051023,0.0,0.0,0.0,0.0,0.0,0.08981090156532029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03391623615017627,0.0,0.17078871870660675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16338113356725187,0.24316899870230038,0.1601389539976196,0.1577136669391427,0.04851936515136213
2012-11-06,0.0,0.0,0.0,0.01137436857157882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030076479082184814,0.0,0.257737518474544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16328835131643865,0.25114053762661076,0.14367965210757813,0.15385224646920453,0.041314441614165996
2012-11-07,0.08977318599634408,0.0,0.0,0.049342076670037704,0.0,0.0,0.0,0.0,0.0,0.09145404583134749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02997036025316301,0.0,0.11902427337301702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1463362767600546,0.07911327208991573,0.156866240320807,0.23587715199099926,0.05001979530819581
2012-11-08,0.028833717382216757,0.0,0.0,0.028630232359456137,0.0,0.0,0.0,0.0,0.0,0.02367769955530862,0.0,0.0,0.0,0.0,0.022262610593047457,0.0,0.02002130557089735,0.0,0.17830022928146771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009676482558344983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19670355531946382,0.09056649619453482,0.13029922487610393,0.1887929559099305,0.08223549039922788
2012-11-09,0.061629352614105716,0.0,0.0,0.0,0.019244553894005447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02066631922257386,0.0,0.039870712438595364,0.0,0.04708661307997405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1259510575891584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17566154408730847,0.2672986103737564,0.13886108563624588,0.13982448317358923,0.06324165684542014
2012-11-10,0.011296929596010759,0.0,0.0,0.022485260416368183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09052953669946028,0.0,0.1644316158263914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12398358514439448,0.2553307864115077,0.14132595311157287,0.16306277212366938,0.06343435532913297
2012-11-11,0.02554738941208227,0.0,0.0,0.02215709204477934,0.0,0.0,0.025470752980070094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05393336201407218,0.0,0.0,0.0,0.0,0.0,0.1024246408880865,0.0,0.08702296534976468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16730136599835682,0.19554142052999998,0.16018232095283588,0.20392665951867617,0.02533425814737981
2012-11-12,0.01220812861062851,0.0,0.0,0.021966864130205557,0.0,0.0,0.011419989989732144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261783261809999,0.0,0.0,0.0,0.0,0.0,0.017367639868993572,0.0,0.22528491608809695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20070147520837173,0.16320189055680487,0.18256337355255903,0.18544824943489563,0.02574444421237729
2012-11-13,0.0217393425360785,0.0,0.0,0.010979860122154865,0.05839292653984938,0.0,0.011083095506243373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10287917553589072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02197724791893733,0.0,0.07309283364046752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2438660553667448,0.12258963332131308,0.17404303081472106,0.20958287065824935,0.0253487490435157
2012-11-14,0.04481023026526961,0.009815428117853223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01013499428906828,0.0,0.031366774147530176,0.0,0.0,0.050380847918284156,0.021315152291266376,0.06420252152908125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03604921623877141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20596199069205648,0.18370369030243405,0.15234708195427835,0.17778150272133642,0.04410919398388625
2012-11-15,0.055923574304578616,0.0,0.0,0.09090826519566297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024546160542657607,0.0,0.0,0.0,0.0,0.0,0.08500671120985197,0.0,0.07744970432336777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1558813402538496,0.10136896522273599,0.15452018979762394,0.2428724557683447,0.05124717222708675
2012-11-16,0.18021364721321154,0.0,0.0,0.040074561715104644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05836669304698953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07790788914184114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20815006068816355,0.03828177757563104,0.1662101155128579,0.20354535344930724,0.05288493363967584
2012-11-17,0.04720284913328637,0.0,0.0,0.011111059849327766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2513482442649481,0.0,0.0,0.0,0.0,0.0,0.011059685667967445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1682545737355227,0.1340300895183061,0.1509606094741328,0.201584368027196,0.03985847623609259
2012-11-18,0.0,0.0,0.0,0.08807596103759298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2611140168680876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1626392529920786,0.039105706611145964,0.16073472405137101,0.27911827543377166,0.043095240712635124
2012-11-19,0.11308266873896144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425169593204918,0.0,0.1736694028432202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19051925726908606,0.03159742470943615,0.14918461277593673,0.2773349421317142,0.04590963936978917
