datetime,Denver_broken clouds,Denver_drizzle,Denver_dust,Denver_few clouds,Denver_fog,Denver_haze,Denver_heavy intensity drizzle,Denver_heavy intensity rain,Denver_heavy snow,Denver_light intensity drizzle,Denver_light intensity shower rain,Denver_light rain,Denver_light rain and snow,Denver_light snow,Denver_mist,Denver_moderate rain,Denver_overcast clouds,Denver_proximity shower rain,Denver_proximity thunderstorm,Denver_proximity thunderstorm with rain,Denver_ragged thunderstorm,Denver_scattered clouds,Denver_shower rain,Denver_sky is clear,Denver_smoke,Denver_snow,Denver_squalls,Denver_thunderstorm,Denver_thunderstorm with heavy drizzle,Denver_thunderstorm with heavy rain,Denver_thunderstorm with light drizzle,Denver_thunderstorm with light rain,Denver_thunderstorm with rain,Denver_very heavy rain,Denver_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-01,0.2552244517134233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026164843615992254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.18792438500839392,0.047141810742010494,0.171334346446122,0.24217713495479112,0.04445218248932005
2012-10-02,0.16450223991430005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011136079004628275,0.0,0.0,0.0,0.0,0.0,0.01142574906944407,0.0,0.0,0.0,0.0413302137823399,0.0,0.07909042210729812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18299240109995352,0.11584190386878666,0.18068846867351207,0.24145808314193418,0.024907222991956284
2012-10-03,0.0,0.0,0.0,0.21575373968700198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016325926465298294,0.0,0.09712522781322674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1057407226031529,0.08603933531625695,0.2058346095465932,0.24986066428416845,0.02772563772609953
2012-10-04,0.0,0.0,0.0,0.1308544447758333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035335983830506436,0.0,0.14425395920947287,0.0,0.0,0.014592579893332104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03321960473745992,0.14235116125900157,0.21579597359587352,0.24090947768473214,0.042686815013788175
2012-10-05,0.009993251200387665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10505023484641383,0.0,0.0,0.0,0.0,0.05761005145653338,0.0,0.1738772865357854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15037733356649405,0.08514321636413345,0.1736417483720655,0.26934421688863325,0.02508843862505146
2012-10-06,0.05789957953027925,0.0,0.0,0.0,0.0,0.010548470623837321,0.0,0.0,0.022474553040904816,0.0,0.0,0.0,0.0,0.0,0.02388725533441055,0.0,0.08291468640590836,0.0,0.0,0.0,0.0,0.04364644951168614,0.0,0.02990783965490688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16762260136364593,0.2206160234061261,0.11508145695006909,0.20939919542299681,0.036954713925684494
2012-10-07,0.01728573056134244,0.0,0.0,0.0,0.06530609896891283,0.0,0.0,0.0,0.022841568928249272,0.0,0.0,0.0,0.0,0.0,0.1961243563182371,0.0,0.036187768980106776,0.0,0.0,0.0,0.0,0.017494293705382195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22909050890052496,0.08064737954775662,0.1421847926516874,0.2754838129585649,0.04144438080035318
2012-10-08,0.0,0.0,0.0,0.063708587348199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012605152966698759,0.0,0.1353331363864163,0.0,0.0,0.0,0.0,0.0,0.0,0.1299914902541738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17449878259188087,0.1348930764637774,0.14651497459761417,0.26208203352183307,0.027622157165347088
2012-10-09,0.0,0.0,0.0,0.09893844007470082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05388339499287692,0.0,0.18369923740883287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09479950256377405,0.12974065042127475,0.1740233850935995,0.25066807912736616,0.0379471859585184
2012-10-10,0.03587785132972375,0.0,0.0,0.06388803579224946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08658789040871716,0.0,0.0,0.0,0.0,0.025977246568914068,0.0,0.14355179543606675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058011365874085834,0.13632623704785332,0.18534135462379064,0.2471430383961369,0.043883727214751506
2012-10-11,0.0737643799632721,0.0,0.0,0.01812612195132518,0.0,0.01335687989888538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015177630590665918,0.0,0.0,0.0,0.0,0.030534744767762995,0.0,0.23030027783607632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12531021132768227,0.1273210300967018,0.2173384181901654,0.15704520457823587,0.03871643004710767
2012-10-12,0.1772449793860007,0.0,0.0,0.04100831645481955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0522354900247066,0.0,0.04870423924936451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13397275379187887,0.11117150937066794,0.18004166447360884,0.2417631908194379,0.030604450653499916
2012-10-13,0.10401728936803105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017362879501257294,0.0,0.0,0.0,0.0,0.01806174968786861,0.0,0.0,0.0,0.0,0.08312478042263748,0.0,0.10156929995305904,0.0,0.0,0.011801577232426126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16032705519231966,0.11857296036849463,0.18187148422762298,0.2221250620836248,0.04128850765977823
2012-10-14,0.13520644593034534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06667549201521385,0.0,0.0,0.0,0.0,0.01563053644668924,0.0,0.010489448314912539,0.0,0.0,0.03635993667666378,0.0,0.022949778778635316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1478290504381406,0.16748167726735222,0.15259179327009073,0.21247391532824744,0.038471469301964836
2012-10-15,0.10164032569651911,0.0,0.0,0.07547292479769581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04963064161939822,0.0,0.0,0.0,0.0,0.010666633601970303,0.0,0.0,0.0,0.0,0.025762720816587845,0.0,0.043006780232076124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19085870202341285,0.11234373956604017,0.16772683789574117,0.23580328624251698,0.026849637096252404
2012-10-16,0.0,0.0,0.0,0.10340809367165393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0624426385065161,0.0,0.14500713696938822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09962861202777894,0.13420560136424237,0.1837561884137,0.2367742915873776,0.03892862962716697
2012-10-17,0.03863118787956515,0.0,0.0,0.0389864416510595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07640882773234013,0.0,0.16774865467775146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06469537982302478,0.1481784164608885,0.2035815528715094,0.23487010872341607,0.04037763431024186
