datetime,Kansas City_broken clouds,Kansas City_drizzle,Kansas City_few clouds,Kansas City_fog,Kansas City_freezing rain,Kansas City_haze,Kansas City_heavy intensity rain,Kansas City_heavy intensity shower rain,Kansas City_heavy snow,Kansas City_light intensity drizzle,Kansas City_light intensity shower rain,Kansas City_light rain,Kansas City_light snow,Kansas City_mist,Kansas City_moderate rain,Kansas City_overcast clouds,Kansas City_proximity shower rain,Kansas City_proximity thunderstorm,Kansas City_scattered clouds,Kansas City_shower drizzle,Kansas City_shower rain,Kansas City_sky is clear,Kansas City_smoke,Kansas City_snow,Kansas City_squalls,Kansas City_thunderstorm,Kansas City_thunderstorm with heavy rain,Kansas City_thunderstorm with light rain,Kansas City_thunderstorm with rain,Kansas City_very heavy rain,Kansas City_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-12,0.03720470025953938,0.0,0.011788749619974635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062147292476809564,0.0,0.0,0.010832510949940359,0.0,0.0,0.18377418362467787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467252942868318,0.10860911258873267,0.17994609482412582,0.22699791187757,0.044201257349033914
2012-10-13,0.038421464305556534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20087106117654238,0.0,0.0,0.022945668421192042,0.0,0.0,0.035876260584372925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13982829403196176,0.07419407042883518,0.18073729913456824,0.2226027586950736,0.09617548105789415
2012-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021615149252519783,0.0,0.17270010061409546,0.0,0.03775147097724512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031002136574571727,0.0,0.0,0.0,0.21963389842781791,0.10247066678621264,0.17275210322465248,0.18793278903247226,0.054141685110412556
2012-10-15,0.040169466347715184,0.0,0.030317737182315497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010312970690458044,0.0,0.03051051925885037,0.0,0.04059756825662043,0.0,0.0,0.0,0.0,0.0,0.08200340763275317,0.0,0.0,0.0,0.01078395795923915,0.0,0.0,0.0,0.0,0.0,0.16799925562058404,0.16893926531850298,0.16639922983645436,0.16406459840081247,0.08790202349569431
2012-10-16,0.04080161161981704,0.0,0.027249245746393203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01310653485358418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2316151563061752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19397719177629982,0.057966558487821944,0.19543688255741906,0.22425978957199413,0.015587029080495364
2012-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011595033251078734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27733476215702973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17152192581844716,0.0878450728877826,0.20370058793511023,0.19746117917254755,0.05054143877800399
2012-10-18,0.01092835275423429,0.0,0.02157584195188388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02349542547696426,0.0,0.010336709025743249,0.0,0.03216828449798633,0.0,0.0,0.010653903732435759,0.0,0.0,0.15659492526694496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14396701868807218,0.16487846669402106,0.1790887444431669,0.16702506101934703,0.07928726644920006
2012-10-19,0.06856220389606606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021200639187938325,0.0,0.0,0.0,0.04592443927994944,0.0,0.0,0.023520930226252155,0.0,0.0,0.11968834635408526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07402752225723978,0.21048108301437632,0.1600367921703807,0.18264629801171997,0.09699622569604362
2012-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010298675009381735,0.0,0.0817477266453253,0.0,0.0,0.0,0.15596228868278847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14989614505640828,0.2039510540208317,0.13495168334641702,0.16544105897679454,0.09775136826205298
2012-10-21,0.0441555270586736,0.0,0.028562886874131693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08799263995147404,0.0,0.0,0.02897351482429278,0.0,0.0,0.14912130759767223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19485438582840778,0.03315103284845631,0.19002707353793238,0.2316886870903658,0.011472944388593356
2012-10-22,0.0,0.0,0.023806810411628954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05731825969620511,0.0,0.0,0.011285981620115614,0.0,0.0,0.20195022748370037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19190625853402474,0.07865802688590261,0.19216683786160735,0.19652912856556407,0.04637846894125117
2012-10-23,0.04489691372272447,0.0,0.032478603873434944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010770156894328692,0.0,0.07645659051212071,0.0,0.0,0.032591165878385696,0.0,0.0,0.064128830934528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1922483374585886,0.11148618270392487,0.20041225005925764,0.17754525115167186,0.05698571681103453
2012-10-24,0.03134813420820333,0.0,0.010522349339550222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12545348775111234,0.0,0.0,0.010521410897855155,0.0,0.0,0.07661171544233174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1750115866366935,0.12583012436418076,0.19455509345375313,0.17347572177445494,0.07667037613186489
2012-10-25,0.020016616724671126,0.0,0.06185215203825351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021731631742852805,0.010245038443705402,0.0,0.02036801134146099,0.0,0.0,0.11198063957063147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1664780035255144,0.1266317884365275,0.19046834588272332,0.16730729135484299,0.1029204809388165
2012-10-26,0.010437441620642451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009742885120127978,0.0,0.019746913916063365,0.0,0.02934618862661006,0.0,0.13309602410064572,0.0,0.0,0.0,0.0,0.0,0.04166133424653893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16170464065355325,0.16903948845609343,0.15949661768325746,0.16774676769185667,0.09798169788461071
2012-10-27,0.025633692973392797,0.0,0.020664419306965092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15274155514103702,0.0,0.0,0.013385609515222045,0.0,0.0,0.05837470387009657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14131130369456688,0.17079912207012796,0.1256609795734265,0.21386265000787372,0.08345393483456505
2012-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33209857948373833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17689361117250085,0.08181083055250303,0.1428832036333347,0.2629977973553858,0.03279824633128737
2012-10-29,0.0,0.0,0.026715177493831305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013617749059778214,0.0,0.0,0.0,0.0,0.013173401405249072,0.0,0.0,0.298353127115825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18220232113738905,0.03142975969376319,0.16403698060378913,0.2651528042219886,0.02395847615836051
2012-10-30,0.06755029573496894,0.0,0.05355955777043563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057658980506580755,0.0,0.0,0.013846505198320334,0.0,0.0,0.1308973858920672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13365953932485228,0.08594856147581242,0.16312241652972556,0.24960196194074372,0.04415479562649314
2012-10-31,0.02667222956927844,0.0,0.013630537074760645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042029711895884427,0.0,0.0,0.027010049168620265,0.0,0.0,0.2125785901395245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16072824938129043,0.06732624978105166,0.16166427322238985,0.23737302708896513,0.05098708267823465
2012-11-01,0.015171410647395106,0.0,0.01262314614761637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0618880206591934,0.0,0.0,0.0,0.0,0.0,0.2631416127457049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16415814716925317,0.044475663053729464,0.18663904912557236,0.2566170267286764,0.008965769320296533
2012-11-02,0.0,0.0,0.0,0.0,0.0,0.028007965893574377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012429535427445996,0.0,0.0,0.2808786659520991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1847710314607165,0.06634892577571887,0.183177373473123,0.23059416774030542,0.021491127254546587
2012-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3178189291298752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17012525549851054,0.05205417925309989,0.18272066390180722,0.22606759919630703,0.051213373020400105
2012-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01043448993868201,0.0,0.0,0.2822646065265491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13675277138646247,0.17966428613461552,0.15602887045431002,0.21364642311861623,0.06109477742848287
2012-11-05,0.0,0.0,0.0,0.0,0.0,0.01371548196052786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02780186352811181,0.0,0.0,0.0,0.0,0.025567245285252716,0.0,0.0,0.2569186420445373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20625256097594863,0.05337639088097768,0.16641562285083317,0.2411071876755536,0.017438861505588436
2012-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038200168588735615,0.0,0.009691021467772848,0.0,0.0,0.0,0.0,0.0,0.2065600809108108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19412861817307178,0.18205114768909683,0.13994595443916483,0.16334631277135953,0.06607669595998773
2012-11-07,0.010736486414608165,0.0,0.010396142960102312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1272515723272575,0.0,0.054765663051062896,0.0,0.0,0.0,0.0,0.0,0.06479207701198604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18351689796634063,0.16593929616245215,0.1378524832179476,0.19613442638038758,0.05626149192311927
2012-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3136942845754589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1498169809723437,0.14911242570313044,0.16224450067545995,0.2318301061695406,0.030755947147152282
2012-11-09,0.0,0.0,0.0,0.012406879770529467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32006700281235234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1323485244322103,0.11346490477539585,0.1763645500856809,0.24328401908450747,0.051694815701402545
2012-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010451234794054439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2751668512035805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15026649655399882,0.12039798150745053,0.18189800939506195,0.19934452446115106,0.062474902084702695
2012-11-11,0.0,0.0,0.02145605547391043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010387717613718792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2237919017259997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14344588645807374,0.13661399148837938,0.18384375235351427,0.17338085404838713,0.10707984083801657
2012-11-12,0.010706638986682537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011358744592784046,0.0,0.02974079366911644,0.0,0.043844876617440465,0.0,0.0,0.0,0.0,0.0,0.15740798618253632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18313071253123586,0.1724486438759717,0.1409538690937405,0.1594001033645059,0.10626852379692255
2012-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017405496683432144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2671381270553434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13967795402413402,0.21424291183641309,0.11109945460092079,0.21583457350819096,0.06105433377409025
2012-11-14,0.025122357065255684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31013896280567926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16831766931734732,0.08185119009010912,0.1476798201150328,0.26728727720188883,0.020642432069355385
2012-11-15,0.03818403969426285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015504169216536308,0.0,0.0,0.0,0.0,0.0,0.26868646659101453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11915275247264442,0.12923168051945108,0.1661845064156599,0.24773686649153354,0.04053598209512516
2012-11-16,0.07120878043775118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1288129731807527,0.0,0.0,0.0,0.0,0.0,0.08801303606559256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16212947325245738,0.15708178240818624,0.1427215754929794,0.19636201887564428,0.053670360286636264
2012-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018936843052137078,0.0,0.08153102938180647,0.0,0.0,0.0,0.0,0.0,0.22594192520821357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19044395195597977,0.06707428010807331,0.16921783397123483,0.24308721373128792,0.019637251920931968
2012-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316010778872576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17358667659806487,0.0785805402283241,0.16467632570602872,0.2492173329317029,0.03962668023806144
2012-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30150369683829675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11301491229074637,0.1325540803004959,0.16466200851882948,0.23151006271477345,0.06146419401563913
2012-11-20,0.021863188586126625,0.0,0.010533647078490306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011504336240360456,0.0,0.0,0.0,0.09822951141351106,0.0,0.0,0.010934882337760151,0.0,0.0,0.12778448442524232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13366164309129527,0.14633469228412951,0.16985043305190806,0.2092808902715366,0.0822992317348555
2012-11-21,0.0,0.0,0.0,0.0,0.0,0.014737258912652337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04035184104119952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2437871862892882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20400036948570086,0.09292801864442835,0.16546681415640738,0.22340935002091636,0.01531916144940703
2012-11-22,0.0,0.0,0.0,0.0,0.0,0.013386287058493563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06655291506425585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229790514706232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20062303627240663,0.051498277218700456,0.1758579638833582,0.23374586431318553,0.028545141483367755
2012-11-23,0.03355017440372034,0.0,0.010630760740121753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032409626320998475,0.0,0.0,0.0,0.010892588209398675,0.0,0.0,0.0,0.0,0.0,0.18022399062459352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10848032840883338,0.15480013473158932,0.1766597090617479,0.1899261582244776,0.10242652927451895
2012-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01140152130518565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01044826764344352,0.0,0.0,0.2466158070952247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349958695789993,0.21920608442964692,0.12463760725972411,0.2098423779758236,0.08728619570278902
2012-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012834372577796882,0.0,0.0,0.32524406472489437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12394350048971,0.11435577422678528,0.12770428909591336,0.2641319041034855,0.03695040730181914
2012-11-26,0.0,0.0,0.014186163017141212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025869347588496894,0.0,0.0,0.2797951324357838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1181172259598352,0.12645253875315526,0.16086621984187002,0.22676281608002982,0.04795055632368774
2012-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01179552670436046,0.0,0.0,0.0,0.0,0.0,0.0,0.012858222811177005,0.0,0.0,0.0,0.0,0.0,0.3015890517009952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18038901356800158,0.04502308310945288,0.13690160657161352,0.24514755851226946,0.09636077261679682
2012-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3177535556059449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1682892464854183,0.12512905161190568,0.10755956429495694,0.25402823206270597,0.04126445381285299
2012-11-29,0.0,0.0,0.0,0.0,0.0,0.043850847223849854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3025295736909848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17846083605018648,0.04736207811096169,0.14525312339449714,0.27145850111688935,0.018520908581388437
2012-11-30,0.06653531894931058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05510322720873895,0.0,0.0,0.011506277984122267,0.0,0.0,0.14947325413335444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17798966945676364,0.13778896132458687,0.14260362616633077,0.1925640223379698,0.06643564243882268
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30041869285130934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13950863089047047,0.13576869230026187,0.1695268011535703,0.21847095268747171,0.03630623011691638
2012-12-02,0.022296543032872974,0.0,0.0,0.0,0.0,0.013874028680175276,0.0,0.0,0.0,0.024134669917760674,0.0,0.031917210833823505,0.0,0.08767934308036611,0.0,0.03315450599240775,0.0,0.0,0.02566234347766795,0.0,0.0,0.05796742304645394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2147638512394103,0.06918226153577961,0.1781465283867261,0.20750062070831132,0.033720670068244495
2012-12-03,0.0,0.0,0.013156573408945348,0.13666690070168677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07135650852206123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08558176561005067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24429694216237444,0.046300567700709984,0.1775595967730855,0.21771265095930806,0.00736849416177796
2012-12-04,0.042211224269368415,0.0,0.010482306208937184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03814469092013114,0.0,0.05245723150488333,0.0,0.0,0.0,0.0,0.0,0.1226685596174265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17955296675447108,0.1160275295366801,0.17610983456648488,0.18236055382120245,0.07998510280041493
2012-12-05,0.010538882683143779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04343438529194407,0.0,0.0,0.010509574224908197,0.0,0.0,0.2596520508905385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11509598527090155,0.15349685092830562,0.17977997731595755,0.23879743986288038,0.02262307712381152
2012-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33886078223699173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17001474455689872,0.047089421014511544,0.17372396141578275,0.26233187348968984,0.022147112665866973
