datetime,Montreal_broken clouds,Montreal_drizzle,Montreal_dust,Montreal_few clouds,Montreal_fog,Montreal_freezing rain,Montreal_haze,Montreal_heavy intensity rain,Montreal_heavy intensity shower rain,Montreal_heavy shower snow,Montreal_heavy snow,Montreal_light intensity drizzle,Montreal_light intensity drizzle rain,Montreal_light intensity shower rain,Montreal_light rain,Montreal_light rain and snow,Montreal_light shower sleet,Montreal_light shower snow,Montreal_light snow,Montreal_mist,Montreal_moderate rain,Montreal_overcast clouds,Montreal_proximity shower rain,Montreal_proximity thunderstorm,Montreal_sand,Montreal_scattered clouds,Montreal_shower drizzle,Montreal_shower rain,Montreal_shower snow,Montreal_sky is clear,Montreal_smoke,Montreal_snow,Montreal_thunderstorm,Montreal_thunderstorm with heavy rain,Montreal_thunderstorm with light rain,Montreal_thunderstorm with rain,Montreal_very heavy rain,Montreal_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-11,0.023400910106661305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020049292650185364,0.009999341270293354,0.0,0.0,0.0,0.0,0.0,0.0,0.05384333844229478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17040880382696355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184791567906364,0.13635896989858856,0.17815197125789892,0.22698986414002933,0.04990348114007695
2012-10-12,0.08278883601920602,0.0,0.0,0.02021949691472146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01006824498204505,0.010645176401223007,0.0,0.0,0.0,0.0,0.0,0.0,0.010199314912175704,0.0,0.0,0.0,0.03024345290762963,0.0,0.0,0.0,0.14002269273728377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18274568121715193,0.22020496194013076,0.17654100553113053,0.2015536244176651,0.05048168394862406
2012-10-13,0.01048501452551478,0.0,0.0,0.04339092361466873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01016912851824365,0.0,0.0,0.0,0.0,0.0,0.0,0.037027694663186735,0.0,0.0,0.0,0.012305199863843532,0.0,0.0,0.0,0.2348073217726643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14296519282591605,0.2723558955553239,0.1941164283017167,0.2162809631954549,0.041613377877012976
2012-10-14,0.03221283214309023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011626595194288908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3519817862875481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1528562258154813,0.2903411936489008,0.20433458285789094,0.23032631908581924,0.01370737364295582
2012-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04567928186572557,0.0,0.01125731843531165,0.047380522380097025,0.0,0.0,0.0,0.0,0.25736468780128774,0.0,0.012482422709328353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06252835488370914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2050403173666454,0.12865552694846047,0.24226101990907747,0.232808978405796,0.04644109980952207
2012-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02118036798765553,0.0,0.0,0.0,0.0,0.17367425943892645,0.0,0.02589051498719629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15848682823288285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23669460210609827,0.1505832853492925,0.24404126791435332,0.20057082514938107,0.05230666578113422
2012-10-17,0.02039157275472041,0.0,0.0,0.010394602059673371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010199794581836119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010341305241580456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3272485458728467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16522478791248707,0.28045848520335276,0.22520147509104624,0.19329860415110584,0.04107184584836213
2012-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4564753097975873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2867090418353528,0.25444646729586046,,0.0023691810711994167
2012-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01240750330581907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4796896604848844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18891424388214842,0.1541586267580384,0.3182318475687353,0.2464386863500615,0.0173726564561808
2012-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03141715425241124,0.011157387993286036,0.0,0.0,0.0,0.0,0.1391204254544676,0.03384293563769864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19683478842049595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23031503125977093,0.13230531034961823,0.2678817812486135,0.218937367836966,0.03768941694449649
2012-10-21,0.047034632558031135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01140247055734968,0.0,0.0,0.0,0.0,0.09097679039929858,0.0,0.03194353671585163,0.0,0.0,0.0,0.2198053884515553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16232043803648538,0.19764860819317745,0.26130401234357004,0.1637418168296604,0.051783317828923
2012-10-22,0.060969675072576814,0.0,0.0,0.0678578941705773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020150693911436035,0.010329603263169534,0.0,0.0,0.0,0.0,0.0,0.0,0.06122260293288064,0.0,0.0,0.0,0.035802878715094195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17018665565340074,0.17016168067055867,0.15914671196681782,0.19635108127750484,0.06418311247244213
2012-10-23,0.060857643515966925,0.0,0.0,0.11165493814670513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010031571503713565,0.0,0.0,0.0,0.0509584729295647,0.0,0.0,0.0,0.00996555510109125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16144813969208846,0.18496133710187887,0.15122593561603004,0.20106364741832364,0.05783275897463741
2012-10-24,0.09417365016133072,0.0,0.0,0.05549568246596975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04769923257342876,0.0,0.0,0.0,0.07059056611061311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2002020841962949,0.1303310114127295,0.15711249450514272,0.22821817538855813,0.016177103185932417
2012-10-25,0.0823736241886001,0.0,0.0,0.06485836324708964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013298528965851243,0.0,0.0,0.0,0.0,0.0,0.0,0.015238372863791929,0.0,0.0,0.0,0.05567281442779217,0.0,0.0,0.0,0.09344621854478359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17865382555101234,0.03419458902991154,0.17903941782334878,0.2811743805955019,0.03182550235415215
2012-10-26,0.1977356171154138,0.0,0.0,0.04353828297396544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01332039541040547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12851424883216825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16334200118457368,0.07354024214604994,0.22377111373272573,0.28340702534405476,0.03716245624494577
2012-10-27,0.009645765981304703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48146060486860714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20396151800892862,0.14149311392979055,0.3132829872762412,0.2254908138230638,0.009831437041018347
2012-10-28,0.011650331377559916,0.0,0.0,0.0,0.0,0.0,0.04320729297897363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08847959693533293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30691265814987284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2405099684124913,0.1392042284592419,0.29553414352339463,0.22505903999106058,0.01801820515821753
2012-10-29,0.012116193574762337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05985685168176733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40328383313601107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21478759580338064,0.12702891470476102,0.3023018817329862,0.24207844959240685,0.019267984270414127
2012-10-30,0.023257279754498397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046248953440889494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34842361725801035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1842679355859742,0.08508181356294608,0.26542610360437185,0.2301128316461872,0.0800268673116211
2012-10-31,0.0598636734935539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011316547918394966,0.0494555565891237,0.0,0.0,0.0,0.0,0.0,0.0,0.011947177989500153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22611988780577186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21316217667464896,0.0693884086561586,0.25485074864749807,0.21692591732612268,0.13722733629109832
2012-11-01,0.02267296120061135,0.0,0.0,0.0,0.011398534347212637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08555955366808438,0.04098099562388225,0.0,0.0,0.0,0.0,0.10946023891356364,0.0,0.05274454906764914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06000627582746609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24854500581894734,0.12988770037023742,0.25462620512640677,0.20566457065264676,0.043408995658388794
2012-11-02,0.07147984046779526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019325878562379675,0.0,0.0,0.110309013581956,0.0,0.0,0.0,0.0,0.010582050964012638,0.0,0.08859823624200407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07466881729523805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23438852582622172,0.1620764829847411,0.21764723564795227,0.2035094279640808,0.026363467358769724
