datetime,Jacksonville_broken clouds,Jacksonville_drizzle,Jacksonville_few clouds,Jacksonville_fog,Jacksonville_haze,Jacksonville_heavy intensity rain,Jacksonville_light intensity drizzle,Jacksonville_light rain,Jacksonville_mist,Jacksonville_moderate rain,Jacksonville_overcast clouds,Jacksonville_proximity shower rain,Jacksonville_proximity thunderstorm,Jacksonville_scattered clouds,Jacksonville_shower rain,Jacksonville_sky is clear,Jacksonville_smoke,Jacksonville_squalls,Jacksonville_thunderstorm,Jacksonville_thunderstorm with heavy rain,Jacksonville_thunderstorm with light rain,Jacksonville_thunderstorm with rain,Jacksonville_very heavy rain,Jacksonville_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-10-14,0.05891163867218128,0.0,0.012263175151396697,0.0,0.0,0.0,0.0,0.023988146501155824,0.03738071659019817,0.0,0.0,0.0,0.0,0.07238919909834333,0.0,0.08632794239930391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18718924963321404,0.048650369953076644,0.195817082396712,0.22780822990371383,0.04927424970070435
2012-10-15,0.023382308661342027,0.0,0.023468130916286578,0.0,0.0,0.011454596347423794,0.0,0.033740026258191086,0.08617519242123596,0.0,0.0,0.022751506626866674,0.0,0.04706960632596813,0.0,0.0253604630807174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20698282475985955,0.0784198447804892,0.1925056505509515,0.20798854828376165,0.04932558535190059
2012-10-16,0.09942662840248527,0.0,0.012879996218407555,0.0,0.0,0.0,0.0,0.0,0.08858866141259708,0.0,0.0,0.0,0.0,0.08337883724353756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21698334603194278,0.0849856932850596,0.19726163824714346,0.20076467202995962,0.015730527128867067
2012-10-17,0.0567424172626557,0.0,0.08225459334884254,0.0,0.0,0.0,0.0,0.010777392947526618,0.0,0.0,0.0,0.0,0.0,0.08860727888913593,0.0,0.03551306326706458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16589711539088106,0.13860586733793062,0.17576127480667644,0.18651519981079165,0.0593257969384949
2012-10-18,0.18631886603199446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08039297714546632,0.0,0.0,0.021800860045214324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19547839056514774,0.10079463764893838,0.17199836185583153,0.19707828504162309,0.04613762166578412
2012-10-19,0.06983509646845308,0.0,0.013227023062489426,0.04392308163867668,0.0,0.0,0.0,0.0,0.05460759356369644,0.0,0.0,0.0,0.0,0.09025108757593646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21079807823363209,0.11988521942940406,0.18029930373439454,0.1826086615215626,0.03456485477175458
2012-10-20,0.1587866380017931,0.0,0.0,0.0,0.0,0.0,0.0,0.010296384651178159,0.0,0.0,0.0437548106518155,0.0,0.0,0.058382267629862816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18840002727370542,0.14507303191002974,0.1815330127873969,0.18129439397058392,0.0324794331236344
2012-10-21,0.04035917908992736,0.0,0.04482330836363644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046342124807013475,0.0,0.1462018495191724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1754265610279765,0.17554183969039672,0.15882383414158038,0.1883758004977173,0.02410550286257938
2012-10-22,0.0,0.0,0.02643274145963963,0.0,0.0,0.0,0.0,0.0,0.022752710150649846,0.0,0.0,0.0,0.0,0.0,0.0,0.24647940907077212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1563360666503732,0.132772778335654,0.16671003521045957,0.2125361525667311,0.035980106555720516
2012-10-23,0.06054893141472797,0.0,0.10903564917843955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03136657989377099,0.0,0.0889936420900813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19508561058990856,0.05128682368719676,0.1813828815207005,0.21878861435185792,0.06351126727331645
2012-10-24,0.09201730920089918,0.0,0.08552001385866098,0.0,0.0,0.0,0.0,0.0,0.012587049726627497,0.0,0.0,0.0,0.0,0.024172151019010848,0.0,0.05508836326437907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1919261459058591,0.11140749045001204,0.17381443687900733,0.20187199565265065,0.051595044042893286
2012-10-25,0.023589171768003483,0.0,0.04723683641675102,0.00961785709496966,0.0,0.0,0.0,0.0,0.06949065362571995,0.0,0.0,0.0,0.0,0.10276512991301125,0.0,0.011731816187585146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20300604359441102,0.10313469228752749,0.17677484790963358,0.19528366461473726,0.05736928658765017
2012-10-26,0.09001716796047869,0.0,0.02368488862817161,0.0240766955738602,0.0,0.0,0.0,0.0,0.07053747297416493,0.0,0.034801837427938985,0.0,0.0,0.023773692991801473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21844787356688447,0.0819173005393372,0.18633123366483137,0.18939202174614078,0.057019814926390355
2012-10-27,0.09920693809256577,0.0,0.0,0.0,0.011279627401878925,0.0,0.0,0.010926382604298164,0.012018556972515733,0.0,0.1255811291409989,0.0,0.0,0.0,0.0,0.0158648324709279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21736305010178644,0.045763988824442214,0.18982020928119794,0.1830053176251838,0.09822676123844531
2012-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2299871855554834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17086971259372785,0.21586942767990916,0.1432463955342626,0.13867571147019384,0.10135156716642307
2012-10-29,0.051118584089341675,0.0,0.11765238262833921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04127280990472736,0.0,0.0,0.03235349295869373,0.0,0.01052451455352753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1718555036799131,0.2084156340900636,0.15019501982327357,0.1555837669867728,0.06102829128534743
2012-10-30,0.021072862281080167,0.0,0.12042421923338899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010478603852440968,0.0,0.0,0.03193287300007299,0.0,0.08326405983625025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508934186828458,0.21638795167801103,0.12150489261722151,0.1709612287736785,0.07936711582346172
2012-10-31,0.0,0.0,0.09620808774876222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19947561148821238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0988510314101263,0.2194416120766111,0.11873778544682446,0.19222906279616434,0.07917560200872115
2012-11-01,0.047594825760473226,0.0,0.059516996146138666,0.0,0.011668542789052343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03488220956508173,0.0,0.1347897395496557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11648515084884509,0.21126823837220313,0.1295587408670485,0.2006232409948774,0.06331941101069467
2012-11-02,0.011286615445182802,0.0,0.07152934947595978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02211863101278513,0.0,0.17034144914563942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14406408162658532,0.19108451067487245,0.14474064650066326,0.194107556383651,0.05072715973466086
2012-11-03,0.0,0.0,0.05542009563005465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24713659004433616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15574883849873283,0.14494391278219212,0.14133078189410095,0.21984256181222858,0.03557721933835473
2012-11-04,0.0,0.0,0.010877473795009083,0.031049564905512136,0.013008008455128688,0.0,0.0,0.0,0.011233848071395354,0.0,0.0,0.0,0.0,0.0,0.0,0.21890384378309535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19154821544722078,0.12694487626930415,0.160844071603049,0.21082381355022176,0.02476628412006367
2012-11-05,0.0,0.0,0.02346606050711754,0.03567039019969085,0.0,0.0,0.0,0.0,0.07901763997734475,0.0,0.0,0.0,0.0,0.01112936511714177,0.0,0.1328049809439619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18984617358276945,0.14053234236860365,0.16387383259040808,0.20638725793008847,0.025182214015489004
2012-11-06,0.0,0.0,0.03896226910591636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029518415535358482,0.0,0.20665742628470765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15802260535573065,0.1602512247861534,0.17321217829223937,0.19097043101225433,0.042405449627639806
2012-11-07,0.02529855971499299,0.0,0.040322581590563296,0.0,0.0,0.0,0.0,0.03419255194908584,0.08790813952452638,0.0,0.01254507166565403,0.0,0.0,0.036489511736796314,0.0,0.06763383538870023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22817020877817284,0.07289185075869445,0.1505297353981309,0.2106153087658045,0.033402644728878245
2012-11-08,0.06474473598720758,0.0,0.02512187476246336,0.0,0.0,0.0,0.0,0.014039366120215599,0.0,0.0,0.03155224939104464,0.0,0.0,0.11752745343889537,0.0,0.021689263271549495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18098260489211293,0.19023402951559035,0.11426997465069894,0.18920376091951827,0.050634687050703474
2012-11-09,0.022773361698314214,0.0,0.02080609593853014,0.0,0.0,0.0,0.0,0.012270292834209625,0.05490265747007647,0.0,0.0,0.0,0.0,0.010007153182899728,0.0,0.1444920369310496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17075288599999408,0.2236343342730633,0.1045089906958266,0.19581578574788794,0.040036405228148296
2012-11-10,0.0,0.0,0.04938648078413543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013397309991934912,0.0,0.26524380337308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18223307163351055,0.08204240832638744,0.13098789227369348,0.2590749976832291,0.017634035934029072
2012-11-11,0.0,0.0,0.11128821882669195,0.0,0.0,0.0,0.0,0.0,0.011431883107730849,0.0,0.0,0.0,0.0,0.053247290018108,0.0,0.12810675953369255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1896304365501662,0.10423116585689442,0.13086462826551074,0.2466218052166664,0.02457781262453887
2012-11-12,0.01171773326994044,0.0,0.036339881119552636,0.0,0.0,0.0,0.0,0.012031908927204751,0.0,0.0,0.0,0.0,0.0,0.04751131965692687,0.0,0.20608974401621305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18321599304488775,0.07791623493067462,0.18399091380414836,0.2177991747774715,0.04917102739463961
2012-11-13,0.056761872151930924,0.0,0.03641231631218688,0.0,0.012362345685269845,0.011208726033419944,0.0,0.02482061431287937,0.06197467562926581,0.011456618519008773,0.044385577476466924,0.0,0.0,0.014377470082125329,0.0,0.011331799189660192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23951768069011994,0.05863921401624316,0.17070307550020083,0.22573147764894488,0.02972201498764983
2012-11-14,0.01288709437591144,0.0,0.0,0.0,0.03896806366952775,0.0,0.0,0.0,0.1302836824835236,0.0,0.051209475613607704,0.01207151571168213,0.0,0.03380507142405715,0.0,0.010398410810803045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24301908520964402,0.05906032927339321,0.16869960970706077,0.2241330904757215,0.015464571245067666
2012-11-15,0.009771386661974801,0.0,0.0,0.0,0.011460470121537626,0.0,0.0,0.03183715320130081,0.10473782970343437,0.0,0.06609005608206327,0.0,0.03476939459572,0.009637958896369871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24888436717742254,0.060248352822164425,0.13977984462996962,0.21020653238545697,0.07257665372258572
2012-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22484977997505842,0.023591768649933963,0.0,0.0,0.0,0.0116002375273183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2217386277867285,0.14480664352925768,0.13197651555643583,0.18377491903498686,0.057661507940280354
2012-11-17,0.0,0.0,0.0,0.0,0.009964839619378928,0.0,0.00987243367485234,0.13334116668695908,0.08223130667057786,0.0,0.029828947224118208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2106696538831471,0.1579385363903749,0.11822143760597835,0.1954830493145513,0.05244862893006192
2012-11-18,0.0123492715618888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011914163732515427,0.0,0.22741048659281646,0.0,0.012273243261588336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20764272164915198,0.11059231465884943,0.1202735344189388,0.20715029734480364,0.09039396677944712
2012-11-19,0.009835451390938917,0.0,0.0753497308494071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15641158427999502,0.0,0.0,0.026930520822296966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17997606814387776,0.14366399814553424,0.1255408261087202,0.21183570364003168,0.07045611661919816
2012-11-20,0.009756942771063332,0.0,0.01331762622631019,0.0,0.0,0.0,0.0,0.0,0.0481354053567904,0.0,0.17705388591718144,0.0,0.0,0.009995903242424347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20049504729824827,0.1582644788075842,0.1140306898050334,0.2000731215698669,0.06887689900549752
2012-11-21,0.037900168114079646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00997827569275689,0.0,0.1098295579762897,0.0,0.0,0.11750665761685682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19141942391720254,0.14328677181791302,0.13704530947723126,0.20614160198080414,0.04689223340686594
2012-11-22,0.1551213751224039,0.0,0.08527835958737164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041468062840865925,0.0,0.01433322515226222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17792975024438387,0.12755898486534772,0.14070717213044567,0.21891573127676447,0.03868733878015452
2012-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2911343728175302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1466186866064159,0.16064905697059884,0.12380983706770037,0.22196624653013222,0.05582180000762249
2012-11-24,0.0,0.0,0.07926241032162723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02883040438789955,0.0,0.21828800064026346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17639925911300447,0.10804269176447545,0.12299570713845069,0.25245522380801166,0.013726302826267483
2012-11-25,0.0,0.0,0.22059435466860292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012842026281615114,0.0,0.043964749661249025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1376807650948415,0.217603571775671,0.12214761719315427,0.20424339213392464,0.04666022173655987
2012-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31199354686339364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08786361171647977,0.2150773038106837,0.11503742016491458,0.23658217401414638,0.03710692725190188
2012-11-27,0.027276211685930113,0.0,0.03517987835107603,0.012105117563508292,0.0,0.0,0.0,0.0,0.02776703155123736,0.0,0.0,0.0,0.0,0.0,0.0,0.2320174152114569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16209463528784335,0.12439609344414239,0.1173941253889733,0.26055064620936863,0.021480674717444036
2012-11-28,0.18164461507566676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014312918539845926,0.0,0.0,0.0,0.0,0.11703831505044367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20434136794859095,0.07331021901594163,0.1463785929818658,0.24207321614051844,0.020900755247126816
2012-11-29,0.03583011498701513,0.0,0.0,0.0,0.0,0.0,0.0,0.03026101765638568,0.12219850597591288,0.0,0.08277298429080739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22030483101930534,0.13176505576722078,0.12086205018192518,0.21325458842948342,0.05193021965108191
2012-11-30,0.012836863542394846,0.0,0.05021003374251718,0.0,0.0,0.0,0.0,0.1187857881732657,0.012780936947486084,0.0,0.0261784742482369,0.0,0.0,0.025284171573051323,0.0,0.06435703656187004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2075212174674034,0.0512482364290108,0.15036417230210403,0.22987734293210563,0.059202443475029176
2012-12-01,0.10394213724125018,0.0,0.009956942043923825,0.0,0.0,0.0,0.0,0.0,0.13531745580235247,0.0,0.0,0.0,0.0,0.010050704466905905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193617343930772,0.165077624622719,0.12805269932576743,0.21020392097192642,0.043781171594382745
2012-12-02,0.09989694519231444,0.0,0.0,0.0,0.0,0.0,0.0,0.07924788461920255,0.06605970012067679,0.0,0.022217802433630408,0.0,0.0,0.011840231467538612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22128542004774782,0.10861274234655532,0.147026202869068,0.22014703853144865,0.032886258207140244
2012-12-03,0.03456824884334517,0.0,0.01927338754744969,0.05891576547755886,0.0,0.0,0.0,0.0,0.052032383235166214,0.0,0.0,0.0,0.0,0.09889640048613511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2066649060200215,0.14386854018373232,0.14322946560416586,0.21362912682496957,0.02892177577745575
2012-12-04,0.057924786717147715,0.0,0.0254701747550366,0.05757817644265336,0.0,0.0,0.011344673158208496,0.024800013924823727,0.09967065306670138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24485383581088482,0.09241162033718414,0.14898387443875963,0.22295314698943036,0.014009044359169739
2012-12-05,0.03955026862708232,0.0,0.025803175767865272,0.05342438936220082,0.0,0.0,0.0,0.0,0.0915894987617422,0.0,0.0,0.0,0.0,0.09739279025357798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22085921678451179,0.042274186364885,0.16344615010925473,0.24830401487211395,0.017356309096765863
2012-12-06,0.13156730545356252,0.0,0.013640585726981595,0.027133357355839664,0.0,0.0,0.0,0.0,0.07454928117659092,0.0,0.013143800580426619,0.0,0.0,0.03689309921610611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21754950417727756,0.08108623703120206,0.14773304482964003,0.23138808069362635,0.02531570375874662
2012-12-07,0.07559355227252179,0.0,0.0,0.0,0.0,0.0,0.0,0.07258024562329611,0.14979139324910934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24621789711910905,0.03440007204234794,0.16187871610731,0.22196799157048155,0.03757013201582426
2012-12-08,0.0,0.0,0.0,0.056214345295264805,0.0,0.0,0.012427952101036406,0.0,0.18764429855340303,0.0,0.011932095374268101,0.0,0.011932095374268101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24354951615349862,0.076177727431751,0.1426331372809893,0.20366067724255474,0.053828155192965875
2012-12-09,0.07720474481625289,0.0,0.07290191297570665,0.0,0.0,0.0,0.0,0.0,0.0351721413200407,0.0,0.024663696922841913,0.0,0.0,0.01286115251734912,0.0,0.07818763340399613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22884158007351899,0.07490712283808454,0.1686888288108942,0.2088472486613143,0.01772393766000059
2012-12-10,0.02291380862553985,0.0,0.0,0.08346515175729528,0.022575236969321233,0.0,0.0,0.0,0.13991756499851504,0.0,0.009783039489527152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2456595412404118,0.10020393664068723,0.1488255089642763,0.20606871531835233,0.020587495996073787
2012-12-11,0.045910655469176775,0.0,0.0,0.12772436167867596,0.0,0.010764114551667746,0.0,0.011867290571534786,0.058959288177048215,0.0,0.0,0.0,0.010693414760736495,0.0,0.0,0.0,0.0,0.0,0.01071082574423216,0.0,0.0,0.0,0.0,0.0,0.23696881537240666,0.10798122413223156,0.15805952618084382,0.19571958197848838,0.024640901382957454
2012-12-12,0.02155987459964369,0.0,0.0,0.010781413873210861,0.0,0.0,0.0,0.11302941920544467,0.10124181166993695,0.0,0.022221404118948702,0.0,0.0,0.010989583577366601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2304133392195305,0.1463488842343284,0.1726165356411773,0.19230033626427237,0.016899620799395044
2012-12-13,0.029602731282715466,0.0,0.0,0.0,0.0,0.012595568542108833,0.0,0.05978843903766191,0.1059246288082971,0.041528655754081815,0.0,0.0,0.012572411008361555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22707519451192268,0.16314461302791236,0.1320409433933989,0.1930855908909526,0.04156415661858031
2012-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.018892462891427004,0.01897912221292354,0.17989832394242533,0.0,0.044299670351810844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22656345411578663,0.1310543916884257,0.10774415930417632,0.2029600089209208,0.06960840657210382
2012-12-15,0.02601266751705683,0.0,0.0,0.0,0.0,0.0,0.0,0.019206757664462556,0.1629577922762808,0.0,0.012845903260677928,0.0,0.0,0.038900642453468075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21033018270056228,0.1487300154821464,0.10096502102252863,0.2078309203302051,0.07222009729261142
